Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1660608000,34477,32903,482,35,54,1
AP,1660608000,29267,28404,133,39,75,0
EA,1660608000,0,0,0,0,0,0
EF,1660608000,69959,68820,536,77,5,0
EIC,1660608000,41772,40859,357,51,70,0
G,1660608000,31750,30937,370,19,88,0
GRZ,1660608000,35522,34614,381,30,26,9
GTH,1660608000,46619,45849,350,52,39,1
HBN,1660608000,25301,24534,421,27,14,3
IK,1660608000,41782,40929,434,44,37,0
J,1660608000,40625,39128,149,45,185,0
KYF,1660608000,24037,23012,242,22,50,0
NDH,1660608000,25748,25176,105,47,45,0
SHK,1660608000,32761,31624,225,33,85,0
SHL,1660608000,11264,10985,185,10,13,0
SLF,1660608000,37687,36746,555,28,49,1
SM,1660608000,48663,47347,687,101,54,1
SOK,1660608000,31316,30475,335,55,30,0
SOM,1660608000,24580,24149,246,47,37,0
SON,1660608000,21660,20886,289,13,42,0
UH,1660608000,38438,37571,417,45,64,0
WAK,1660608000,56143,54577,452,74,38,0
WE,1660608000,24186,23593,166,36,73,0
TH,1660608000,773557,753118,7517,930,1173,16
