Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1629849600,6994,6630,293,6,5,0
AP,1629849600,4140,4044,78,2,0,0
EA,1629849600,1991,1890,78,-1,-1,0
EF,1629849600,8765,8421,273,15,0,0
EIC,1629849600,6283,6025,250,1,0,0
G,1629849600,5797,5552,205,5,2,0
GRZ,1629849600,7910,7655,240,0,2,0
GTH,1629849600,8757,8525,205,9,5,0
HBN,1629849600,5443,5182,250,3,1,0
IK,1629849600,6570,6326,218,4,1,0
J,1629849600,4392,4261,84,9,0,0
KYF,1629849600,3699,3541,145,0,0,0
NDH,1629849600,2971,2880,70,5,1,0
SHK,1629849600,4781,4636,130,2,2,0
SHL,1629849600,2195,2072,113,3,1,0
SLF,1629849600,6811,6510,289,7,2,0
SM,1629849600,10114,9710,371,3,2,0
SOK,1629849600,6525,6313,184,1,1,0
SOM,1629849600,4195,4034,136,0,0,0
SON,1629849600,4290,4096,164,6,0,0
UH,1629849600,6437,6170,264,0,0,0
WAK,1629849600,8391,8081,250,14,3,0
WE,1629849600,2647,2522,104,4,0,0
TH,1629849600,130098,125076,4394,98,27,0
