Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1677801600,40419,39720,530,4,4,0
AP,1677801600,32599,32353,151,3,0,0
EA,1677801600,0,0,0,0,0,0
EF,1677801600,80783,79842,622,11,6,0
EIC,1677801600,47170,46568,386,18,2,0
G,1677801600,36820,36351,410,2,1,0
GRZ,1677801600,39432,38903,446,1,1,0
GTH,1677801600,53023,52480,382,26,5,1
HBN,1677801600,28260,27722,443,0,2,0
IK,1677801600,48560,47970,459,6,7,0
J,1677801600,47209,46792,185,0,0,0
KYF,1677801600,26904,26564,276,1,0,0
NDH,1677801600,29136,28922,113,4,3,0
SHK,1677801600,37803,37313,260,6,0,0
SHL,1677801600,12875,12635,210,2,0,0
SLF,1677801600,42049,41324,599,11,3,0
SM,1677801600,56996,56019,765,10,7,1
SOK,1677801600,34486,34019,355,7,0,0
SOM,1677801600,27723,27385,269,2,0,0
SON,1677801600,24656,24218,307,5,4,0
UH,1677801600,43935,43413,451,2,0,0
WAK,1677801600,64766,63925,470,8,0,0
WE,1677801600,27498,27209,197,9,1,0
TH,1677801600,883102,871647,8286,138,46,2
