Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1644192000,15402,13705,388,26,29,0
AP,1644192000,12662,11244,119,28,51,0
EA,1644192000,0,0,0,0,0,0
EF,1644192000,28679,26644,425,238,62,0
EIC,1644192000,13712,11934,301,70,70,0
G,1644192000,13948,12542,324,193,47,1
GRZ,1644192000,17484,15936,301,0,25,0
GTH,1644192000,22891,20743,315,58,43,0
HBN,1644192000,13741,12370,382,151,31,2
IK,1644192000,18670,17225,399,44,85,0
J,1644192000,13544,11279,127,26,50,0
KYF,1644192000,10457,9575,216,66,41,0
NDH,1644192000,8864,7988,93,11,56,0
SHK,1644192000,13759,12015,193,21,27,0
SHL,1644192000,5544,4793,164,6,20,0
SLF,1644192000,17978,16838,461,17,64,0
SM,1644192000,23706,21753,559,93,128,0
SOK,1644192000,15763,14289,287,13,9,1
SOM,1644192000,10971,9869,206,0,17,0
SON,1644192000,11023,9970,267,19,11,0
UH,1644192000,16268,14653,377,34,100,1
WAK,1644192000,24395,21521,415,146,176,0
WE,1644192000,8483,7120,133,112,20,0
TH,1644192000,337944,304006,6452,1372,1162,5
