Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1610928000,3959,2373,77,51,65,0
AP,1610928000,1632,1293,20,8,13,0
EA,1610928000,799,612,22,3,21,0
EF,1610928000,3840,3250,107,0,56,0
EIC,1610928000,3036,2463,96,2,74,3
G,1610928000,2571,2127,98,21,28,1
GRZ,1610928000,2999,2516,96,23,40,0
GTH,1610928000,2984,2261,102,10,59,4
HBN,1610928000,2992,2397,101,47,91,0
IK,1610928000,2717,2286,88,10,39,4
J,1610928000,2313,1811,27,4,63,1
KYF,1610928000,1539,1252,47,5,28,2
NDH,1610928000,1275,1041,35,0,36,0
SHK,1610928000,2201,1628,47,6,42,2
SHL,1610928000,1004,783,47,7,21,0
SLF,1610928000,3529,2822,112,79,121,2
SM,1610928000,3997,3263,139,18,62,8
SOK,1610928000,2774,2243,62,3,21,2
SOM,1610928000,1650,1367,47,4,33,1
SON,1610928000,2348,1949,95,49,39,0
UH,1610928000,3525,2306,113,31,83,0
WAK,1610928000,2977,2373,45,36,76,5
WE,1610928000,1365,1097,53,15,26,2
TH,1610928000,58026,45513,1676,432,1137,37
