Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1669766400,39244,37999,502,44,21,1
AP,1669766400,32039,31605,146,13,24,1
EA,1669766400,0,0,0,0,0,0
EF,1669766400,78491,77426,567,62,31,0
EIC,1669766400,45867,45226,369,16,20,0
G,1669766400,35830,35159,387,50,20,0
GRZ,1669766400,38746,37998,423,25,17,0
GTH,1669766400,51791,51234,372,53,13,0
HBN,1669766400,27874,27175,441,21,18,0
IK,1669766400,47450,46752,446,18,35,0
J,1669766400,45864,44897,173,56,80,0
KYF,1669766400,26410,25870,258,9,37,0
NDH,1669766400,28276,27832,110,14,34,0
SHK,1669766400,36786,36044,241,50,33,0
SHL,1669766400,12628,12353,199,4,1,0
SLF,1669766400,41344,40562,581,25,22,0
SM,1669766400,55506,54450,732,38,22,0
SOK,1669766400,33937,33248,344,22,27,0
SOM,1669766400,27140,26749,256,11,18,0
SON,1669766400,24133,23563,300,20,33,0
UH,1669766400,43182,42579,425,23,7,0
WAK,1669766400,63204,62421,463,19,42,0
WE,1669766400,27006,26678,183,10,15,1
TH,1669766400,862748,847820,7918,603,570,3
