Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1608076800,1956,1009,30,110,35,9
AP,1608076800,728,609,8,12,10,0
EA,1608076800,262,172,5,17,8,0
EF,1608076800,2145,1634,47,54,24,3
EIC,1608076800,1408,977,32,35,9,4
G,1608076800,1487,942,56,72,35,7
GRZ,1608076800,1829,1354,59,55,26,1
GTH,1608076800,1295,966,44,57,25,1
HBN,1608076800,1801,884,28,44,2,0
IK,1608076800,1389,938,18,49,14,0
J,1608076800,1231,887,16,36,21,0
KYF,1608076800,852,570,19,32,32,1
NDH,1608076800,595,457,10,36,10,0
SHK,1608076800,976,658,18,44,11,1
SHL,1608076800,441,200,10,31,8,0
SLF,1608076800,1523,878,32,165,37,4
SM,1608076800,1806,1322,41,56,42,1
SOK,1608076800,1380,920,19,55,89,0
SOM,1608076800,846,660,19,22,15,0
SON,1608076800,1414,994,48,30,38,0
UH,1608076800,1688,949,28,147,37,1
WAK,1608076800,1328,719,6,106,41,0
WE,1608076800,631,500,3,12,10,0
TH,1608076800,29011,19199,596,1277,579,33
