Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1614729600,4839,4282,209,27,18,1
AP,1614729600,2468,2242,49,27,18,2
EA,1614729600,1038,904,48,11,2,0
EF,1614729600,5273,4794,188,45,16,0
EIC,1614729600,4258,3850,145,34,26,0
G,1614729600,3139,2859,119,30,11,0
GRZ,1614729600,3745,3358,121,58,9,0
GTH,1614729600,4457,4093,150,19,21,2
HBN,1614729600,3889,3456,183,40,18,2
IK,1614729600,3491,3186,144,41,15,2
J,1614729600,2934,2753,59,33,8,1
KYF,1614729600,2247,1925,101,37,18,1
NDH,1614729600,1674,1546,44,8,6,1
SHK,1614729600,2928,2651,78,21,23,0
SHL,1614729600,1342,1172,84,11,8,0
SLF,1614729600,4511,4096,212,29,16,0
SM,1614729600,6211,5485,229,49,39,1
SOK,1614729600,3719,3322,89,42,20,0
SOM,1614729600,2272,2009,89,14,13,0
SON,1614729600,2748,2538,141,16,8,0
UH,1614729600,4712,4228,198,32,25,3
WAK,1614729600,4128,3617,145,54,22,0
WE,1614729600,1777,1628,92,12,5,0
TH,1614729600,77800,69994,2917,690,365,16
