Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1654646400,31556,30729,468,11,36,0
AP,1654646400,27163,26723,129,15,33,0
EA,1654646400,0,0,0,0,0,0
EF,1654646400,64779,63945,524,52,3,0
EIC,1654646400,36669,35990,339,54,16,1
G,1654646400,29028,28583,355,9,5,0
GRZ,1654646400,33350,32735,370,0,15,0
GTH,1654646400,43492,42934,339,42,3,0
HBN,1654646400,23686,23120,400,22,13,0
IK,1654646400,38450,37874,426,0,20,0
J,1654646400,35896,35053,145,77,68,0
KYF,1654646400,22305,21845,241,8,18,0
NDH,1654646400,24054,23800,101,19,14,0
SHK,1654646400,30142,29660,222,29,18,1
SHL,1654646400,10488,10231,179,20,2,0
SLF,1654646400,35624,34983,546,13,3,3
SM,1654646400,44322,43447,650,47,3,1
SOK,1654646400,29639,29144,331,15,3,0
SOM,1654646400,23183,22883,240,13,4,0
SON,1654646400,20264,19802,285,8,14,0
UH,1654646400,35017,34407,414,32,2,0
WAK,1654646400,51360,50621,447,54,2,2
WE,1654646400,22139,21552,157,44,15,0
TH,1654646400,712606,700061,7308,584,310,8
