Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1628726400,6957,6617,293,1,2,0
AP,1628726400,4120,4042,78,0,0,0
EA,1628726400,1970,1883,78,0,0,0
EF,1628726400,8689,8389,273,7,6,0
EIC,1628726400,6275,6014,250,0,5,0
G,1628726400,5747,5522,205,3,0,0
GRZ,1628726400,7893,7644,240,2,-1,1
GTH,1628726400,8719,8494,205,6,3,0
HBN,1628726400,5434,5173,249,1,0,0
IK,1628726400,6541,6305,218,6,1,0
J,1628726400,4362,4254,84,2,0,0
KYF,1628726400,3689,3540,145,0,0,0
NDH,1628726400,2948,2873,70,1,0,0
SHK,1628726400,4771,4636,127,0,-1,0
SHL,1628726400,2184,2070,113,0,1,0
SLF,1628726400,6793,6500,288,0,1,0
SM,1628726400,10072,9685,371,0,0,0
SOK,1628726400,6515,6316,185,1,0,0
SOM,1628726400,4175,4032,136,3,0,0
SON,1628726400,4264,4095,164,0,0,0
UH,1628726400,6434,6165,264,1,0,0
WAK,1628726400,8326,8070,250,1,1,0
WE,1628726400,2630,2516,103,0,0,0
TH,1628726400,129508,124835,4389,35,18,1
