timestamp,gender,A00-A04,A05-A14,A15-A34,A35-A59,A60-A79,A80+
1603324800,F,30,99,719,1283,677,470
1603324800,M,27,99,695,1017,652,262
1603411200,A,59,209,1457,2384,1371,756
1603411200,F,32,104,748,1324,705,488
1603411200,M,27,105,709,1060,666,268
1603497600,A,69,233,1503,2473,1411,805
1603497600,F,39,121,767,1372,727,525
1603497600,M,30,112,736,1101,684,280
1603584000,A,70,237,1538,2537,1442,820
1603584000,F,39,121,783,1410,747,534
1603584000,M,31,116,755,1127,695,286
1603670400,A,76,246,1608,2629,1483,835
1603670400,F,42,125,820,1464,773,544
1603670400,M,34,121,788,1165,710,291
1603756800,A,80,252,1663,2740,1537,889
1603756800,F,43,128,850,1518,803,585
1603756800,M,37,124,813,1222,734,304
1603843200,A,83,258,1716,2849,1572,903
1603843200,F,44,131,875,1579,823,594
1603843200,M,39,127,841,1270,749,309
1603929600,A,88,270,1762,2948,1620,914
1603929600,F,48,137,901,1629,850,603
1603929600,M,40,133,861,1319,770,311
1604016000,A,93,278,1817,3053,1669,934
1604016000,F,50,142,935,1686,877,615
1604016000,M,43,136,882,1367,792,319
1604102400,A,96,286,1861,3141,1710,939
1604102400,F,52,145,960,1727,892,617
1604102400,M,44,141,901,1414,818,322
1604188800,A,99,296,1909,3227,1740,953
1604188800,F,53,151,984,1779,904,628
1604188800,M,46,145,925,1448,836,325
1604275200,A,103,306,1980,3314,1791,996
1604275200,F,55,154,1017,1826,931,654
1604275200,M,48,152,963,1488,860,342
1604361600,A,112,323,2049,3416,1831,1017
1604361600,F,59,160,1049,1888,948,666
1604361600,M,53,163,1000,1528,883,351
1604448000,A,118,338,2119,3541,1882,1041
1604448000,F,62,169,1086,1950,969,680
1604448000,M,56,169,1033,1591,913,361
1604534400,A,121,358,2182,3638,1930,1062
1604534400,F,64,178,1120,2009,994,693
1604534400,M,57,180,1062,1629,936,369
1604620800,A,125,373,2240,3718,1975,1081
1604620800,F,67,183,1151,2054,1017,704
1604620800,M,58,190,1089,1664,958,377
1604707200,A,129,391,2301,3819,2012,1110
1604707200,F,67,193,1181,2118,1041,724
1604707200,M,62,198,1120,1701,971,386
1604793600,A,134,397,2354,3904,2042,1131
1604793600,F,71,195,1208,2170,1056,737
1604793600,M,63,202,1146,1734,986,394
1604880000,A,136,416,2427,4006,2111,1156
1604880000,F,71,200,1246,2224,1091,752
1604880000,M,65,216,1181,1782,1020,404
1604966400,A,143,448,2484,4137,2161,1186
1604966400,F,76,216,1279,2300,1125,774
1604966400,M,67,232,1205,1837,1036,412
1605052800,A,149,472,2551,4259,2220,1238
1605052800,F,79,227,1318,2369,1157,814
1605052800,M,70,245,1233,1890,1063,424
1605139200,A,154,497,2607,4384,2297,1293
1605139200,F,81,236,1347,2446,1198,853
1605139200,M,73,261,1260,1938,1099,440
1605225600,A,162,525,2705,4533,2383,1337
1605225600,F,87,247,1404,2533,1247,879
1605225600,M,75,278,1301,2000,1136,458
1605312000,A,169,537,2778,4681,2431,1378
1605312000,F,90,256,1439,2622,1274,908
1605312000,M,79,281,1339,2059,1157,470
1605398400,A,173,558,2842,4806,2479,1416
1605398400,F,90,269,1478,2695,1303,934
1605398400,M,83,289,1364,2111,1176,482
1605484800,A,178,594,2928,4961,2562,1465
1605484800,F,91,282,1528,2791,1344,967
1605484800,M,87,312,1400,2170,1218,498
1605571200,A,187,628,3033,5131,2653,1524
1605571200,F,94,304,1591,2888,1394,1008
1605571200,M,93,324,1442,2243,1259,516
1605657600,A,194,657,3123,5306,2742,1561
1605657600,F,98,317,1638,2985,1433,1033
1605657600,M,96,340,1485,2321,1309,528
1605744000,A,201,690,3201,5469,2816,1624
1605744000,F,102,336,1687,3083,1467,1073
1605744000,M,99,354,1514,2386,1349,551
1605830400,A,211,724,3321,5681,2945,1721
1605830400,F,107,357,1749,3207,1547,1149
1605830400,M,104,367,1572,2474,1398,572
1605916800,A,215,766,3421,5843,3014,1771
1605916800,F,109,376,1798,3285,1576,1187
1605916800,M,106,390,1623,2558,1437,584
1606003200,A,220,781,3493,5973,3061,1786
1606003200,F,112,382,1841,3356,1599,1199
1606003200,M,108,399,1652,2617,1461,587
1606089600,A,224,828,3603,6153,3171,1854
1606089600,F,112,407,1908,3468,1655,1251
1606089600,M,112,421,1695,2685,1515,603
1606176000,A,233,864,3714,6355,3272,1930
1606176000,F,114,426,1968,3596,1706,1303
1606176000,M,119,438,1746,2759,1565,627
1606262400,A,240,907,3831,6525,3354,1996
1606262400,F,118,446,2017,3688,1755,1349
1606262400,M,122,461,1814,2837,1598,647
1606348800,A,246,953,3940,6716,3445,2044
1606348800,F,122,469,2080,3799,1804,1379
1606348800,M,124,484,1860,2917,1640,664
1606435200,A,251,994,4050,6921,3515,2108
1606435200,F,125,491,2147,3924,1844,1423
1606435200,M,126,503,1903,2997,1670,684
1606521600,A,257,1026,4146,7117,3573,2150
1606521600,F,128,507,2198,4038,1877,1450
1606521600,M,129,519,1947,3079,1695,699
1606608000,A,262,1043,4212,7296,3630,2195
1606608000,F,132,512,2236,4131,1906,1478
1606608000,M,130,531,1975,3165,1723,716
1606694400,A,271,1084,4331,7561,3745,2270
1606694400,F,136,534,2306,4284,1961,1526
1606694400,M,135,550,2024,3277,1783,743
1606780800,A,279,1120,4451,7783,3858,2340
1606780800,F,140,547,2372,4411,2025,1571
1606780800,M,139,573,2078,3372,1832,768
1606867200,A,290,1182,4590,8021,3977,2432
1606867200,F,147,578,2448,4548,2100,1634
1606867200,M,143,604,2141,3473,1876,797
1606953600,A,306,1240,4737,8292,4115,2513
1606953600,F,152,610,2534,4719,2178,1684
1606953600,M,154,630,2202,3573,1936,828
1607040000,A,313,1289,4875,8626,4245,2600
1607040000,F,155,641,2608,4900,2240,1739
1607040000,M,158,648,2266,3726,2004,860
1607126400,A,321,1325,5009,8900,4352,2658
1607126400,F,160,661,2689,5056,2301,1773
1607126400,M,161,664,2319,3843,2050,884
1607212800,A,331,1360,5147,9167,4480,2748
1607212800,F,166,678,2765,5215,2363,1833
1607212800,M,165,682,2381,3951,2116,914
1607299200,A,345,1396,5296,9495,4621,2818
1607299200,F,173,692,2848,5423,2430,1886
1607299200,M,172,704,2447,4071,2190,931
1607385600,A,356,1443,5444,9879,4767,2939
1607385600,F,176,716,2922,5648,2509,1963
1607385600,M,180,727,2521,4230,2257,975
1607472000,A,370,1490,5636,10202,4931,3024
1607472000,F,182,742,3024,5849,2596,2019
1607472000,M,188,748,2611,4352,2334,1004
1607558400,A,381,1541,5830,10590,5102,3148
1607558400,F,184,768,3130,6082,2688,2097
1607558400,M,197,773,2699,4507,2413,1050
1607644800,A,388,1597,5994,10953,5282,3283
1607644800,F,189,798,3226,6307,2776,2184
1607644800,M,199,799,2767,4645,2505,1097
1607731200,A,402,1634,6180,11348,5458,3399
1607731200,F,194,821,3324,6544,2866,2260
1607731200,M,208,813,2854,4803,2591,1137
1607817600,A,406,1666,6326,11595,5565,3444
1607817600,F,196,835,3399,6687,2933,2290
1607817600,M,210,831,2925,4907,2631,1152
1607904000,A,414,1716,6513,11992,5785,3590
1607904000,F,201,859,3499,6904,3041,2386
1607904000,M,213,857,3012,5087,2743,1202
1607990400,A,424,1749,6689,12382,5975,3732
1607990400,F,210,872,3601,7140,3147,2476
1607990400,M,214,877,3085,5241,2827,1254
1608076800,A,439,1788,6917,12863,6234,3943
1608076800,F,216,891,3726,7432,3297,2622
1608076800,M,223,897,3188,5430,2936,1319
1608163200,A,454,1834,7103,13307,6481,4111
1608163200,F,222,912,3840,7685,3428,2726
1608163200,M,232,922,3260,5621,3052,1383
1608249600,A,466,1884,7312,13742,6701,4259
1608249600,F,228,941,3950,7940,3538,2836
1608249600,M,238,943,3359,5801,3162,1421
1608336000,A,482,1925,7491,14163,6887,4379
1608336000,F,236,966,4052,8201,3649,2911
1608336000,M,246,959,3436,5961,3237,1466
1608422400,A,488,1943,7617,14464,7061,4496
1608422400,F,239,973,4122,8367,3742,2978
1608422400,M,249,970,3492,6096,3318,1516
1608508800,A,497,1978,7789,14890,7257,4640
1608508800,F,243,987,4211,8623,3837,3075
1608508800,M,254,991,3575,6266,3419,1563
1608595200,A,505,2016,7957,15304,7447,4780
1608595200,F,245,1007,4304,8869,3926,3170
1608595200,M,260,1009,3650,6434,3520,1608
1608681600,A,519,2043,8149,15726,7701,4938
1608681600,F,254,1017,4409,9102,4050,3276
1608681600,M,265,1026,3737,6623,3650,1660
1608768000,A,529,2072,8333,16187,7910,5101
1608768000,F,259,1029,4512,9375,4158,3384
1608768000,M,270,1043,3818,6811,3751,1715
1608854400,A,533,2104,8483,16495,8111,5249
1608854400,F,261,1042,4604,9556,4265,3483
1608854400,M,272,1062,3876,6938,3845,1764
1608940800,A,538,2118,8612,16799,8264,5345
1608940800,F,263,1046,4687,9743,4347,3546
1608940800,M,275,1072,3922,7055,3916,1797
1609027200,A,539,2122,8723,17088,8398,5432
1609027200,F,263,1047,4752,9925,4413,3595
1609027200,M,276,1075,3967,7162,3984,1835
1609113600,A,550,2137,8895,17474,8615,5564
1609113600,F,269,1053,4851,10158,4531,3681
1609113600,M,281,1084,4040,7315,4083,1881
1609200000,A,559,2161,9074,17824,8820,5693
1609200000,F,273,1063,4945,10356,4627,3774
1609200000,M,286,1098,4125,7467,4192,1917
1609286400,A,569,2194,9244,18224,9077,5893
1609286400,F,278,1079,5040,10580,4774,3905
1609286400,M,291,1115,4200,7643,4302,1986
1609372800,A,581,2217,9443,18570,9259,5991
1609372800,F,281,1092,5140,10769,4861,3976
1609372800,M,300,1125,4299,7799,4397,2013
1609459200,A,587,2241,9558,18817,9376,6101
1609459200,F,284,1099,5204,10914,4920,4049
1609459200,M,303,1142,4350,7901,4454,2050
1609545600,A,591,2256,9726,19068,9523,6196
1609545600,F,286,1106,5295,11066,5000,4101
1609545600,M,305,1150,4427,8000,4521,2093
1609632000,A,595,2275,9919,19403,9663,6292
1609632000,F,289,1115,5396,11252,5071,4162
1609632000,M,306,1160,4519,8148,4590,2128
1609718400,A,600,2296,10136,19752,9842,6398
1609718400,F,290,1126,5508,11468,5169,4228
1609718400,M,310,1170,4624,8280,4671,2168
1609804800,A,609,2321,10347,20139,10038,6574
1609804800,F,295,1136,5620,11702,5265,4346
1609804800,M,313,1185,4723,8433,4771,2225
1609891200,A,621,2349,10549,20451,10252,6729
1609891200,F,302,1153,5724,11882,5385,4450
1609891200,M,318,1196,4821,8565,4865,2276
1609977600,A,637,2367,10736,20792,10424,6882
1609977600,F,310,1164,5824,12075,5472,4563
1609977600,M,326,1203,4908,8711,4949,2316
1610064000,A,653,2408,10967,21191,10649,7073
1610064000,F,318,1186,5947,12317,5585,4686
1610064000,M,334,1221,5016,8868,5061,2384
1610150400,A,662,2424,11106,21483,10802,7199
1610150400,F,322,1194,6025,12479,5664,4771
1610150400,M,339,1229,5077,8998,5135,2425
1610236800,A,666,2441,11227,21725,10911,7281
1610236800,F,325,1202,6093,12615,5719,4821
1610236800,M,340,1238,5130,9104,5189,2457
1610323200,A,679,2466,11395,22060,11100,7437
1610323200,F,331,1217,6175,12790,5818,4920
1610323200,M,347,1248,5216,9264,5279,2514
1610409600,A,694,2491,11559,22380,11279,7553
1610409600,F,341,1235,6268,12985,5910,5002
1610409600,M,352,1255,5287,9389,5366,2548
1610496000,A,701,2520,11731,22686,11423,7705
1610496000,F,346,1253,6365,13167,5993,5117
1610496000,M,354,1266,5362,9513,5427,2585
1610582400,A,712,2546,11887,22954,11566,7832
1610582400,F,350,1266,6458,13310,6064,5203
1610582400,M,361,1279,5425,9638,5499,2626
1610668800,A,722,2572,12038,23248,11721,7944
1610668800,F,354,1274,6539,13492,6146,5283
1610668800,M,367,1297,5494,9749,5572,2658
1610755200,A,737,2600,12159,23534,11855,8033
1610755200,F,361,1287,6605,13656,6218,5343
1610755200,M,375,1312,5549,9871,5634,2687
1610841600,A,741,2614,12254,23774,11961,8144
1610841600,F,364,1293,6662,13790,6285,5416
1610841600,M,376,1320,5587,9977,5673,2725
1610928000,A,759,2647,12381,24039,12109,8265
1610928000,F,370,1307,6728,13945,6368,5494
1610928000,M,388,1339,5648,10087,5738,2768
1611014400,A,770,2654,12497,24290,12250,8382
1611014400,F,378,1310,6793,14090,6439,5579
1611014400,M,391,1343,5699,10193,5808,2800
1611100800,A,783,2674,12619,24513,12379,8479
1611100800,F,387,1319,6857,14218,6503,5647
1611100800,M,395,1354,5757,10288,5873,2829
1611187200,A,798,2697,12715,24755,12485,8604
1611187200,F,395,1333,6915,14353,6561,5732
1611187200,M,402,1363,5795,10395,5921,2869
1611273600,A,802,2726,12838,25002,12608,8710
1611273600,F,398,1352,6992,14501,6623,5807
1611273600,M,403,1373,5841,10494,5982,2900
1611360000,A,812,2738,12918,25205,12698,8778
1611360000,F,402,1359,7034,14606,6670,5854
1611360000,M,409,1378,5879,10591,6025,2921
1611446400,A,818,2743,12998,25371,12772,8823
1611446400,F,405,1362,7072,14691,6711,5884
1611446400,M,412,1380,5921,10672,6058,2936
1611532800,A,825,2767,13095,25580,12867,8896
1611532800,F,409,1380,7123,14817,6763,5922
1611532800,M,415,1386,5967,10755,6101,2971
1611619200,A,833,2783,13194,25836,12986,8997
1611619200,F,411,1387,7163,14960,6825,5989
1611619200,M,421,1395,6026,10868,6158,3005
1611705600,A,841,2802,13294,26052,13084,9061
1611705600,F,412,1397,7209,15085,6878,6031
1611705600,M,428,1404,6080,10959,6203,3027
1611792000,A,851,2832,13388,26245,13186,9145
1611792000,F,419,1403,7254,15199,6931,6091
1611792000,M,431,1428,6129,11038,6252,3051
1611878400,A,862,2841,13480,26425,13286,9217
1611878400,F,422,1406,7307,15292,6990,6140
1611878400,M,439,1434,6168,11125,6293,3074
1611964800,A,871,2862,13578,26639,13381,9270
1611964800,F,426,1415,7361,15415,7039,6175
1611964800,M,444,1446,6212,11216,6339,3092
1612051200,A,876,2874,13629,26764,13427,9315
1612051200,F,427,1422,7392,15488,7060,6197
1612051200,M,448,1451,6232,11268,6364,3115
1612137600,A,882,2894,13733,26946,13544,9382
1612137600,F,429,1433,7447,15593,7122,6242
1612137600,M,452,1460,6281,11345,6419,3137
1612224000,A,891,2906,13836,27117,13657,9459
1612224000,F,434,1441,7503,15692,7178,6288
1612224000,M,456,1464,6328,11417,6476,3168
1612310400,A,899,2927,13913,27305,13765,9513
1612310400,F,439,1450,7544,15790,7226,6328
1612310400,M,459,1476,6364,11507,6536,3182
1612396800,A,911,2946,13992,27477,13842,9555
1612396800,F,445,1461,7583,15885,7259,6346
1612396800,M,465,1484,6404,11584,6580,3206
1612483200,A,915,2961,14050,27616,13924,9614
1612483200,F,447,1469,7612,15959,7300,6379
1612483200,M,467,1491,6433,11649,6621,3232
1612569600,A,922,2980,14118,27776,13989,9650
1612569600,F,450,1481,7644,16046,7331,6401
1612569600,M,471,1498,6469,11722,6655,3246
1612656000,A,926,2986,14162,27872,14029,9664
1612656000,F,451,1484,7670,16098,7349,6410
1612656000,M,474,1501,6487,11766,6677,3251
1612742400,A,937,3007,14252,28011,14100,9706
1612742400,F,457,1498,7717,16177,7381,6437
1612742400,M,479,1508,6530,11826,6715,3266
1612828800,A,939,3021,14317,28137,14148,9747
1612828800,F,459,1503,7752,16246,7404,6465
1612828800,M,479,1517,6560,11883,6740,3279
1612915200,A,941,3036,14385,28278,14222,9781
1612915200,F,459,1516,7789,16311,7446,6487
1612915200,M,481,1519,6591,11959,6772,3291
1613001600,A,944,3049,14464,28408,14305,9842
1613001600,F,460,1526,7828,16377,7485,6527
1613001600,M,483,1522,6631,12023,6816,3312
1613088000,A,950,3061,14550,28568,14382,9900
1613088000,F,465,1531,7878,16470,7522,6567
1613088000,M,484,1529,6667,12090,6856,3330
1613174400,A,954,3069,14611,28722,14451,9936
1613174400,F,467,1536,7909,16559,7552,6589
1613174400,M,486,1532,6697,12155,6895,3344
1613260800,A,959,3077,14675,28834,14500,9963
1613260800,F,469,1538,7944,16618,7575,6607
1613260800,M,489,1538,6726,12208,6921,3353
1613347200,A,965,3087,14756,28995,14588,10030
1613347200,F,472,1542,7986,16703,7617,6657
1613347200,M,492,1544,6765,12284,6967,3370
1613433600,A,975,3106,14862,29169,14689,10090
1613433600,F,477,1555,8042,16792,7665,6693
1613433600,M,497,1550,6815,12369,7020,3394
1613520000,A,982,3126,14927,29320,14792,10167
1613520000,F,480,1564,8070,16876,7711,6745
1613520000,M,501,1561,6852,12436,7077,3419
1613606400,A,991,3142,15011,29471,14880,10221
1613606400,F,484,1574,8123,16949,7759,6775
1613606400,M,506,1567,6883,12514,7117,3443
1613692800,A,998,3162,15100,29631,14941,10272
1613692800,F,487,1586,8171,17036,7787,6812
1613692800,M,510,1575,6924,12587,7150,3457
1613779200,A,1012,3179,15201,29815,15019,10317
1613779200,F,493,1597,8223,17143,7828,6840
1613779200,M,518,1581,6973,12663,7187,3474
1613865600,A,1020,3189,15255,29929,15071,10344
1613865600,F,499,1599,8248,17211,7859,6860
1613865600,M,520,1589,7002,12709,7208,3481
1613952000,A,1034,3203,15338,30072,15157,10386
1613952000,F,505,1606,8297,17292,7897,6888
1613952000,M,528,1596,7036,12771,7256,3495
1614038400,A,1042,3217,15409,30235,15256,10443
1614038400,F,510,1615,8342,17379,7950,6920
1614038400,M,531,1601,7062,12847,7302,3520
1614124800,A,1054,3249,15481,30408,15372,10511
1614124800,F,518,1630,8377,17482,8007,6966
1614124800,M,535,1618,7099,12917,7361,3542
1614211200,A,1067,3274,15568,30562,15437,10556
1614211200,F,525,1644,8419,17569,8039,6994
1614211200,M,541,1629,7144,12984,7394,3559
1614297600,A,1084,3306,15666,30734,15544,10596
1614297600,F,534,1658,8475,17667,8089,7020
1614297600,M,549,1647,7186,13058,7451,3573
1614384000,A,1093,3335,15722,30856,15607,10621
1614384000,F,539,1669,8504,17725,8119,7035
1614384000,M,553,1665,7213,13122,7484,3583
1614470400,A,1109,3368,15784,30958,15645,10640
1614470400,F,546,1687,8535,17784,8136,7045
1614470400,M,562,1680,7244,13165,7505,3592
1614556800,A,1128,3394,15902,31141,15741,10677
1614556800,F,558,1698,8597,17894,8191,7067
1614556800,M,569,1695,7300,13238,7546,3607
1614643200,A,1147,3440,15991,31303,15815,10711
1614643200,F,566,1720,8648,17984,8228,7096
1614643200,M,579,1719,7338,13310,7583,3612
1614729600,A,1169,3511,16081,31470,15899,10748
1614729600,F,578,1749,8699,18076,8270,7121
1614729600,M,589,1761,7377,13384,7625,3624
1614816000,A,1199,3544,16151,31649,15963,10773
1614816000,F,595,1761,8738,18174,8301,7138
1614816000,M,602,1782,7408,13464,7658,3632
1614902400,A,1225,3577,16223,31791,16042,10812
1614902400,F,603,1779,8771,18242,8344,7161
1614902400,M,620,1797,7447,13538,7694,3648
1614988800,A,1252,3623,16311,31961,16114,10836
1614988800,F,620,1805,8811,18326,8392,7178
1614988800,M,630,1817,7495,13624,7718,3655
1615075200,A,1267,3649,16388,32099,16160,10860
1615075200,F,627,1817,8857,18408,8418,7195
1615075200,M,638,1831,7525,13680,7738,3661
1615161600,A,1279,3686,16499,32280,16237,10899
1615161600,F,634,1833,8918,18499,8455,7217
1615161600,M,643,1852,7574,13769,7778,3678
1615248000,A,1299,3733,16577,32456,16308,10945
1615248000,F,645,1854,8956,18591,8496,7250
1615248000,M,652,1878,7614,13851,7808,3691
1615334400,A,1329,3791,16694,32682,16429,10995
1615334400,F,659,1887,9019,18717,8559,7286
1615334400,M,668,1903,7668,13949,7866,3705
1615420800,A,1364,3844,16792,32892,16516,11042
1615420800,F,678,1911,9074,18835,8600,7318
1615420800,M,682,1929,7709,14041,7912,3720
1615507200,A,1377,3879,16866,33037,16585,11066
1615507200,F,685,1922,9117,18909,8634,7332
1615507200,M,688,1953,7740,14110,7947,3730
1615593600,A,1395,3916,16952,33177,16660,11088
1615593600,F,694,1941,9164,18972,8670,7344
1615593600,M,694,1968,7778,14186,7985,3739
1615680000,A,1407,3937,17004,33253,16697,11106
1615680000,F,703,1950,9196,19015,8691,7354
1615680000,M,697,1980,7797,14219,8001,3745
1615766400,A,1415,3953,17030,33330,16731,11128
1615766400,F,706,1955,9210,19050,8708,7365
1615766400,M,702,1991,7808,14261,8016,3756
