Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1662508800,35151,33901,483,47,43,0
AP,1662508800,29624,29052,136,19,24,0
EA,1662508800,0,0,0,0,0,0
EF,1662508800,71212,69966,548,117,2,0
EIC,1662508800,42331,41657,358,27,28,0
G,1662508800,32400,31675,372,51,32,0
GRZ,1662508800,35956,35234,383,23,15,0
GTH,1662508800,47260,46606,351,32,22,0
HBN,1662508800,25597,24988,424,27,18,3
IK,1662508800,42646,41765,435,53,38,0
J,1662508800,41533,40361,159,71,39,0
KYF,1662508800,24415,23706,245,16,33,1
NDH,1662508800,26145,25596,105,23,19,0
SHK,1662508800,33271,32493,228,39,28,0
SHL,1662508800,11437,11156,187,4,11,0
SLF,1662508800,38173,37317,559,49,22,2
SM,1662508800,49461,48303,693,50,27,0
SOK,1662508800,31676,31118,339,23,11,0
SOM,1662508800,24939,24581,248,5,10,0
SON,1662508800,22069,21329,290,35,15,0
UH,1662508800,39198,38288,419,137,28,2
WAK,1662508800,57086,56066,453,78,39,0
WE,1662508800,24629,24219,168,18,16,0
TH,1662508800,786209,769377,7583,944,520,8
