Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1680134400,40579,39892,539,5,4,1
AP,1680134400,32707,32455,153,2,2,0
EA,1680134400,0,0,0,0,0,0
EF,1680134400,81195,80223,628,9,0,0
EIC,1680134400,47399,46905,387,6,12,0
G,1680134400,36929,36466,412,6,2,0
GRZ,1680134400,39576,39008,452,0,5,0
GTH,1680134400,53147,52686,383,0,4,0
HBN,1680134400,28357,27824,443,7,4,0
IK,1680134400,48722,48174,462,7,11,0
J,1680134400,47428,47029,188,16,0,0
KYF,1680134400,26971,26635,276,1,1,0
NDH,1680134400,29260,29062,113,7,3,0
SHK,1680134400,38034,37691,262,10,4,0
SHL,1680134400,12929,12690,213,3,2,0
SLF,1680134400,42208,41499,604,7,11,0
SM,1680134400,57177,56346,773,2,12,3
SOK,1680134400,34610,34151,356,1,5,0
SOM,1680134400,27791,27485,271,2,2,0
SON,1680134400,24757,24370,311,3,1,0
UH,1680134400,44008,43507,454,3,4,0
WAK,1680134400,65165,64366,471,7,16,0
WE,1680134400,27630,27370,201,2,12,0
TH,1680134400,886579,875834,8352,106,117,4
