Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1647043200,22596,15910,402,228,10,4
AP,1647043200,18748,14360,120,284,105,0
EA,1647043200,0,0,0,0,0,0
EF,1647043200,37199,35792,446,291,105,1
EIC,1647043200,23366,15378,306,287,90,0
G,1647043200,20717,16988,329,351,25,0
GRZ,1647043200,20977,17784,332,189,104,0
GTH,1647043200,30236,25820,316,307,67,0
HBN,1647043200,17999,14921,385,0,130,0
IK,1647043200,25056,22606,408,148,198,0
J,1647043200,21894,16098,131,497,75,0
KYF,1647043200,14744,12399,222,95,80,1
NDH,1647043200,15739,10512,97,219,36,0
SHK,1647043200,21638,14866,198,460,98,0
SHL,1647043200,7313,6459,168,0,9,0
SLF,1647043200,26304,20974,484,54,117,0
SM,1647043200,32497,27816,616,113,48,0
SOK,1647043200,21464,16757,298,194,82,0
SOM,1647043200,16192,13514,211,96,19,0
SON,1647043200,14067,11504,270,-1,54,0
UH,1647043200,22965,19003,389,233,120,2
WAK,1647043200,35201,28342,422,646,133,0
WE,1647043200,13321,9159,135,167,63,0
TH,1647043200,480233,386962,6685,4858,1768,8
