timestamp,checksum,kita_green,kita_yellow,kita_red,schools_green,schools_yellow,schools_red
1622739656,99f26ce683f80b0b51cfe8fdb539e298f959b59b,640,699,1,494,569,0
1622786463,7328af9a6b640bed869afcfd2fad6f7434de81ed,640,699,1,496,567,0
1622811659,b325cf7c09d3dd823787e5d3de82c2b20bc0824a,749,590,1,585,478,0
1622959254,793b538e36a50654594509e7089941291e439b2e,748,590,2,586,477,0
1623045660,52209c655e2717883d3b4d62f00f8757486c3256,748,590,2,587,476,0
1623078055,c844d72aba47ab6a8ab039a575520e378e0b21aa,821,517,2,638,425,0
1623132066,dd9a723b2b34d5e33e9f1e6f465f9d769b2b6132,821,517,2,638,425,0
1623146464,21a07b212e25e885f50e3f844e75407456b37222,821,517,2,636,427,0
1623153662,6a23b33872f733133e2fa2bde09b34aadde6e746,821,517,2,636,427,0
1623164458,230bfef0c063193093bbeacc56360b703b8ca697,821,517,2,634,429,0
1623168053,70e1b5d3c711c7ced7784b230a8fcfc38c009c03,821,517,2,634,429,0
1623218461,7c8bbd3fa06290dc510c633135e36b5b6ea2bdf8,821,518,1,635,428,0
1623254452,61bcd86b479cd4962e69c7a6cfe272f2c1a5c4f6,1023,316,1,789,274,0
1623304856,da3240e93f520b370806ab324303949fa77238a6,1023,316,1,789,274,0
1623337248,2e50268f73799003784146a897af2c158c195b0e,1023,316,1,789,274,0
1623344446,af99f01c12955d21d1536cf7d6f41a182a6ade36,1104,235,1,844,219,0
1623387673,66f5026f2fdc14a92ad25bd7c3482da922ae85a8,1104,235,1,846,217,0
1623412850,46abcd894a5361642e125ff02daec7a5ba4d5889,1104,235,1,845,218,0
1623427253,429a6419b27cfcecd5e9b3e4df35aa74742da5e9,1103,236,1,845,218,0
1623499256,ffca980cb82e06730ffecee70ce6abeb2118a0ef,1104,235,1,848,215,0
1623567723,2725a6fa5b831c419e977b0dd1a98e7fa9281afb,1105,234,1,848,215,0
1623661255,9cf037aa3b20d7bccff32c618cf86df064f1a8f3,1106,234,0,850,213,0
1623686449,1bdd103dd616e88160dc42adb9cbd5ac3a5f5bb0,1106,234,0,852,211,0
1623733321,2723a35cd158b853d59ceffe3f26939f69b256be,1108,232,0,852,209,0
1623747664,34a17f16595efca11f777974127bda0ccdf9a96f,1108,232,0,853,210,0
1623769270,068a82931300000877a49b586fd7b0757ce43037,1183,157,0,907,156,0
1623819679,842c49881cac2e6a2275b748ad8ce4bd51316b49,1182,157,1,909,154,0
1623848447,f71f3072000349f626da73ae19b2d28af7dbfd1d,1221,118,1,941,122,0
1623909654,21da8f5aee6202fb25e957b777235540fbf27158,1223,116,1,949,114,0
1623924054,ce4c8337a6a7605cac9709c1d12c04bb4e38dc01,1223,116,1,947,116,0
1623931260,5c82aad10e6cea37c54dea04a0f7de9b5e0b5a32,1223,116,1,945,118,0
1623949246,803c3494dc62a3b2d39fc2f4978c96dae0eb20c4,1257,82,1,973,90,0
1623996049,6f1c6991a7aec28e1f14ad75edab233705dca100,1257,82,1,973,87,0
1624017647,690f5c5b1ddc6461657c6cac8b4b841a43b904c2,1257,82,1,976,87,0
1624024845,319a89df2dd47c4f38cf5386dac3353c1ab2b7b5,1328,11,1,1039,24,0
1624078883,b578d5657cad81aa157435a88cf37d87b2ae4726,1331,8,1,1041,22,0
1624255268,6e71fc5b020cc90787115c42fb907a248d6b5af2,1332,7,1,1041,22,0
1624284049,66f014842386f33fa5ba637753a2cb11b31b885a,1331,8,1,1041,22,0
1624356047,2fd45cf35a48c3d83db5467ed7b89e97018b1cb5,1333,6,1,1047,16,0
1624377647,b4a5c001e5b866fa511bb1300f40bbfd5bf9e01a,1333,6,1,1046,17,0
1624428058,2950fee4d91b899fb12aded0d5fb961015f41a1d,1333,6,1,1048,15,0
1624460474,949ff969408251cd2bf184bee5870eb85f0d6cc5,1331,8,1,1048,15,0
1624514453,08156458d6a67044ad1149ed7bdbe41c9ca7f674,1332,7,1,1049,14,0
1624543253,c4ae816cbdef06afcaa9e81f3a3b545a88a2f619,1332,7,1,1048,15,0
1624546851,04a1ca0ccaec44a6f1a973c7abc97a9a16273c97,1332,7,1,1047,16,0
1624597314,7082d1b31c4f7dd7b7b6b22add2c12ecd5393e18,1334,7,0,1048,15,0
1624626050,db5d3a11b113b9f3a9b6640117ec63d307b0a3fb,1334,6,0,1048,15,0
1624690848,126200909265d41ccc083db99868aef2027f6472,1334,6,0,1049,14,0
1624777247,be026366028a831e4ad613e500de227c508f6f10,1334,6,0,1049,14,0
1624856449,fe2502b7daacb2f67ce990eccb2f626be4651536,1334,6,0,1050,13,0
1624870855,ce8a509dadec493c59dcb0cfe70f9191c524bfca,1335,5,0,1048,15,0
1624942876,ea0bc98bab71c228294d45799db45ea822e4cdd2,1336,4,0,1049,14,0
1624978852,d1a19a011ca6cb1d0300c6c8bbfd75c806d2e057,1336,4,0,1046,17,0
1625029280,786cde3a3856c5071be4c971272b8e3692844116,1337,3,0,1049,14,0
1625040050,a6488ba234249cdc58daec219aa1ca7f833404f7,1337,3,0,1050,13,0
1625076048,9ee7ec8c7f68a878cbac6709723c3e097208bdab,1337,3,0,1048,15,0
1625119262,4fee30a2263375a7dd610071845f2c82a1bca603,1338,2,0,1048,15,0
1625205653,6f3261b4c0ac9430771cf7a4f4064de11e5eb8b1,1338,2,0,1052,11,0
1625230848,f895e65f0451011b477c3e88c777248a407d1aa9,1338,2,0,1050,13,0
1625288452,8e29ba1ee8a6bcf009cdd0c43c8bcdf4fe9e84a5,1339,1,0,1050,13,0
1625464857,cd1927d7a1633e43edbe77c91f2b55acbba28819,1339,1,0,1053,10,0
1625482847,ddf8c4e1494d2fc4827eb91bc57df2feb4307186,1339,1,0,1053,10,0
1625497248,04390a761d05141ed0196920f47c9eeb6f43e48a,1339,1,0,1052,11,0
1625576454,2abbccdbf546941426886c8fe2f194e63d2b1cd6,1339,1,0,1050,13,0
1625637654,cc122d7cb3204893d8228736aa787873bfa153ec,1339,1,0,1052,11,0
1625659247,19d39b4413f2c8e91a17dec80e06a1b1f4131b78,1339,1,0,1052,11,0
1625738454,c559c24681e417c5ef8f70153d3034c51ed613dc,1339,1,0,1052,11,0
1625760061,15addfebbe8489860927e753a871418446810235,1339,1,0,1052,11,0
1625810453,98b7c62c156863a39d353954c86b426ab704ec7b,1339,1,0,1053,10,0
1625835645,446c69527a0ef459262895ee2fffc7b1bc3dfa39,1339,1,0,1051,12,0
1625907652,0505e3b1c26dd6c668ee827a0c5d5ae1d65a0e9d,1339,1,0,1054,9,0
1625936448,7de259d58c94a9dc6192aeefb5c0a9fcbaf4abe7,1339,1,0,1054,9,0
1626094848,6abf805564d8c430a1bd32c396fc3a0ee3067012,1339,1,0,1053,10,0
1626105654,d7caf310fa63dcc4a4aab0a819109aaac68fa5c9,1339,1,0,1051,12,0
1626156074,f79635c5e5225d638e4fb05bb874d801c15b0ce7,1339,1,0,1052,11,0
1626177647,3c3dee115c9ad4d82ae4014686627422e0dcd6dd,1339,1,0,1052,11,0
1626195649,0d3320778bd2ef3a29998c8d325b96620f849a02,1339,1,0,1051,12,0
1626256847,7194aedd03d79c8ab00af98dbfabca104fb42f81,1339,1,0,1050,13,0
1626282046,b50a57ff78b83cb87a9de87cf84b61c185a038e0,1339,1,0,1050,13,0
1626328858,393b6bcf88fd339562f657c1cbf7efad2852bbac,1340,0,0,1051,12,0
1626346848,e9b7b91fcce4df166f10202d1a430131fd6b3070,1340,0,0,1050,13,0
1626364847,4b590448ad60acbc7635d415ffe652d5fe88f408,1340,0,0,1049,14,0
1626415253,424d4f815158f38d94ce32af053dd087e330cf5c,1340,0,0,1050,13,0
1626447650,cd08b44ae64dbf62da8fc94c17ae1ee38952678e,1340,0,0,1050,13,0
1626544848,00ef3b5d8cdaab2fe380e7a0fa61d6e4c95e7474,1340,0,0,1050,13,0
1626674452,bf0ef0e68f458e0e7ca1df27c7f54a75bc7f92f8,1340,0,0,1051,12,0
1626699648,c466276cea14a59a17b78c7d292a0a2823faabd0,1340,0,0,1052,11,0
1626760857,119825df1a0bdcb1fb1600de2e8abaff056f8aa4,1340,0,0,1054,9,0
1626850849,298d25299f225bdcdf8d167acbfcd6dd7a769d8e,1340,0,0,1057,6,0
1626951650,e607e011dcb8b787efa9aa6bfb3479847353e30c,1338,2,0,1056,7,0
1627023651,4d8b35b1409085b5457ad4b911711bb728d0a8fe,1338,2,0,1057,6,0
1627038050,673f7ab26b6037b6b28fd9560bd5cf2e6f11c8bd,1337,3,0,1057,6,0
1627056056,0c3d57e137e65588944d4b846e3ce4c9e9cfb0aa,1336,4,0,1057,6,0
1627110056,d1ce2d36f978ce020e9bd7e6a798a0b90cdb4327,1336,4,0,1060,3,0
1627297249,86bd2f544a1ac22d83272aa85474a30ecb9de472,1337,3,0,1059,4,0
1627315254,0604b2078f2583331e88a1d65034c26cba666013,1337,3,0,1058,5,0
1627372847,9d0216fee21f99cee951cb882c7345f603af0e97,1338,2,0,1058,5,0
1627401647,c28d5f2244e3df5c6613c13da78883b847eb2d55,1337,3,0,1058,5,0
1627448474,43d0098d671a9b57d76270c60ccf2ae728064ed1,1337,3,0,1059,4,0
1627477247,812e191293d72905b5a64d97ad116abd90dc26da,1337,3,0,1058,5,0
1627563649,67662abef19e3528792cb3583e2b1f4bac3924d9,1337,3,0,1058,5,0
1627711259,b8ae5ae4f83364605e9da55c5f2f24be86fa0243,1337,3,0,1060,3,0
1627801248,de8ce9e540abd67334f676a6f55127090b9ef0a8,1337,3,0,1059,4,0
