Datum,TH,ABG,EIC,EA,EF,G,GTH,GRZ,HBN,IK,J,KYF,NDH,SHK,SOK,SLF,SM,SOM,SON,SHL,UH,WAK,WE,AP
1619481600,234.09,280.78,153.99,177.51,163.57,263.09,309.84,286.45,232.61,294.59,155.38,179.22,148.65,238.70,285.14,311.05,227.35,319.76,330.93,301.72,127.16,300.07,180.90,208.14
1619568000,225.04,252.82,151.99,160.95,166.37,226.58,269.81,257.71,256.34,320.00,169.75,167.09,164.24,253.16,275.18,269.38,224.15,293.83,277.21,326.18,121.29,295.02,168.64,198.40
1619654400,223.17,220.38,148.99,172.78,149.55,224.43,282.41,293.64,283.24,301.18,193.10,160.35,143.86,237.49,258.99,293.61,205.74,270.79,304.94,304.44,124.23,294.18,160.97,206.92
1619740800,236.06,209.19,155.99,194.08,156.09,302.82,292.79,226.90,289.57,296.47,232.61,161.70,177.42,241.11,420.86,303.30,229.75,244.86,308.40,307.16,131.07,293.34,142.58,217.88
1619827200,231.51,204.71,145.99,170.41,162.63,299.60,266.11,236.14,261.09,281.41,266.74,163.05,175.03,233.88,496.81,286.82,220.95,208.85,258.16,282.69,133.03,255.52,128.78,251.96
1619913600,232.64,204.71,140.99,194.08,162.63,298.52,272.04,237.17,261.09,258.83,260.46,167.09,177.42,241.11,571.52,281.98,217.75,198.77,275.48,282.69,133.03,279.05,118.05,198.40
1620000000,227.48,183.46,138.99,220.12,169.64,263.09,275.00,241.28,314.89,261.65,167.05,164.39,202.60,221.82,552.84,277.13,200.94,208.85,291.08,203.87,142.81,290.82,127.25,195.97
1620086400,218.57,204.71,145.99,239.05,164.50,266.31,258.69,210.48,300.65,249.41,156.27,192.69,171.43,221.82,520.47,259.69,201.74,214.61,289.34,176.68,135.97,240.39,116.51,194.75
1620172800,213.98,230.44,140.99,243.79,155.62,258.79,260.18,214.58,314.89,219.30,160.76,169.78,171.43,221.82,500.55,250.00,191.33,229.02,278.95,163.09,144.77,216.85,116.51,189.88
1620259200,209.20,281.90,139.99,239.05,150.48,250.20,230.53,207.40,291.15,188.24,155.38,184.61,199.00,208.56,501.79,215.12,215.34,211.73,221.77,141.35,150.64,228.62,107.32,185.01
1620345600,188.67,223.73,141.99,208.28,142.54,183.62,240.90,212.53,305.39,198.59,145.50,181.91,169.03,201.33,312.53,196.71,176.12,205.97,209.64,114.16,143.79,208.45,101.18,166.76
1620432000,183.42,242.75,138.99,227.22,122.44,169.66,228.30,195.08,335.46,203.30,132.02,175.17,166.63,196.50,258.99,200.58,179.32,218.93,200.98,89.70,145.75,230.30,98.12,132.67
1620518400,177.98,237.16,140.99,196.45,122.44,170.74,220.89,182.76,335.46,215.53,118.55,179.22,159.44,200.12,164.36,201.55,175.32,233.34,171.53,100.57,146.73,196.68,110.38,177.71
1620604800,178.87,239.39,153.99,182.25,117.30,178.26,232.75,178.65,275.33,201.41,112.27,176.52,183.42,201.33,159.38,190.89,186.53,234.78,202.71,100.57,170.20,203.41,101.18,176.49
1620691200,174.47,213.66,130.99,175.15,110.76,171.81,246.83,179.68,251.59,205.18,118.55,157.66,194.21,212.18,154.40,195.74,187.33,214.61,180.19,108.73,159.44,206.77,96.58,160.67
1620777600,168.04,184.58,122.99,172.78,107.49,157.85,252.02,168.38,229.44,177.88,97.00,176.52,165.44,195.30,165.60,180.23,172.12,218.93,209.64,92.42,174.11,213.49,96.58,163.10
1620864000,154.97,106.27,120.99,149.11,92.06,139.60,277.23,154.01,193.05,203.30,91.61,157.66,152.25,196.50,149.42,148.26,148.10,197.33,252.96,100.57,157.48,173.15,99.65,144.85
1620950400,141.00,133.12,100.99,156.21,81.32,113.83,209.77,134.50,143.99,164.71,84.42,137.44,166.63,177.22,159.38,139.54,129.69,184.37,244.30,89.70,152.59,173.15,91.99,148.50
1621036800,135.51,88.37,93.99,144.38,73.84,104.16,224.60,136.55,202.54,149.65,70.95,133.40,145.06,159.13,141.95,120.16,136.89,167.08,242.56,103.29,151.62,168.94,85.85,161.89
1621123200,129.98,81.66,98.99,146.75,73.84,104.16,217.19,123.21,202.54,136.47,70.05,122.62,142.66,139.84,138.21,115.31,136.89,175.72,228.70,89.70,150.64,179.03,72.05,111.98
1621209600,124.64,81.66,81.00,137.28,66.36,86.98,194.95,123.21,200.96,143.06,76.34,125.32,115.09,138.64,139.46,119.19,148.10,159.88,213.11,116.88,123.25,169.78,88.92,109.55
1621296000,118.83,63.76,90.99,99.41,67.30,70.87,181.61,116.02,207.29,123.30,62.87,102.41,140.26,122.97,120.78,109.50,134.49,174.28,247.76,103.29,135.97,146.25,91.99,118.07
1621382400,110.67,42.51,94.99,75.74,56.08,54.77,183.83,106.78,218.36,134.59,53.89,86.24,166.63,104.88,115.80,110.47,132.89,158.44,221.77,103.29,122.27,119.35,81.25,88.86
1621468800,107.62,31.32,84.99,73.37,66.36,49.40,143.06,120.13,246.85,123.30,58.38,82.20,169.03,79.57,87.16,122.09,130.49,165.64,204.45,114.16,126.18,118.51,81.25,93.72
1621555200,106.36,21.25,92.99,78.11,60.29,35.44,185.31,121.15,273.75,123.30,52.99,66.03,222.98,77.15,-46.07,120.16,130.49,152.68,247.76,106.01,118.36,124.40,76.65,91.29
1621641600,100.17,40.27,92.99,71.01,57.95,36.51,180.86,106.78,191.46,128.00,53.89,67.37,212.19,74.74,-44.83,117.25,101.67,151.24,228.70,106.01,118.36,115.15,81.25,81.55
1621728000,96.56,40.27,85.99,68.64,57.95,36.51,159.37,110.89,191.46,110.12,52.09,68.72,220.58,69.92,-53.54,121.13,101.67,128.19,242.56,97.86,119.34,105.06,81.25,79.12
1621814400,88.45,36.92,85.99,59.17,50.94,34.36,160.11,110.89,170.89,100.71,47.60,66.03,200.20,66.31,-57.28,99.81,82.46,125.31,225.24,67.96,110.53,94.98,70.52,79.12
1621900800,70.64,12.31,76.00,49.70,45.80,26.85,146.77,81.11,143.99,101.65,26.94,61.98,169.03,44.61,-78.44,88.18,63.24,100.83,161.13,54.36,89.01,67.24,65.92,51.12
1621987200,59.90,36.92,67.00,42.60,35.05,22.55,103.77,73.92,123.42,85.65,28.74,43.12,141.46,22.91,-77.20,72.68,60.04,79.22,143.81,57.08,68.47,74.81,56.72,47.47
1622073600,56.20,38.03,65.00,30.77,33.65,25.77,115.63,58.52,112.35,80.94,21.56,37.73,116.28,6.03,-38.60,62.99,69.65,60.50,157.67,40.77,52.82,70.60,50.59,32.86
1622160000,53.62,58.17,59.00,33.14,33.65,22.55,78.57,54.42,102.85,69.65,30.54,49.86,55.15,0.00,83.42,54.26,74.45,63.38,110.89,43.49,51.84,57.16,42.93,26.78
1622246400,49.59,44.75,49.00,37.87,28.97,20.40,66.71,45.18,128.17,63.06,22.45,40.42,55.15,-7.23,72.22,55.23,81.65,56.17,117.82,32.62,46.95,52.11,38.33,29.21
1622332800,48.14,44.75,47.00,37.87,28.97,20.40,66.71,42.10,128.17,64.00,25.15,37.73,47.95,-4.82,63.50,52.33,81.65,43.21,105.69,43.49,45.97,52.11,38.33,28.00
1622419200,49.55,44.75,48.00,35.50,31.78,25.77,69.68,40.04,150.32,61.18,24.25,39.08,50.35,-4.82,67.24,44.57,83.26,44.65,112.62,40.77,54.78,52.95,33.73,23.13
1622505600,49.03,50.34,34.00,37.87,27.57,27.92,74.87,44.15,145.58,56.47,31.43,40.42,31.17,-1.21,72.22,36.82,79.25,48.97,121.28,43.49,55.76,54.63,26.06,31.65
1622592000,40.97,30.20,26.00,28.40,27.57,26.85,78.57,36.96,123.42,48.94,-5.39,30.99,22.78,22.91,53.54,30.04,66.44,34.57,121.28,24.46,55.76,34.46,24.53,29.21
1622678400,34.73,25.73,21.00,26.04,21.03,24.70,57.08,26.69,115.51,43.29,-5.39,29.64,21.58,39.78,32.37,25.19,44.03,43.21,107.42,19.03,57.71,26.90,19.93,23.13
1622764800,31.64,21.25,19.00,9.47,20.10,26.85,60.78,18.48,110.76,36.71,-14.37,22.91,10.79,37.37,24.90,25.19,38.43,38.89,100.49,24.46,59.67,29.42,19.93,21.91
1622851200,30.00,23.49,14.00,4.73,20.56,30.07,60.04,16.43,83.86,36.71,-8.98,21.56,10.79,36.17,23.66,27.13,31.22,36.01,91.83,24.46,65.54,28.58,15.33,15.82
1622937600,29.67,23.49,13.00,7.10,20.56,30.07,60.04,13.35,83.86,35.77,-12.57,21.56,11.99,33.76,23.66,29.07,31.22,36.01,88.36,19.03,65.54,29.42,15.33,19.48
1623024000,27.52,22.37,12.00,14.20,19.16,25.77,53.37,12.32,66.46,29.18,-13.47,22.91,9.59,28.93,24.90,32.95,29.62,38.89,72.77,21.75,66.52,26.06,13.80,20.69
1623110400,23.81,26.85,9.00,9.47,21.50,17.18,50.40,6.16,53.80,24.47,-20.66,30.99,7.19,26.52,19.92,27.13,24.02,24.49,65.84,13.59,64.56,23.53,10.73,14.61
1623196800,23.53,24.61,8.00,16.57,21.50,18.26,40.03,5.13,47.47,19.76,10.78,33.69,8.39,6.03,33.62,22.29,20.81,25.93,60.64,10.87,62.60,18.49,13.80,18.26
1623283200,21.75,23.49,9.00,9.47,20.10,15.03,36.32,3.08,47.47,19.76,8.08,37.73,5.99,0.00,27.39,17.44,20.01,15.84,53.71,8.15,60.65,24.38,12.26,23.13
1623369600,18.94,19.02,4.00,21.30,15.89,11.81,30.39,4.11,39.56,19.76,12.57,32.34,8.39,2.41,26.15,11.63,17.61,14.40,46.78,5.44,51.84,17.65,10.73,19.48
1623456000,16.73,16.78,4.00,33.14,14.49,7.52,25.94,4.11,34.81,14.12,7.19,32.34,7.19,0.00,23.66,11.63,11.21,15.84,48.51,2.72,45.97,15.97,7.67,19.48
1623542400,16.59,20.14,4.00,35.50,14.49,7.52,25.94,4.11,34.81,10.35,7.19,37.73,4.80,0.00,23.66,8.72,11.21,15.84,50.25,8.15,45.97,15.13,7.67,14.61
1623628800,14.77,20.14,5.00,28.40,14.95,9.66,25.20,2.05,30.06,10.35,6.29,35.03,4.80,6.03,17.43,6.78,11.21,5.76,45.05,5.44,37.17,9.25,6.13,13.39
1623715200,13.27,14.54,5.00,30.77,10.75,11.81,22.24,1.03,28.48,9.41,6.29,24.25,3.60,4.82,14.94,11.63,8.01,4.32,41.58,8.15,35.21,9.25,7.67,13.39
1623801600,11.44,16.78,3.00,26.04,6.08,9.66,19.27,3.08,23.74,9.41,2.69,22.91,3.60,4.82,2.49,11.63,7.20,5.76,32.92,13.59,40.10,10.93,3.07,6.09
1623888000,9.84,16.78,2.00,33.14,5.14,9.66,17.79,3.08,14.24,5.65,2.69,14.82,3.60,6.03,3.74,10.66,6.40,7.20,20.79,10.87,36.19,10.09,3.07,1.22
1623974400,8.77,10.07,2.00,21.30,5.14,9.66,15.57,3.08,12.66,4.71,-1.80,20.21,2.40,3.62,4.98,10.66,2.40,4.32,27.72,8.15,35.21,11.77,1.53,1.22
1624060800,7.69,14.54,2.00,9.47,4.21,8.59,8.89,1.03,12.66,3.76,-1.80,20.21,2.40,4.82,4.98,7.75,1.60,2.88,22.52,8.15,35.21,11.77,1.53,1.22
1624147200,7.41,12.31,2.00,4.73,4.21,8.59,9.64,1.03,12.66,3.76,-0.90,16.17,2.40,4.82,4.98,7.75,1.60,2.88,22.52,2.72,35.21,12.61,1.53,1.22
1624233600,7.87,12.31,1.00,4.73,2.34,6.44,10.38,3.08,22.15,3.76,-0.90,16.17,1.20,9.64,8.72,7.75,1.60,2.88,20.79,2.72,34.24,15.97,1.53,1.22
1624320000,6.84,11.19,0.00,2.37,1.40,6.44,10.38,2.05,15.82,2.82,-1.80,13.47,1.20,10.85,11.21,3.88,2.40,4.32,17.33,2.72,28.37,16.81,0.00,0.00
1624406400,6.14,16.78,0.00,4.73,1.40,7.52,11.12,0.00,17.41,1.88,0.90,9.43,1.20,13.26,11.21,0.00,2.40,1.44,12.13,0.00,16.63,14.29,1.53,1.22
1624492800,6.09,14.54,0.00,11.83,1.40,5.37,9.64,0.00,17.41,1.88,0.90,9.43,1.20,14.47,13.70,0.97,1.60,1.44,10.40,2.72,16.63,13.45,1.53,1.22
1624579200,5.30,13.42,0.00,11.83,0.47,5.37,8.15,0.00,14.24,1.88,-0.90,5.39,1.20,19.29,16.19,0.97,1.60,1.44,3.47,0.00,12.72,11.77,1.53,1.22
1624665600,4.59,10.07,0.00,11.83,0.47,5.37,8.15,0.00,14.24,0.94,-0.90,2.69,1.20,18.08,16.19,0.97,1.60,1.44,3.47,0.00,4.89,11.77,1.53,1.22
1624752000,4.45,8.95,0.00,11.83,0.47,5.37,7.41,0.00,14.24,0.94,-1.80,1.35,1.20,18.08,16.19,0.97,1.60,1.44,6.93,0.00,4.89,10.93,1.53,1.22
1624838400,3.70,10.07,3.00,11.83,0.47,6.44,5.93,0.00,7.91,0.94,0.00,1.35,1.20,10.85,13.70,0.97,0.80,1.44,12.13,0.00,4.89,8.41,1.53,-8.52
1624924800,3.33,10.07,10.00,9.47,0.47,5.37,4.45,3.08,6.33,0.94,-2.69,1.35,1.20,10.85,17.43,0.97,-0.80,0.00,10.40,0.00,4.89,7.56,3.07,-19.48
1625011200,3.09,3.36,17.00,7.10,0.47,4.30,3.71,2.05,4.75,-0.94,-2.69,1.35,1.20,8.44,16.19,0.97,-0.80,1.44,13.86,0.00,5.87,8.41,3.07,-20.69
1625097600,2.53,0.00,20.00,4.73,1.40,4.30,4.45,2.05,6.33,-0.94,-2.69,2.69,1.20,4.82,13.70,0.00,-0.80,1.44,5.20,0.00,5.87,4.20,3.07,-20.69
1625184000,2.77,0.00,25.00,4.73,1.40,4.30,3.71,2.05,12.66,-0.94,-0.90,1.35,0.00,1.21,11.21,0.00,0.00,1.44,5.20,0.00,4.89,5.88,3.07,-20.69
1625270400,2.95,0.00,29.00,4.73,1.40,4.30,3.71,2.05,12.66,-0.94,-0.90,1.35,0.00,1.21,11.21,0.00,0.00,1.44,5.20,0.00,3.91,5.04,3.07,-18.26
1625356800,2.91,0.00,29.00,4.73,1.40,4.30,3.71,2.05,12.66,-0.94,0.00,1.35,0.00,1.21,11.21,0.00,0.00,1.44,1.73,0.00,3.91,5.04,3.07,-18.26
1625443200,2.86,0.00,28.00,4.73,1.40,2.15,3.71,2.05,9.49,-0.94,-1.80,1.35,0.00,1.21,11.21,0.00,0.80,1.44,-1.73,0.00,1.96,5.04,4.60,-8.52
1625529600,2.58,-1.12,23.00,9.47,1.40,1.07,5.93,-1.03,15.82,-0.94,1.80,1.35,0.00,0.00,2.49,0.00,1.60,1.44,-13.86,0.00,0.98,2.52,6.13,1.22
1625616000,2.39,3.36,17.00,9.47,1.40,1.07,5.19,0.00,14.24,0.94,1.80,1.35,0.00,0.00,2.49,0.00,1.60,0.00,-13.86,0.00,0.98,1.68,4.60,1.22
1625702400,2.67,7.83,14.00,4.73,0.47,0.00,5.19,1.03,12.66,4.71,5.39,0.00,0.00,0.00,1.25,0.00,2.40,0.00,-8.66,0.00,0.00,2.52,4.60,1.22
1625788800,1.97,7.83,8.00,4.73,1.40,-1.07,5.93,1.03,7.91,4.71,5.39,0.00,0.00,0.00,0.00,0.00,1.60,0.00,-17.33,0.00,0.00,1.68,4.60,1.22
1625875200,2.25,14.54,4.00,4.73,1.40,-1.07,7.41,2.05,7.91,4.71,6.29,0.00,0.00,0.00,0.00,0.00,1.60,0.00,-17.33,0.00,0.00,3.36,4.60,-1.22
1625961600,2.39,14.54,4.00,4.73,1.40,-1.07,8.15,5.13,7.91,4.71,5.39,0.00,0.00,0.00,0.00,0.00,1.60,0.00,-17.33,0.00,0.00,3.36,4.60,-1.22
1626048000,2.53,14.54,0.00,4.73,1.40,0.00,8.15,5.13,15.82,4.71,5.39,0.00,1.20,0.00,1.25,0.00,1.60,0.00,-15.59,0.00,-0.98,3.36,3.07,-1.22
1626134400,3.23,16.78,-2.00,0.00,1.87,0.00,5.19,14.37,20.57,4.71,4.49,0.00,2.40,0.00,1.25,0.00,0.80,0.00,-1.73,0.00,0.00,4.20,0.00,0.00
1626220800,3.42,15.66,-3.00,0.00,1.87,1.07,6.67,16.43,20.57,3.76,5.39,1.35,2.40,0.00,1.25,0.00,3.20,0.00,-6.93,0.00,0.00,4.20,0.00,0.00
1626307200,4.03,16.78,-3.00,0.00,2.34,2.15,7.41,16.43,23.74,0.00,1.80,1.35,3.60,2.41,1.25,0.00,4.00,0.00,-6.93,0.00,0.00,4.20,0.00,13.39
1626393600,4.92,16.78,0.00,0.00,1.87,2.15,7.41,17.45,28.48,0.00,1.80,1.35,3.60,3.62,1.25,0.97,5.60,0.00,1.73,2.72,0.00,3.36,0.00,18.26
1626480000,4.36,8.95,0.00,0.00,1.87,2.15,5.93,17.45,28.48,0.00,0.90,1.35,3.60,3.62,1.25,0.97,5.60,0.00,1.73,2.72,0.00,1.68,0.00,18.26
1626566400,4.45,11.19,0.00,0.00,1.87,2.15,5.19,18.48,28.48,0.00,0.90,1.35,3.60,3.62,1.25,0.97,5.60,0.00,1.73,2.72,0.00,1.68,0.00,18.26
1626652800,4.83,12.31,2.00,0.00,2.80,3.22,8.15,19.51,31.65,0.00,0.90,1.35,3.60,3.62,1.25,1.94,7.20,0.00,5.20,2.72,0.98,0.00,0.00,7.30
1626739200,5.16,7.83,3.00,0.00,3.74,3.22,11.12,11.29,22.15,0.94,0.90,1.35,4.80,4.82,1.25,1.94,17.61,1.44,5.20,8.15,0.00,0.00,0.00,7.30
1626825600,5.16,4.47,2.00,0.00,3.74,6.44,10.38,10.27,23.74,0.94,0.00,0.00,4.80,6.03,1.25,1.94,15.21,1.44,10.40,16.31,0.00,0.00,0.00,7.30
1626912000,4.69,3.36,2.00,0.00,3.74,9.66,10.38,9.24,22.15,0.94,0.00,0.00,3.60,6.03,1.25,1.94,16.01,1.44,10.40,16.31,0.00,0.00,1.53,-6.09
1626998400,6.09,6.71,1.00,0.00,4.67,11.81,12.60,10.27,18.99,2.82,2.69,0.00,3.60,10.85,18.68,1.94,17.61,1.44,12.13,13.59,0.98,0.00,1.53,-10.95
1627084800,6.42,7.83,2.00,0.00,4.67,11.81,14.08,9.24,18.99,2.82,4.49,0.00,3.60,13.26,18.68,1.94,17.61,1.44,12.13,13.59,0.98,0.00,1.53,-10.95
1627171200,6.28,5.59,2.00,0.00,4.67,11.81,14.82,5.13,18.99,2.82,4.49,0.00,3.60,13.26,18.68,1.94,17.61,1.44,13.86,13.59,0.98,0.00,1.53,-9.74
1627257600,7.64,3.36,2.00,0.00,6.08,11.81,11.86,7.19,9.49,4.71,4.49,0.00,2.40,15.67,39.84,0.97,21.61,1.44,6.93,13.59,0.98,5.04,3.07,1.22
1627344000,7.59,4.47,1.00,0.00,5.14,15.03,8.89,8.21,9.49,3.76,4.49,0.00,1.20,20.49,52.30,0.97,12.01,0.00,10.40,8.15,0.98,5.04,4.60,2.43
1627430400,7.87,6.71,3.00,0.00,6.54,11.81,7.41,8.21,7.91,3.76,4.49,0.00,1.20,22.91,52.30,1.94,15.21,0.00,8.66,0.00,1.96,5.04,6.13,2.43
1627516800,8.30,13.42,3.00,0.00,6.08,10.74,5.93,10.27,7.91,3.76,4.49,1.35,1.20,22.91,52.30,2.91,15.21,2.88,8.66,2.72,1.96,5.04,6.13,2.43
1627603200,6.33,10.07,2.00,0.00,5.14,8.59,2.96,10.27,4.75,2.82,1.80,1.35,1.20,18.08,34.86,1.94,12.01,4.32,6.93,2.72,0.98,5.04,6.13,2.43
1627689600,7.03,12.31,13.00,0.00,5.14,9.66,2.22,11.29,4.75,3.76,0.00,1.35,1.20,15.67,34.86,1.94,13.61,4.32,6.93,5.44,1.96,5.04,6.13,2.43
1627776000,7.17,16.78,13.00,0.00,5.14,9.66,1.48,11.29,4.75,3.76,0.00,1.35,1.20,16.88,34.86,2.91,13.61,4.32,5.20,5.44,1.96,5.04,6.13,1.22
1627862400,6.23,16.78,13.00,0.00,5.61,9.66,1.48,8.21,6.33,4.71,0.00,1.35,1.20,14.47,13.70,2.91,13.61,4.32,6.93,5.44,1.96,4.20,4.60,1.22
1627948800,5.95,16.78,20.00,0.00,7.48,6.44,1.48,6.16,7.91,4.71,1.80,1.35,0.00,9.64,4.98,2.91,12.81,5.76,3.47,5.44,1.96,3.36,4.60,1.22
1628035200,7.03,26.85,21.00,2.37,7.01,10.74,2.22,5.13,7.91,6.59,2.69,4.04,0.00,7.23,4.98,3.88,13.61,5.76,6.93,5.44,0.98,6.72,3.07,1.22
1628121600,6.52,22.37,21.00,4.73,7.94,10.74,1.48,4.11,6.33,6.59,3.59,2.69,0.00,4.82,4.98,2.91,12.81,4.32,6.93,2.72,0.98,5.88,1.53,2.43
1628208000,7.55,22.37,21.00,11.83,8.41,12.89,2.22,2.05,14.24,6.59,9.88,2.69,0.00,3.62,7.47,4.85,14.41,2.88,8.66,2.72,0.98,5.88,1.53,2.43
1628294400,6.89,23.49,9.00,11.83,8.41,11.81,1.48,3.08,14.24,7.53,9.88,2.69,0.00,3.62,7.47,4.85,12.81,2.88,8.66,0.00,0.00,5.88,3.07,2.43
1628380800,6.94,21.25,9.00,11.83,8.41,11.81,2.22,5.13,14.24,7.53,9.88,2.69,0.00,3.62,7.47,3.88,12.81,2.88,8.66,0.00,0.98,5.88,3.07,2.43
1628467200,6.80,22.37,11.00,11.83,8.88,11.81,3.71,5.13,14.24,4.71,9.88,2.69,1.20,3.62,9.96,3.88,7.20,4.32,6.93,0.00,0.98,3.36,7.67,0.00
1628553600,7.41,27.97,4.00,16.57,7.94,13.96,3.71,5.13,14.24,11.29,9.88,5.39,1.20,6.03,6.23,3.88,9.61,2.88,8.66,0.00,2.93,4.20,7.67,-1.22
1628640000,6.80,19.02,2.00,18.93,8.41,11.81,4.45,6.16,15.82,9.41,12.57,2.69,4.80,4.82,7.47,2.91,8.01,2.88,5.20,0.00,3.91,0.84,7.67,-1.22
1628726400,7.83,17.90,2.00,16.57,10.75,12.89,8.89,7.19,17.41,15.06,13.47,2.69,5.99,4.82,8.72,2.91,6.40,5.76,5.20,0.00,4.89,1.68,7.67,-2.43
1628812800,8.02,20.14,3.00,11.83,12.15,18.26,9.64,8.21,9.49,14.12,8.98,2.69,5.99,3.62,7.47,1.94,8.01,7.20,3.47,2.72,4.89,5.04,7.67,-2.43
1628899200,8.30,19.02,6.00,11.83,12.15,18.26,9.64,6.16,9.49,15.06,10.78,2.69,7.19,6.03,7.47,2.91,8.01,7.20,3.47,2.72,4.89,5.04,6.13,-2.43
1628985600,8.16,16.78,6.00,14.20,12.15,18.26,8.89,4.11,9.49,15.06,10.78,2.69,7.19,4.82,7.47,2.91,8.01,7.20,3.47,2.72,3.91,7.56,6.13,-2.43
1629072000,8.86,17.90,4.00,16.57,14.95,25.77,8.89,5.13,6.33,15.06,11.68,2.69,7.19,4.82,3.74,3.88,9.61,10.08,3.47,2.72,3.91,8.41,1.53,0.00
1629158400,11.34,21.25,5.00,23.67,14.49,26.85,14.82,7.19,6.33,14.12,11.68,1.35,20.38,1.21,7.47,6.78,17.61,10.08,8.66,2.72,2.93,17.65,0.00,2.43
1629244800,11.48,17.90,6.00,18.93,13.09,31.14,15.57,8.21,4.75,16.94,8.08,1.35,16.78,1.21,8.72,5.81,20.01,10.08,12.13,5.44,1.96,17.65,4.60,3.65
1629331200,12.37,17.90,6.00,33.14,16.36,34.36,12.60,6.16,3.16,14.12,9.88,1.35,15.58,3.62,-1.25,7.75,20.81,5.76,13.86,19.03,1.96,25.22,6.13,6.09
1629417600,13.03,23.49,3.00,40.24,14.95,30.07,13.34,5.13,3.16,18.82,8.98,1.35,16.78,4.82,0.00,6.78,19.21,14.40,15.59,16.31,1.96,28.58,9.20,6.09
1629504000,13.45,20.14,0.00,40.24,14.95,30.07,17.79,7.19,3.16,17.88,7.19,2.69,15.58,4.82,0.00,5.81,21.61,14.40,15.59,19.03,2.93,31.10,13.80,6.09
1629590400,13.55,20.14,0.00,37.87,14.95,30.07,18.53,8.21,3.16,17.88,8.08,2.69,15.58,7.23,0.00,6.78,21.61,14.40,15.59,19.03,2.93,28.58,13.80,6.09
1629676800,14.11,19.02,2.00,35.50,12.15,25.77,18.53,13.35,3.16,17.88,9.88,4.04,17.98,7.23,0.00,6.78,22.42,17.28,24.26,19.03,2.93,27.74,16.86,9.74
1629763200,14.72,17.90,2.00,33.14,18.69,27.92,12.60,13.35,6.33,15.06,12.57,12.13,5.99,8.44,6.23,4.85,16.01,23.05,27.72,19.03,1.96,26.06,19.93,19.48
1629849600,17.81,24.61,2.00,30.77,25.70,25.77,17.05,11.29,11.08,16.00,20.66,12.13,11.99,10.85,4.98,11.63,13.61,23.05,32.92,24.46,1.96,37.82,21.46,20.69
1629936000,19.69,30.20,4.00,14.20,28.04,19.33,18.53,13.35,18.99,16.94,18.86,13.47,19.18,13.26,23.66,10.66,16.81,28.81,34.65,10.87,0.98,40.34,19.93,26.78
1630022400,21.14,26.85,9.00,2.37,32.71,21.48,19.27,13.35,18.99,13.18,17.96,14.82,25.18,15.67,22.41,13.57,20.01,21.61,38.12,16.31,1.96,47.07,21.46,30.43
1630108800,23.16,38.03,13.00,2.37,32.71,21.48,14.82,13.35,36.39,16.00,22.45,13.47,26.37,18.08,22.41,14.54,17.61,21.61,38.12,13.59,0.98,52.11,24.53,42.60
1630195200,23.11,38.03,13.00,0.00,32.71,21.48,14.08,12.32,36.39,16.94,21.56,14.82,26.37,15.67,22.41,13.57,17.61,21.61,38.12,13.59,1.96,54.63,24.53,42.60
1630281600,25.69,72.71,14.00,-7.10,39.72,25.77,14.82,5.13,45.89,18.82,23.35,13.47,23.98,15.67,23.66,15.50,16.01,15.84,55.44,16.31,1.96,57.16,23.00,37.73
1630368000,27.61,72.71,28.00,-23.67,41.13,25.77,17.79,7.19,53.80,18.82,22.45,14.82,22.78,18.08,21.17,20.35,24.82,12.96,51.98,38.05,5.87,58.00,27.60,29.21
1630454400,29.53,77.19,33.00,-21.30,45.80,24.70,16.31,11.29,58.55,21.65,22.45,16.17,17.98,20.49,24.90,21.32,30.42,12.96,46.78,43.49,6.85,57.16,24.53,37.73
1630540800,29.91,82.78,44.00,-18.93,42.99,30.07,18.53,11.29,56.96,20.71,25.15,16.17,11.99,16.88,18.68,23.26,32.02,14.40,48.51,43.49,9.78,53.79,24.53,32.86
1630627200,32.62,82.78,46.00,-16.57,42.99,28.99,30.39,12.32,72.79,27.29,37.72,17.52,9.59,16.88,18.68,28.10,28.02,11.52,58.91,65.24,11.74,47.91,27.60,32.86
1630713600,33.23,73.83,43.00,-16.57,45.33,28.99,38.54,12.32,55.38,34.82,38.62,18.86,8.39,21.70,18.68,31.98,28.02,11.52,67.57,70.67,11.74,50.43,19.93,29.21
1630800000,34.08,73.83,44.00,-14.20,45.33,28.99,41.51,13.35,55.38,34.82,40.42,17.52,8.39,21.70,18.68,32.95,28.02,11.52,77.97,70.67,11.74,50.43,19.93,32.86
1630886400,34.50,40.27,41.00,-7.10,48.14,33.29,39.29,17.45,55.38,44.24,40.42,20.21,9.59,21.70,18.68,31.98,31.22,23.05,60.64,67.96,18.59,52.95,26.06,34.08
1630972800,39.28,52.58,35.00,-4.73,54.21,37.58,37.80,22.59,71.21,47.06,55.68,16.17,26.37,26.52,17.43,33.92,31.22,30.25,69.30,51.65,25.43,58.00,29.13,47.47
1631059200,41.53,48.10,36.00,-4.73,55.61,52.62,32.61,18.48,82.28,56.47,59.28,20.21,31.17,25.32,16.19,35.85,28.02,43.21,90.09,48.93,29.35,54.63,32.19,46.25
1631145600,44.91,38.03,29.00,-7.10,62.16,54.77,45.96,29.77,80.70,57.41,61.97,24.25,34.77,37.37,13.70,37.79,28.82,47.53,103.96,54.36,35.21,56.31,38.33,45.04
