Datum,TH,ABG,EIC,EA,EF,G,GTH,GRZ,HBN,IK,J,KYF,NDH,SHK,SOK,SLF,SM,SOM,SON,SHL,UH,WAK,WE,AP
1607644800,220.12,410.55,154.99,92.31,158.89,245.91,118.60,313.15,468.38,188.24,171.54,210.21,70.73,173.60,384.75,303.30,205.74,162.76,379.44,318.03,325.73,206.77,99.65,101.03
1607731200,242.95,515.70,209.99,108.88,164.03,309.26,135.65,287.48,424.07,229.65,257.76,210.21,76.72,195.30,381.01,295.55,213.74,144.04,405.43,347.93,325.73,262.24,168.64,107.11
1607817600,242.81,444.11,194.99,108.88,167.30,309.26,137.87,322.39,424.07,224.94,244.29,231.77,79.12,203.74,373.54,312.02,212.14,175.72,427.95,380.55,319.86,246.27,165.57,104.68
1607904000,257.71,436.28,225.99,132.54,171.04,336.11,140.84,272.08,452.55,263.53,238.90,235.81,77.92,210.97,413.39,346.90,288.19,152.68,427.95,424.04,307.14,301.75,168.64,125.37
1607990400,267.79,465.36,257.98,168.05,164.97,350.07,153.44,264.89,438.31,282.36,255.07,237.16,64.74,208.56,392.22,266.48,310.61,158.44,471.26,421.32,375.62,376.55,176.30,119.29
1608076800,288.46,535.84,281.98,168.05,145.34,397.32,183.09,279.27,454.14,298.36,260.46,238.51,94.71,220.61,424.59,379.85,319.41,168.52,478.20,383.27,444.09,389.16,165.57,119.29
1608163200,302.76,570.51,326.98,224.85,147.21,430.60,185.31,265.92,411.41,299.30,241.60,215.60,115.09,270.04,418.37,399.23,342.63,193.01,563.09,410.45,460.72,410.17,196.23,124.15
1608249600,306.18,611.90,410.98,248.52,134.59,464.97,182.35,261.81,365.52,294.59,269.44,235.81,119.88,249.55,364.83,435.08,332.22,193.01,450.47,375.11,446.04,458.92,182.44,135.11
1608336000,305.06,549.26,343.98,231.95,128.98,433.83,191.98,315.20,382.93,289.89,218.24,256.02,134.27,260.40,394.71,454.46,305.00,231.90,455.67,432.19,527.23,416.06,162.51,155.80
1608422400,309.04,525.77,408.98,231.95,128.52,433.83,230.53,297.75,382.93,319.06,189.50,243.90,133.07,280.89,346.15,443.80,373.85,211.73,403.69,383.27,513.54,416.06,226.90,154.58
1608508800,313.26,552.62,380.98,265.09,128.05,405.91,239.42,282.35,401.92,295.53,205.67,239.85,146.25,301.39,384.75,432.17,385.06,224.70,410.62,394.14,554.62,407.65,234.56,146.06
1608595200,336.79,586.18,390.98,265.09,157.02,417.72,262.40,319.31,417.74,298.36,234.41,245.24,163.04,329.11,484.36,561.05,409.88,241.98,426.22,443.07,486.15,387.48,245.29,194.75
1608681600,340.16,474.31,475.97,269.82,189.27,418.79,290.57,325.47,424.07,317.18,271.23,242.55,163.04,359.25,506.77,489.35,386.66,254.94,438.35,402.29,436.26,373.19,272.89,215.44
1608768000,330.32,568.28,512.97,331.36,187.87,415.57,276.48,325.47,428.82,313.41,292.79,233.12,153.45,372.51,429.57,388.57,297.00,252.06,353.45,464.81,408.87,379.07,237.63,214.23
1608854400,318.65,644.35,451.97,331.36,200.02,362.95,273.52,316.23,363.94,318.12,273.93,184.61,140.26,379.75,466.93,350.78,319.41,216.05,315.33,434.91,348.23,322.76,321.95,203.27
1608940800,307.49,538.07,459.97,373.96,184.60,318.93,257.21,271.05,300.65,306.83,262.25,142.83,123.48,331.53,458.21,347.87,331.42,188.69,459.14,347.93,433.33,339.57,302.02,191.10
1609027200,297.74,557.09,361.98,409.47,194.88,318.93,214.96,252.57,300.65,255.06,256.86,129.36,128.27,290.54,491.83,342.06,336.23,184.37,481.66,350.65,431.37,357.22,242.23,183.80
1609113600,282.56,507.87,352.98,366.86,198.15,279.19,206.07,240.25,367.11,254.12,233.51,122.62,134.27,274.86,423.35,305.24,302.60,188.69,452.21,326.18,443.11,300.91,262.16,182.58
1609200000,269.01,419.50,400.98,390.53,180.86,260.94,184.57,213.56,348.12,243.77,225.43,117.23,140.26,268.84,347.40,269.38,310.61,205.97,415.82,326.18,451.91,295.02,248.36,159.45
1609286400,270.28,512.34,346.98,428.40,165.90,246.98,159.37,208.42,378.18,252.24,164.36,118.58,107.89,320.68,334.94,279.07,332.22,254.94,431.42,328.90,442.13,306.79,246.83,177.71
1609372800,279.09,454.17,278.98,347.93,182.26,202.95,163.82,190.97,403.50,280.47,179.63,141.49,165.44,326.70,414.63,300.39,412.28,265.03,495.52,293.57,408.87,331.16,254.49,188.67
1609459200,268.78,343.43,262.98,362.13,155.62,173.96,177.90,176.60,403.50,290.83,169.75,137.44,167.83,326.70,359.85,266.48,412.28,290.95,462.60,282.69,481.26,347.98,214.63,170.41
1609545600,263.71,413.90,276.98,347.93,151.42,190.07,191.98,175.57,403.50,306.83,176.03,130.71,171.43,338.76,347.40,273.26,435.49,293.83,294.54,266.38,322.80,342.09,185.50,204.49
1609632000,262.12,465.36,274.98,314.79,151.88,201.88,185.31,213.56,403.50,306.83,180.52,134.75,165.44,353.22,342.41,273.26,405.87,288.07,272.02,255.51,290.52,337.05,168.64,195.97
1609718400,256.17,479.90,277.98,293.49,145.81,180.40,194.95,219.72,321.22,294.59,193.10,153.61,170.23,341.17,333.70,306.20,361.04,275.11,289.34,263.67,272.91,316.04,128.78,216.66
1609804800,263.76,507.87,261.98,257.99,156.09,192.21,212.00,213.56,394.01,302.12,171.54,167.09,179.82,350.81,316.27,335.27,356.24,259.27,289.34,271.82,293.45,325.28,162.51,223.96
1609891200,259.78,470.95,301.98,198.82,143.00,177.18,213.48,233.06,341.79,288.94,220.94,206.17,170.23,311.03,305.06,325.58,361.04,231.90,351.72,304.44,273.89,270.65,202.37,225.18
1609977600,270.32,363.56,347.98,248.52,161.23,165.37,289.83,247.44,354.45,284.24,188.61,204.82,167.83,306.21,321.25,475.78,312.21,246.30,318.80,326.18,321.82,282.41,179.37,219.10
1610064000,301.26,421.73,374.98,262.72,182.73,242.68,310.58,292.61,424.07,272.00,182.32,233.12,193.01,294.15,352.38,556.21,361.84,272.23,362.11,405.01,329.64,321.92,185.50,253.18
1610150400,323.71,400.48,395.98,248.52,206.56,246.98,289.83,317.25,493.69,274.83,209.26,249.29,255.35,315.85,430.82,544.58,479.52,277.99,355.18,459.38,391.27,327.80,223.83,204.49
1610236800,323.90,384.82,424.97,288.76,200.02,235.17,319.48,292.61,493.69,273.88,206.57,260.07,252.95,298.98,414.63,549.42,453.91,276.55,355.18,467.53,411.81,336.21,223.83,204.49
1610323200,337.63,458.65,420.97,288.76,199.08,249.13,326.15,303.91,526.92,274.83,196.69,246.59,224.18,337.55,407.16,614.35,489.13,285.19,348.25,440.35,397.14,336.21,288.22,286.04
1610409600,339.70,469.84,394.98,310.06,181.79,246.98,382.48,317.25,455.72,264.47,185.91,237.16,263.74,325.50,454.48,604.66,481.12,302.48,337.86,377.83,418.66,335.37,279.02,331.08
1610496000,330.93,469.84,342.98,302.96,188.80,239.46,404.72,311.09,488.95,250.36,195.79,269.50,262.54,290.54,427.08,614.35,487.53,295.27,244.30,299.00,403.00,325.28,194.70,331.08
1610582400,309.18,514.58,306.98,234.32,148.61,225.50,358.76,302.88,444.64,239.06,198.49,269.50,227.77,305.00,329.96,533.92,510.74,259.27,256.42,279.97,387.35,260.56,251.43,327.43
1610668800,292.35,457.53,295.98,158.58,152.35,172.89,340.23,251.55,439.89,232.47,239.80,247.94,231.37,324.29,352.38,511.63,451.50,221.82,230.43,282.69,393.22,176.51,246.83,361.51
1610755200,280.49,483.26,298.98,168.05,167.77,161.07,380.26,244.36,422.49,226.83,204.77,242.55,187.01,321.88,266.46,509.69,350.64,240.54,178.46,241.92,363.88,179.87,208.50,394.37
1610841600,280.68,463.12,275.98,125.44,169.64,161.07,372.11,245.38,422.49,231.53,206.57,241.20,196.60,336.35,292.61,504.85,334.62,256.38,178.46,233.77,368.77,158.86,291.29,400.46
1610928000,267.70,431.80,276.98,132.54,167.77,152.48,351.35,234.09,416.16,227.77,203.87,237.16,196.60,290.54,277.67,445.74,306.61,247.74,233.90,236.48,378.55,189.12,249.89,293.34
1611014400,247.54,431.80,215.99,120.71,161.70,139.60,288.34,218.69,425.65,207.06,204.77,261.41,124.68,297.77,240.31,408.92,315.41,221.82,261.62,214.74,328.66,168.10,210.03,270.22
1611100800,239.43,423.97,161.99,144.38,164.50,140.67,268.33,188.92,387.68,190.12,196.69,195.39,146.25,285.71,272.69,377.91,313.81,187.25,252.96,239.20,323.77,195.00,245.29,266.57
1611187200,233.25,393.77,256.98,137.28,166.84,133.15,227.56,192.00,376.60,166.59,171.54,218.29,142.66,251.96,327.47,350.78,288.19,168.52,225.24,195.71,347.25,181.55,216.16,270.22
1611273600,222.70,369.16,248.99,149.11,157.96,136.38,230.53,196.10,333.88,159.06,152.68,215.60,135.47,230.26,244.05,351.75,295.40,187.25,254.69,135.91,287.58,202.57,214.63,241.00
1611360000,217.59,333.36,229.99,156.21,149.08,123.49,206.81,195.08,344.95,140.24,131.13,225.03,136.66,219.41,262.73,351.75,295.40,164.20,278.95,133.19,279.76,189.96,295.89,239.79
1611446400,211.31,310.99,225.99,156.21,147.21,123.49,221.63,185.84,344.95,139.30,120.35,222.34,127.07,217.00,224.13,351.75,296.20,158.44,284.15,138.63,241.61,203.41,219.23,251.96
1611532800,203.71,261.77,225.99,151.48,147.21,121.34,229.04,170.43,280.08,143.06,149.99,220.99,133.07,214.59,261.48,319.77,314.61,152.68,206.18,133.19,211.28,177.35,197.77,251.96
1611619200,198.28,223.73,282.98,130.18,145.81,120.27,211.26,170.43,248.43,143.06,148.19,187.30,119.88,186.86,232.84,290.70,349.84,171.40,162.86,152.22,216.17,178.19,206.97,228.83
1611705600,184.26,194.65,331.98,106.51,137.86,94.50,206.81,148.87,199.38,146.82,104.18,164.39,135.47,183.24,138.21,257.75,358.64,146.92,143.81,149.50,210.31,179.87,188.57,208.14
1611792000,176.95,175.63,243.99,92.31,139.73,106.31,257.95,127.31,231.02,150.59,120.35,142.83,94.71,165.16,89.65,223.84,361.84,191.57,145.54,165.81,179.98,184.07,160.97,197.19
1611878400,171.14,152.14,231.99,87.57,134.12,99.87,243.13,122.18,291.15,140.24,105.98,140.14,91.11,145.87,117.04,181.20,377.05,167.08,119.55,190.27,183.90,195.84,145.64,175.28
1611964800,165.51,151.02,251.98,71.01,121.51,97.72,243.87,114.99,261.09,144.94,114.96,133.40,74.33,139.84,134.48,171.51,357.04,167.08,114.35,195.71,181.94,195.00,96.58,160.67
1612051200,163.59,186.82,247.99,71.01,117.30,97.72,214.96,109.86,261.09,130.82,130.23,128.01,74.33,138.64,150.66,171.51,343.43,167.08,109.15,190.27,185.85,181.55,96.58,170.41
1612137600,161.67,205.83,247.99,71.01,117.30,86.98,232.75,104.72,278.49,141.18,101.49,125.32,68.33,136.23,115.80,149.23,326.62,180.05,103.96,184.84,188.79,196.68,102.72,164.32
1612224000,155.29,232.68,188.99,59.17,123.84,79.46,240.16,102.67,257.92,151.53,108.67,113.19,81.52,139.84,133.23,134.69,280.19,145.48,128.21,203.87,185.85,159.70,91.99,157.02
1612310400,161.25,240.51,261.98,75.74,114.50,88.05,231.27,102.67,300.65,144.94,93.41,115.88,76.72,114.53,199.22,123.06,276.99,172.84,145.54,209.30,197.59,164.74,95.05,152.15
1612396800,157.07,220.38,255.98,56.80,116.37,83.76,206.81,95.48,267.42,145.88,115.86,102.41,92.31,108.50,207.94,115.31,283.39,146.92,147.27,214.74,206.39,127.76,136.44,147.28
1612483200,154.03,220.38,255.98,52.07,121.04,78.39,227.56,92.40,223.11,146.82,118.55,97.02,105.50,108.50,210.43,108.53,276.99,145.48,159.40,187.56,192.70,109.27,107.32,142.41
1612569600,142.17,190.17,231.99,37.87,117.77,82.68,206.81,89.32,219.95,134.59,112.27,88.93,95.90,94.03,166.85,108.53,277.79,152.68,154.20,184.84,162.38,89.94,75.12,135.11
1612656000,142.83,167.80,231.99,37.87,121.51,82.68,196.43,91.38,219.95,144.00,108.67,91.63,95.90,90.42,159.38,108.53,288.19,145.48,154.20,187.56,195.63,89.94,104.25,107.11
1612742400,142.22,144.31,254.98,35.50,121.51,77.32,217.93,89.32,232.61,125.18,108.67,88.93,109.09,88.00,160.62,108.53,284.19,132.51,154.20,182.12,203.46,70.60,101.18,108.33
1612828800,132.09,125.29,255.98,73.37,104.21,77.32,205.33,69.82,202.54,105.41,86.22,76.81,95.90,72.33,166.85,101.75,277.79,115.23,114.35,141.35,169.22,123.56,101.18,92.51
1612915200,111.65,93.97,139.99,52.07,88.79,69.80,184.57,63.66,183.55,89.41,93.41,53.90,74.33,62.69,169.34,93.02,264.18,100.83,77.97,138.63,134.01,82.37,96.58,91.29
1613001600,108.33,99.56,156.99,71.01,78.51,81.61,167.52,71.87,169.31,76.24,57.48,37.73,69.53,78.36,185.53,93.99,261.78,83.54,74.50,100.57,113.47,118.51,55.19,107.11
1613088000,105.23,101.80,144.99,75.74,70.57,77.32,132.68,67.76,148.74,68.71,53.89,39.08,43.16,84.39,189.26,95.93,255.37,84.98,41.58,95.14,134.01,133.64,99.65,119.29
1613174400,107.48,115.22,138.99,87.57,64.02,79.46,166.04,62.63,134.50,56.47,57.48,66.03,43.16,95.24,171.83,95.93,223.35,80.66,36.38,103.29,161.40,150.45,114.98,115.63
1613260800,108.33,101.80,143.99,89.94,63.56,79.46,186.79,57.50,134.50,47.06,50.30,70.07,43.16,102.47,175.57,95.93,250.57,77.78,36.38,97.86,130.10,158.02,82.79,142.41
1613347200,108.94,105.15,118.99,97.04,64.96,82.68,138.61,57.50,134.50,86.59,45.80,71.42,35.96,108.50,174.32,105.62,262.58,80.66,39.85,106.01,152.59,163.06,78.19,138.76
1613433600,116.53,114.10,159.99,73.37,69.17,93.42,140.10,58.52,156.65,93.18,64.67,99.71,35.96,144.67,180.55,97.87,242.56,92.18,55.44,127.76,176.07,136.16,88.92,153.37
1613520000,125.29,120.81,179.99,71.01,91.60,96.64,146.77,63.66,164.56,82.82,62.87,156.31,35.96,162.75,159.38,101.75,252.97,87.86,60.64,122.32,206.39,145.41,84.32,166.76
1613606400,121.59,125.29,115.99,59.17,93.93,83.76,137.87,60.58,158.24,71.53,65.56,192.69,37.16,165.16,153.15,96.90,251.37,105.15,64.11,135.91,208.35,126.92,95.05,163.10
1613692800,125.48,119.70,134.99,73.37,97.67,102.01,142.32,67.76,158.24,109.18,58.38,190.00,47.95,163.95,164.36,96.90,256.97,115.23,69.30,125.04,191.72,121.03,68.99,170.41
1613779200,128.34,111.87,152.99,68.64,111.22,97.72,123.79,59.55,169.31,121.41,70.95,165.74,53.95,176.01,173.08,96.90,294.60,115.23,60.64,122.32,164.33,126.92,53.66,185.01
1613865600,129.04,104.03,150.99,73.37,103.28,97.72,127.49,91.38,169.31,132.71,71.85,168.44,53.95,161.54,164.36,96.90,259.37,118.11,71.04,130.47,208.35,126.08,64.39,171.62
1613952000,124.12,97.32,150.99,73.37,101.88,100.94,126.01,92.40,142.41,95.06,76.34,172.48,47.95,160.34,179.30,81.40,240.16,128.19,72.77,127.76,184.87,126.08,64.39,174.06
1614038400,123.93,101.80,139.99,73.37,111.22,98.79,124.53,106.78,175.64,96.00,62.87,188.65,52.75,141.05,156.89,82.37,248.17,125.31,79.70,108.73,173.14,123.56,61.32,167.97
1614124800,127.31,106.27,167.99,63.91,102.35,104.16,129.72,114.99,191.46,117.65,57.48,176.52,57.54,130.20,166.85,88.18,249.77,198.77,83.16,114.16,165.31,100.02,68.99,155.80
1614211200,130.40,85.02,184.99,99.41,97.67,99.87,128.24,125.26,193.05,124.24,73.65,160.35,57.54,120.55,195.49,106.59,242.56,184.37,74.50,103.29,163.35,136.16,76.65,147.28
1614297600,131.15,96.20,169.99,85.21,93.00,92.35,127.49,142.71,224.69,89.41,70.95,212.90,65.93,121.76,199.22,106.59,244.96,169.96,69.30,125.04,176.07,142.89,64.39,131.46
1614384000,131.15,97.32,165.99,99.41,78.51,94.50,137.87,172.49,218.36,77.18,54.79,210.21,59.94,113.32,205.45,110.47,247.37,172.84,79.70,122.32,187.81,145.41,68.99,125.37
1614470400,128.76,96.20,163.99,97.04,78.51,99.87,124.53,157.09,218.36,84.71,50.30,202.12,70.73,121.76,230.35,110.47,260.98,180.05,69.30,119.60,141.83,145.41,55.19,111.98
1614556800,131.67,100.68,167.99,97.04,87.86,90.20,124.53,160.17,251.59,80.94,46.70,200.78,70.73,119.35,226.62,112.40,267.38,169.96,77.97,111.45,147.70,149.61,68.99,121.72
1614643200,131.53,105.15,157.99,97.04,74.31,92.35,120.82,173.51,227.86,80.94,39.52,179.22,69.53,124.17,215.41,140.51,260.17,184.37,64.11,135.91,171.18,164.74,61.32,120.50
1614729600,136.59,117.46,137.99,123.08,75.24,97.72,108.22,206.37,243.68,97.88,69.16,180.56,63.54,132.61,232.84,145.35,242.56,122.43,81.43,141.35,165.31,210.13,61.32,127.81
1614816000,135.70,123.05,161.99,97.04,80.38,104.16,108.96,232.04,250.01,108.24,41.31,176.52,80.32,127.79,212.92,133.72,225.75,116.67,95.29,144.06,163.35,204.25,47.53,116.85
1614902400,133.22,123.05,169.99,99.41,80.85,92.35,120.08,221.77,213.62,124.24,46.70,140.14,51.55,116.94,210.43,134.69,205.74,128.19,95.29,144.06,155.53,223.58,47.53,124.15
1614988800,137.11,108.51,157.99,85.21,85.99,95.57,111.93,264.89,231.02,138.35,55.68,141.49,51.55,116.94,212.92,135.66,207.34,105.15,103.96,149.50,146.73,246.27,67.46,130.24
1615075200,138.84,124.17,161.99,82.84,85.99,90.20,115.63,262.84,231.02,145.88,54.79,136.10,56.34,112.12,204.20,135.66,189.73,138.27,103.96,203.87,148.68,247.95,67.46,131.46
1615161600,140.20,120.81,161.99,87.57,88.79,110.60,121.56,267.97,202.54,148.71,63.77,133.40,64.74,114.53,217.90,142.44,186.53,136.83,88.36,206.58,149.66,244.59,65.92,118.07
1615248000,140.67,109.63,160.99,80.47,80.85,109.53,124.53,295.69,199.38,149.65,84.42,137.44,79.12,112.12,237.82,112.40,196.93,112.35,88.36,179.40,134.01,266.44,68.99,109.55
1615334400,144.47,128.65,161.99,63.91,94.40,108.46,148.99,340.87,169.31,149.65,61.97,133.40,80.32,119.35,239.07,103.68,218.55,131.07,60.64,195.71,139.88,255.52,64.39,101.03
1615420800,151.03,158.85,145.99,92.31,93.00,110.60,157.89,386.04,153.49,156.24,66.46,137.44,75.53,115.73,205.45,104.65,269.78,151.24,69.30,198.43,136.94,266.44,59.79,99.81
1615507200,156.84,152.14,116.99,89.94,97.20,140.67,157.89,426.09,164.56,168.47,62.87,157.66,91.11,119.35,234.09,103.68,306.61,149.80,71.04,217.46,136.94,242.07,67.46,82.77
1615593600,166.45,182.34,130.99,97.04,99.07,162.15,171.97,470.24,137.66,178.83,68.26,176.52,91.11,124.17,268.95,98.84,304.20,200.21,69.30,258.23,157.48,236.19,53.66,62.08
1615680000,171.32,171.15,128.99,149.11,99.07,162.15,190.50,502.06,137.66,184.47,68.26,179.22,75.53,130.20,249.03,98.84,317.81,164.20,74.50,220.17,159.44,278.21,61.32,81.55
1615766400,171.04,170.04,133.99,144.38,98.61,143.89,196.43,510.28,126.59,194.83,61.07,183.26,67.13,127.79,237.82,103.68,317.81,162.76,79.70,222.89,152.59,284.94,50.59,94.94
1615852800,180.14,190.17,113.99,175.15,114.03,187.92,189.76,544.16,118.68,211.77,44.91,168.44,49.15,142.25,263.97,118.22,343.43,198.77,74.50,263.67,148.68,278.21,59.79,101.03
1615939200,186.98,192.41,149.99,253.25,109.36,197.58,163.07,555.45,110.76,205.18,53.89,161.70,87.51,142.25,280.16,125.97,342.63,193.01,98.76,255.51,129.12,332.01,58.26,108.33
1616025600,195.65,198.00,155.99,241.42,120.57,229.80,214.96,555.45,112.35,205.18,67.36,163.05,69.53,155.52,348.64,130.82,323.42,197.33,72.77,269.10,126.18,354.70,58.26,94.94
1616112000,208.73,208.07,209.99,279.29,114.50,295.30,258.69,600.63,113.93,197.65,77.24,138.79,56.34,161.54,329.96,138.57,327.42,230.46,109.15,258.23,130.10,371.51,55.19,105.90
1616198400,211.82,195.76,209.99,286.39,120.57,310.34,275.00,574.96,136.08,188.24,70.95,118.58,79.12,161.54,398.45,153.10,333.82,203.09,112.62,228.33,121.29,367.31,58.26,119.29
1616284800,212.39,214.78,213.99,265.09,120.57,310.34,272.04,578.04,136.08,176.94,70.95,123.97,82.72,160.34,453.23,153.10,318.61,211.73,107.42,212.02,112.49,370.67,50.59,113.20
1616371200,212.48,215.90,209.99,262.72,118.23,351.14,256.47,566.75,136.08,184.47,74.54,118.58,82.72,160.34,439.54,123.06,329.02,253.50,105.69,206.58,109.55,378.23,56.72,101.03
1616457600,223.59,228.21,237.99,276.92,120.57,320.00,275.00,554.43,148.74,209.88,76.34,141.49,107.89,144.67,435.80,177.33,329.02,244.86,126.48,203.87,108.58,412.70,68.99,143.63
1616544000,228.89,213.66,209.99,281.66,130.39,368.32,312.06,520.54,137.66,225.88,85.32,146.88,74.33,162.75,471.91,189.92,350.64,254.94,116.08,212.02,101.73,406.81,68.99,142.41
1616630400,230.20,205.83,215.99,276.92,126.18,366.17,279.45,552.37,134.50,254.12,68.26,141.49,75.53,160.34,439.54,188.96,349.84,266.47,140.34,231.05,111.51,409.33,85.85,174.06
1616716800,225.23,222.61,190.99,279.29,112.16,343.62,263.88,445.59,109.18,263.53,52.99,145.53,83.92,177.22,520.47,189.92,337.83,267.91,121.28,220.17,98.79,450.52,95.05,172.84
1616803200,236.76,255.05,189.99,295.86,145.81,338.26,266.11,539.03,139.25,248.47,102.39,173.83,81.52,194.09,390.98,187.02,353.04,244.86,135.14,187.56,95.86,484.98,93.52,209.36
1616889600,239.20,238.27,191.99,269.82,145.81,339.33,243.13,588.31,139.25,264.47,102.39,179.22,77.92,192.89,413.39,187.02,365.05,302.48,136.87,214.74,96.84,439.59,105.78,211.79
1616976000,249.98,247.22,195.99,284.02,156.09,361.88,294.27,620.14,143.99,240.94,102.39,185.95,89.91,201.33,417.12,232.56,370.65,288.07,140.34,217.46,103.69,442.95,98.12,227.62
1617062400,251.90,250.58,216.99,281.66,154.69,373.69,314.29,610.90,148.74,275.77,128.43,175.17,81.52,203.74,404.67,191.86,402.67,296.71,145.54,203.87,105.64,419.42,85.85,200.84
1617148800,264.37,286.38,238.99,250.89,165.44,389.80,310.58,646.83,167.73,303.06,136.52,191.34,86.31,210.97,403.43,202.52,386.66,286.63,180.19,209.30,116.40,453.04,101.18,223.96
1617235200,263.90,283.02,233.99,257.99,157.49,375.84,336.53,593.44,185.14,324.71,134.72,216.95,91.11,251.96,404.67,222.87,385.86,280.87,169.79,168.53,108.58,427.82,111.92,209.36
1617321600,263.29,259.53,227.99,234.32,157.96,354.36,341.71,663.26,185.14,333.18,181.42,204.82,83.92,272.45,313.78,218.99,378.65,267.91,155.93,176.68,111.51,400.09,127.25,239.79
1617408000,240.74,237.16,212.99,201.18,140.67,345.77,331.34,515.41,153.49,366.12,128.43,176.52,63.54,266.43,281.40,225.78,348.23,289.51,154.20,179.40,105.64,342.09,127.25,209.36
1617494400,233.25,229.32,205.99,198.82,140.67,344.70,348.39,459.97,153.49,350.12,136.52,172.48,74.33,266.43,232.84,243.22,333.82,227.58,164.60,157.66,104.66,338.73,114.98,192.32
1617580800,227.25,239.39,210.99,184.62,140.20,302.82,306.13,446.62,142.41,371.77,130.23,165.74,64.74,268.84,271.44,204.46,325.82,227.58,176.72,163.09,99.77,324.44,127.25,192.32
1617667200,196.73,178.98,178.99,156.21,130.39,284.56,272.78,403.50,118.68,309.65,116.76,142.83,50.35,257.99,251.52,170.54,227.35,194.45,174.99,149.50,90.97,284.10,114.98,160.67
1617753600,185.43,202.48,163.99,142.01,113.09,240.54,269.07,343.95,120.26,286.12,132.92,121.27,64.74,260.40,181.79,141.47,223.35,187.25,174.99,152.22,98.79,298.38,104.25,142.41
1617840000,194.81,191.29,178.99,163.31,142.54,265.23,283.16,377.83,117.09,212.71,167.05,126.66,52.75,254.37,159.38,161.82,262.58,195.89,190.59,190.27,124.23,304.27,105.78,125.37
1617926400,211.21,240.51,174.99,151.48,178.05,295.30,306.13,383.99,143.99,273.88,151.78,156.31,82.72,241.11,139.46,182.17,288.19,205.97,202.71,173.97,128.14,294.18,113.45,163.10
1618012800,224.34,234.92,199.99,172.78,165.90,313.56,289.83,510.28,123.42,300.24,144.60,175.17,85.12,239.90,201.71,182.17,311.41,221.82,169.79,206.58,134.01,354.70,101.18,143.63
1618099200,235.59,253.93,205.99,172.78,165.90,313.56,297.24,503.09,123.42,319.06,158.07,167.09,76.72,259.19,231.60,164.73,316.21,233.34,287.61,212.02,134.01,364.79,136.44,205.71
1618185600,239.29,258.41,203.99,170.41,159.83,317.85,322.44,494.88,134.50,327.53,166.15,173.83,99.50,248.34,194.24,207.37,309.81,247.74,273.75,225.61,139.88,377.39,124.18,199.62
1618272000,266.06,255.05,232.99,186.98,186.00,328.59,345.42,525.68,161.40,349.18,167.95,196.73,136.66,264.01,221.64,227.72,385.06,286.63,292.81,271.82,150.64,439.59,128.78,233.70
1618358400,272.38,239.39,244.99,196.45,197.21,355.44,343.94,583.17,150.32,346.36,136.52,216.95,109.09,248.34,263.97,259.69,388.26,306.80,315.33,263.67,150.64,398.41,144.11,282.39
1618444800,271.03,262.88,233.99,163.31,179.46,355.44,340.97,521.57,131.34,409.42,105.08,207.51,153.45,224.23,358.60,241.28,324.22,342.81,341.32,279.97,136.94,396.73,141.04,333.51
1618531200,259.73,242.75,237.99,165.68,179.46,312.48,301.69,496.93,137.66,348.24,105.98,200.78,149.85,198.92,453.23,224.81,287.39,331.28,353.45,328.90,125.21,404.29,118.05,292.13
1618617600,254.15,242.75,225.99,144.38,174.31,291.01,315.03,408.63,147.16,345.42,105.98,207.51,149.85,202.53,447.01,213.18,272.98,306.80,405.43,296.28,137.92,371.51,142.58,333.51
1618704000,246.18,224.85,226.99,146.75,174.31,291.01,318.74,409.66,147.16,332.24,114.06,212.90,158.24,191.68,388.48,222.87,276.99,314.00,275.48,282.69,137.92,374.03,125.71,279.96
1618790400,249.32,201.36,224.99,186.98,170.11,307.11,303.91,399.39,147.16,328.47,122.15,211.56,161.84,192.89,510.51,217.06,278.59,303.92,270.28,250.07,138.90,374.03,157.91,273.87
1618876800,249.23,221.49,203.99,213.02,185.06,314.63,303.17,406.58,132.92,304.94,132.02,216.95,149.85,189.27,509.26,186.05,261.78,305.36,272.02,212.02,132.05,380.76,176.30,310.39
1618963200,244.12,190.17,172.99,208.28,176.65,307.11,348.39,351.14,137.66,306.83,130.23,220.99,164.24,183.24,473.15,229.65,247.37,318.32,298.01,187.56,127.16,358.90,179.37,277.52
1619049600,232.40,215.90,159.99,217.75,186.47,288.86,305.39,300.83,158.24,293.65,116.76,202.12,152.25,201.33,412.14,228.68,248.17,303.92,263.35,171.25,118.36,337.89,179.37,256.83
1619136000,225.89,221.49,143.99,215.38,175.25,272.75,306.88,340.87,153.49,293.65,67.36,203.47,123.48,214.59,328.72,242.25,252.97,322.64,261.62,141.35,133.03,316.88,206.97,231.27
1619222400,227.90,223.73,148.99,234.32,184.13,269.53,323.18,299.80,161.40,272.00,67.36,194.04,159.44,218.20,311.29,270.35,247.37,361.53,294.54,187.56,119.34,312.67,213.10,189.88
1619308800,230.95,232.68,147.99,234.32,184.13,269.53,318.74,286.45,161.40,290.83,61.07,188.65,155.85,215.79,352.38,269.38,245.77,352.89,320.53,192.99,119.34,305.11,206.97,244.66
1619395200,230.29,255.05,144.99,201.18,187.87,271.68,310.58,282.35,178.81,288.00,145.50,188.65,127.07,236.29,245.29,264.54,248.17,334.16,322.26,288.13,108.58,291.66,176.30,250.74
