1585900800       66       5        1        8        2
1586026808       69       6        1        8        2       
1586030408       69       6        1        8        2       
1586034008       69       6        1        8        2       
1586037609       69       6        1        8        2       
1586041208       69       6        1        8        2       
1586044807       69       6        1        8        2       
1586048408       69       6        1        8        2       
1586052008       69       6        1        8        2       
1586055607       69       6        1        8        2       
1586059207       69       6        1        8        2       
1586062807       69       6        1        8        2       
1586066408       69       6        1        8        2       
1586070008       69       6        1        8        2       
1586073607       69       6        1        8        2       
1586077208       73       8        1        8        2       
1586080812       73       8        1        8        2       
1586084408       73       8        1        8        2       
1586088007       73       8        1        8        2       
1586091608       73       8        1        8        2       
1586095208       73       8        1        8        2       
1586098809       73       8        1        8        2       
1586102408       73       8        1        8        2       
1586106008       73       8        1        8        2       
