Timestamp,Altersgruppe,7T_Hospitalisierung_Faelle,7T_Hospitalisierung_Inzidenz,Hospitalisierung_Faelle
1592006400,15-34,0,0.00,0.00
1592006400,35-59,0,0.00,0.00
1592006400,60-79,7,1.25,1.00
1592006400,80+,3,1.67,0.43
1592092800,00+,13,0.61,1.86
1592092800,00-04,0,0.00,0.00
1592092800,05-14,0,0.00,0.00
1592092800,15-34,0,0.00,0.00
1592092800,35-59,0,0.00,0.00
1592092800,60-79,8,1.43,1.14
1592092800,80+,5,2.79,0.71
1592179200,00+,17,0.80,2.43
1592179200,00-04,0,0.00,0.00
1592179200,05-14,0,0.00,0.00
1592179200,15-34,0,0.00,0.00
1592179200,35-59,1,0.14,0.14
1592179200,60-79,7,1.25,1.00
1592179200,80+,9,5.02,1.29
1592265600,00+,16,0.75,2.29
1592265600,00-04,0,0.00,0.00
1592265600,05-14,0,0.00,0.00
1592265600,15-34,0,0.00,0.00
1592265600,35-59,1,0.14,0.14
1592265600,60-79,7,1.25,1.00
1592265600,80+,8,4.47,1.14
1592352000,00+,18,0.85,2.57
1592352000,00-04,0,0.00,0.00
1592352000,05-14,0,0.00,0.00
1592352000,15-34,0,0.00,0.00
1592352000,35-59,1,0.14,0.14
1592352000,60-79,7,1.25,1.00
1592352000,80+,10,5.58,1.43
1592438400,00+,13,0.61,1.86
1592438400,00-04,0,0.00,0.00
1592438400,05-14,0,0.00,0.00
1592438400,15-34,0,0.00,0.00
1592438400,35-59,1,0.14,0.14
1592438400,60-79,3,0.54,0.43
1592438400,80+,9,5.02,1.29
1592524800,00+,12,0.57,1.71
1592524800,00-04,0,0.00,0.00
1592524800,05-14,0,0.00,0.00
1592524800,15-34,0,0.00,0.00
1592524800,35-59,1,0.14,0.14
1592524800,60-79,3,0.54,0.43
1592524800,80+,8,4.47,1.14
1592611200,00+,12,0.57,1.71
1592611200,00-04,0,0.00,0.00
1592611200,05-14,0,0.00,0.00
1592611200,15-34,0,0.00,0.00
1592611200,35-59,1,0.14,0.14
1592611200,60-79,3,0.54,0.43
1592611200,80+,8,4.47,1.14
1592697600,00+,12,0.57,1.71
1592697600,00-04,0,0.00,0.00
1592697600,05-14,0,0.00,0.00
1592697600,15-34,0,0.00,0.00
1592697600,35-59,1,0.14,0.14
1592697600,60-79,3,0.54,0.43
1592697600,80+,8,4.47,1.14
1592784000,00+,7,0.33,1.00
1592784000,00-04,0,0.00,0.00
1592784000,05-14,0,0.00,0.00
1592784000,15-34,0,0.00,0.00
1592784000,35-59,0,0.00,0.00
1592784000,60-79,3,0.54,0.43
1592784000,80+,4,2.23,0.57
1592870400,00+,10,0.47,1.43
1592870400,00-04,0,0.00,0.00
1592870400,05-14,0,0.00,0.00
1592870400,15-34,0,0.00,0.00
1592870400,35-59,1,0.14,0.14
1592870400,60-79,3,0.54,0.43
1592870400,80+,6,3.35,0.86
1592956800,00+,7,0.33,1.00
1592956800,00-04,0,0.00,0.00
1592956800,05-14,0,0.00,0.00
1592956800,15-34,0,0.00,0.00
1592956800,35-59,1,0.14,0.14
1592956800,60-79,1,0.18,0.14
1592956800,80+,5,2.79,0.71
1593043200,00+,7,0.33,1.00
1593043200,00-04,0,0.00,0.00
1593043200,05-14,0,0.00,0.00
1593043200,15-34,0,0.00,0.00
1593043200,35-59,1,0.14,0.14
1593043200,60-79,1,0.18,0.14
1593043200,80+,5,2.79,0.71
1593129600,00+,9,0.42,1.29
1593129600,00-04,0,0.00,0.00
1593129600,05-14,0,0.00,0.00
1593129600,15-34,0,0.00,0.00
1593129600,35-59,2,0.28,0.29
1593129600,60-79,1,0.18,0.14
1593129600,80+,6,3.35,0.86
1593216000,00+,12,0.57,1.71
1593216000,00-04,0,0.00,0.00
1593216000,05-14,0,0.00,0.00
1593216000,15-34,0,0.00,0.00
1593216000,35-59,3,0.42,0.43
1593216000,60-79,1,0.18,0.14
1593216000,80+,8,4.47,1.14
1593302400,00+,9,0.42,1.29
1593302400,00-04,0,0.00,0.00
1593302400,05-14,0,0.00,0.00
1593302400,15-34,0,0.00,0.00
1593302400,35-59,3,0.42,0.43
1593302400,60-79,0,0.00,0.00
1593302400,80+,6,3.35,0.86
1593388800,00+,9,0.42,1.29
1593388800,00-04,0,0.00,0.00
1593388800,05-14,0,0.00,0.00
1593388800,15-34,0,0.00,0.00
1593388800,35-59,3,0.42,0.43
1593388800,60-79,0,0.00,0.00
1593388800,80+,6,3.35,0.86
1593475200,00+,6,0.28,0.86
1593475200,00-04,0,0.00,0.00
1593475200,05-14,0,0.00,0.00
1593475200,15-34,0,0.00,0.00
1593475200,35-59,2,0.28,0.29
1593475200,60-79,0,0.00,0.00
1593475200,80+,4,2.23,0.57
1593561600,00+,7,0.33,1.00
1593561600,00-04,0,0.00,0.00
1593561600,05-14,0,0.00,0.00
1593561600,15-34,0,0.00,0.00
1593561600,35-59,2,0.28,0.29
1593561600,60-79,2,0.36,0.29
1593561600,80+,3,1.67,0.43
1593648000,00+,7,0.33,1.00
1593648000,00-04,0,0.00,0.00
1593648000,05-14,0,0.00,0.00
1593648000,15-34,0,0.00,0.00
1593648000,35-59,2,0.28,0.29
1593648000,60-79,2,0.36,0.29
1593648000,80+,3,1.67,0.43
1593734400,00+,7,0.33,1.00
1593734400,00-04,0,0.00,0.00
1593734400,05-14,0,0.00,0.00
1593734400,15-34,0,0.00,0.00
1593734400,35-59,1,0.14,0.14
1593734400,60-79,3,0.54,0.43
1593734400,80+,3,1.67,0.43
1593820800,00+,4,0.19,0.57
1593820800,00-04,0,0.00,0.00
1593820800,05-14,0,0.00,0.00
1593820800,15-34,0,0.00,0.00
1593820800,35-59,0,0.00,0.00
1593820800,60-79,3,0.54,0.43
1593820800,80+,1,0.56,0.14
1593907200,00+,6,0.28,0.86
1593907200,00-04,0,0.00,0.00
1593907200,05-14,0,0.00,0.00
1593907200,15-34,0,0.00,0.00
1593907200,35-59,1,0.14,0.14
1593907200,60-79,3,0.54,0.43
1593907200,80+,2,1.12,0.29
1593993600,00+,6,0.28,0.86
1593993600,00-04,0,0.00,0.00
1593993600,05-14,0,0.00,0.00
1593993600,15-34,0,0.00,0.00
1593993600,35-59,1,0.14,0.14
1593993600,60-79,3,0.54,0.43
1593993600,80+,2,1.12,0.29
1594080000,00+,7,0.33,1.00
1594080000,00-04,0,0.00,0.00
1594080000,05-14,0,0.00,0.00
1594080000,15-34,0,0.00,0.00
1594080000,35-59,1,0.14,0.14
1594080000,60-79,3,0.54,0.43
1594080000,80+,3,1.67,0.43
1594166400,00+,6,0.28,0.86
1594166400,00-04,0,0.00,0.00
1594166400,05-14,0,0.00,0.00
1594166400,15-34,0,0.00,0.00
1594166400,35-59,1,0.14,0.14
1594166400,60-79,2,0.36,0.29
1594166400,80+,3,1.67,0.43
1594252800,00+,7,0.33,1.00
1594252800,00-04,0,0.00,0.00
1594252800,05-14,0,0.00,0.00
1594252800,15-34,0,0.00,0.00
1594252800,35-59,1,0.14,0.14
1594252800,60-79,3,0.54,0.43
1594252800,80+,3,1.67,0.43
1594339200,00+,6,0.28,0.86
1594339200,00-04,0,0.00,0.00
1594339200,05-14,0,0.00,0.00
1594339200,15-34,0,0.00,0.00
1594339200,35-59,1,0.14,0.14
1594339200,60-79,3,0.54,0.43
1594339200,80+,2,1.12,0.29
1594425600,00+,6,0.28,0.86
1594425600,00-04,0,0.00,0.00
1594425600,05-14,0,0.00,0.00
1594425600,15-34,0,0.00,0.00
1594425600,35-59,1,0.14,0.14
1594425600,60-79,3,0.54,0.43
1594425600,80+,2,1.12,0.29
1594512000,00+,5,0.24,0.71
1594512000,00-04,0,0.00,0.00
1594512000,05-14,0,0.00,0.00
1594512000,15-34,0,0.00,0.00
1594512000,35-59,0,0.00,0.00
1594512000,60-79,3,0.54,0.43
1594512000,80+,2,1.12,0.29
1594598400,00+,5,0.24,0.71
1594598400,00-04,0,0.00,0.00
1594598400,05-14,0,0.00,0.00
1594598400,15-34,0,0.00,0.00
1594598400,35-59,0,0.00,0.00
1594598400,60-79,3,0.54,0.43
1594598400,80+,2,1.12,0.29
1594684800,00+,6,0.28,0.86
1594684800,00-04,0,0.00,0.00
1594684800,05-14,0,0.00,0.00
1594684800,15-34,0,0.00,0.00
1594684800,35-59,0,0.00,0.00
1594684800,60-79,5,0.89,0.71
1594684800,80+,1,0.56,0.14
1594771200,00+,5,0.24,0.71
1594771200,00-04,0,0.00,0.00
1594771200,05-14,0,0.00,0.00
1594771200,15-34,0,0.00,0.00
1594771200,35-59,0,0.00,0.00
1594771200,60-79,4,0.72,0.57
1594771200,80+,1,0.56,0.14
1594857600,00+,7,0.33,1.00
1594857600,00-04,0,0.00,0.00
1594857600,05-14,0,0.00,0.00
1594857600,15-34,1,0.26,0.14
1594857600,35-59,1,0.14,0.14
1594857600,60-79,4,0.72,0.57
1594857600,80+,1,0.56,0.14
1594944000,00+,6,0.28,0.86
1594944000,00-04,0,0.00,0.00
1594944000,05-14,0,0.00,0.00
1594944000,15-34,1,0.26,0.14
1594944000,35-59,1,0.14,0.14
1594944000,60-79,3,0.54,0.43
1594944000,80+,1,0.56,0.14
1595030400,00+,6,0.28,0.86
1595030400,00-04,0,0.00,0.00
1595030400,05-14,0,0.00,0.00
1595030400,15-34,1,0.26,0.14
1595030400,35-59,1,0.14,0.14
1595030400,60-79,3,0.54,0.43
1595030400,80+,1,0.56,0.14
1595116800,00+,5,0.24,0.71
1595116800,00-04,0,0.00,0.00
1595116800,05-14,0,0.00,0.00
1595116800,15-34,1,0.26,0.14
1595116800,35-59,1,0.14,0.14
1595116800,60-79,3,0.54,0.43
1595116800,80+,0,0.00,0.00
1595203200,00+,6,0.28,0.86
1595203200,00-04,0,0.00,0.00
1595203200,05-14,0,0.00,0.00
1595203200,15-34,2,0.52,0.29
1595203200,35-59,1,0.14,0.14
1595203200,60-79,3,0.54,0.43
1595203200,80+,0,0.00,0.00
1595289600,00+,5,0.24,0.71
1595289600,00-04,0,0.00,0.00
1595289600,05-14,0,0.00,0.00
1595289600,15-34,2,0.52,0.29
1595289600,35-59,1,0.14,0.14
1595289600,60-79,1,0.18,0.14
1595289600,80+,1,0.56,0.14
1595376000,00+,5,0.24,0.71
1595376000,00-04,0,0.00,0.00
1595376000,05-14,0,0.00,0.00
1595376000,15-34,2,0.52,0.29
1595376000,35-59,1,0.14,0.14
1595376000,60-79,1,0.18,0.14
1595376000,80+,1,0.56,0.14
1595462400,00+,2,0.09,0.29
1595462400,00-04,0,0.00,0.00
1595462400,05-14,0,0.00,0.00
1595462400,15-34,1,0.26,0.14
1595462400,35-59,0,0.00,0.00
1595462400,60-79,0,0.00,0.00
1595462400,80+,1,0.56,0.14
1595548800,00+,2,0.09,0.29
1595548800,00-04,0,0.00,0.00
1595548800,05-14,0,0.00,0.00
1595548800,15-34,1,0.26,0.14
1595548800,35-59,0,0.00,0.00
1595548800,60-79,0,0.00,0.00
1595548800,80+,1,0.56,0.14
1595635200,00+,2,0.09,0.29
1595635200,00-04,0,0.00,0.00
1595635200,05-14,0,0.00,0.00
1595635200,15-34,1,0.26,0.14
1595635200,35-59,0,0.00,0.00
1595635200,60-79,0,0.00,0.00
1595635200,80+,1,0.56,0.14
1595721600,00+,2,0.09,0.29
1595721600,00-04,0,0.00,0.00
1595721600,05-14,0,0.00,0.00
1595721600,15-34,1,0.26,0.14
1595721600,35-59,0,0.00,0.00
1595721600,60-79,0,0.00,0.00
1595721600,80+,1,0.56,0.14
1595808000,00+,1,0.05,0.14
1595808000,00-04,0,0.00,0.00
1595808000,05-14,0,0.00,0.00
1595808000,15-34,0,0.00,0.00
1595808000,35-59,0,0.00,0.00
1595808000,60-79,0,0.00,0.00
1595808000,80+,1,0.56,0.14
1595894400,00+,0,0.00,0.00
1595894400,00-04,0,0.00,0.00
1595894400,05-14,0,0.00,0.00
1595894400,15-34,0,0.00,0.00
1595894400,35-59,0,0.00,0.00
1595894400,60-79,0,0.00,0.00
1595894400,80+,0,0.00,0.00
1595980800,00+,2,0.09,0.29
1595980800,00-04,0,0.00,0.00
1595980800,05-14,0,0.00,0.00
1595980800,15-34,1,0.26,0.14
1595980800,35-59,0,0.00,0.00
1595980800,60-79,0,0.00,0.00
1595980800,80+,1,0.56,0.14
1596067200,00+,3,0.14,0.43
1596067200,00-04,0,0.00,0.00
1596067200,05-14,0,0.00,0.00
1596067200,15-34,1,0.26,0.14
1596067200,35-59,1,0.14,0.14
1596067200,60-79,0,0.00,0.00
1596067200,80+,1,0.56,0.14
1596153600,00+,5,0.24,0.71
1596153600,00-04,0,0.00,0.00
1596153600,05-14,0,0.00,0.00
1596153600,15-34,1,0.26,0.14
1596153600,35-59,1,0.14,0.14
1596153600,60-79,1,0.18,0.14
1596153600,80+,2,1.12,0.29
1596240000,00+,6,0.28,0.86
1596240000,00-04,0,0.00,0.00
1596240000,05-14,0,0.00,0.00
1596240000,15-34,1,0.26,0.14
1596240000,35-59,2,0.28,0.29
1596240000,60-79,1,0.18,0.14
1596240000,80+,2,1.12,0.29
1596326400,00+,7,0.33,1.00
1596326400,00-04,0,0.00,0.00
1596326400,05-14,0,0.00,0.00
1596326400,15-34,1,0.26,0.14
1596326400,35-59,2,0.28,0.29
1596326400,60-79,1,0.18,0.14
1596326400,80+,3,1.67,0.43
1596412800,00+,8,0.38,1.14
1596412800,00-04,0,0.00,0.00
1596412800,05-14,0,0.00,0.00
1596412800,15-34,1,0.26,0.14
1596412800,35-59,3,0.42,0.43
1596412800,60-79,1,0.18,0.14
1596412800,80+,3,1.67,0.43
1596499200,00+,9,0.42,1.29
1596499200,00-04,0,0.00,0.00
1596499200,05-14,0,0.00,0.00
1596499200,15-34,2,0.52,0.29
1596499200,35-59,3,0.42,0.43
1596499200,60-79,1,0.18,0.14
1596499200,80+,3,1.67,0.43
1596585600,00+,8,0.38,1.14
1596585600,00-04,0,0.00,0.00
1596585600,05-14,0,0.00,0.00
1596585600,15-34,1,0.26,0.14
1596585600,35-59,3,0.42,0.43
1596585600,60-79,2,0.36,0.29
1596585600,80+,2,1.12,0.29
1596672000,00+,10,0.47,1.43
1596672000,00-04,0,0.00,0.00
1596672000,05-14,0,0.00,0.00
1596672000,15-34,1,0.26,0.14
1596672000,35-59,2,0.28,0.29
1596672000,60-79,4,0.72,0.57
1596672000,80+,3,1.67,0.43
1596758400,00+,10,0.47,1.43
1596758400,00-04,0,0.00,0.00
1596758400,05-14,0,0.00,0.00
1596758400,15-34,1,0.26,0.14
1596758400,35-59,2,0.28,0.29
1596758400,60-79,3,0.54,0.43
1596758400,80+,4,2.23,0.57
1596844800,00+,9,0.42,1.29
1596844800,00-04,0,0.00,0.00
1596844800,05-14,0,0.00,0.00
1596844800,15-34,1,0.26,0.14
1596844800,35-59,1,0.14,0.14
1596844800,60-79,3,0.54,0.43
1596844800,80+,4,2.23,0.57
1596931200,00+,8,0.38,1.14
1596931200,00-04,0,0.00,0.00
1596931200,05-14,0,0.00,0.00
1596931200,15-34,1,0.26,0.14
1596931200,35-59,1,0.14,0.14
1596931200,60-79,3,0.54,0.43
1596931200,80+,3,1.67,0.43
1597017600,00+,7,0.33,1.00
1597017600,00-04,0,0.00,0.00
1597017600,05-14,0,0.00,0.00
1597017600,15-34,1,0.26,0.14
1597017600,35-59,0,0.00,0.00
1597017600,60-79,3,0.54,0.43
1597017600,80+,3,1.67,0.43
1597104000,00+,9,0.42,1.29
1597104000,00-04,0,0.00,0.00
1597104000,05-14,0,0.00,0.00
1597104000,15-34,0,0.00,0.00
1597104000,35-59,0,0.00,0.00
1597104000,60-79,3,0.54,0.43
1597104000,80+,6,3.35,0.86
1597190400,00+,9,0.42,1.29
1597190400,00-04,0,0.00,0.00
1597190400,05-14,0,0.00,0.00
1597190400,15-34,0,0.00,0.00
1597190400,35-59,1,0.14,0.14
1597190400,60-79,2,0.36,0.29
1597190400,80+,6,3.35,0.86
1597276800,00+,7,0.33,1.00
1597276800,00-04,0,0.00,0.00
1597276800,05-14,0,0.00,0.00
1597276800,15-34,0,0.00,0.00
1597276800,35-59,1,0.14,0.14
1597276800,60-79,1,0.18,0.14
1597276800,80+,5,2.79,0.71
1597363200,00+,7,0.33,1.00
1597363200,00-04,0,0.00,0.00
1597363200,05-14,0,0.00,0.00
1597363200,15-34,0,0.00,0.00
1597363200,35-59,1,0.14,0.14
1597363200,60-79,2,0.36,0.29
1597363200,80+,4,2.23,0.57
1597449600,00+,7,0.33,1.00
1597449600,00-04,0,0.00,0.00
1597449600,05-14,0,0.00,0.00
1597449600,15-34,0,0.00,0.00
1597449600,35-59,1,0.14,0.14
1597449600,60-79,2,0.36,0.29
1597449600,80+,4,2.23,0.57
1597536000,00+,7,0.33,1.00
1597536000,00-04,0,0.00,0.00
1597536000,05-14,0,0.00,0.00
1597536000,15-34,0,0.00,0.00
1597536000,35-59,1,0.14,0.14
1597536000,60-79,2,0.36,0.29
1597536000,80+,4,2.23,0.57
1597622400,00+,7,0.33,1.00
1597622400,00-04,0,0.00,0.00
1597622400,05-14,0,0.00,0.00
1597622400,15-34,0,0.00,0.00
1597622400,35-59,1,0.14,0.14
1597622400,60-79,2,0.36,0.29
1597622400,80+,4,2.23,0.57
1597708800,00+,5,0.24,0.71
1597708800,00-04,0,0.00,0.00
1597708800,05-14,0,0.00,0.00
1597708800,15-34,0,0.00,0.00
1597708800,35-59,2,0.28,0.29
1597708800,60-79,2,0.36,0.29
1597708800,80+,1,0.56,0.14
1597795200,00+,7,0.33,1.00
1597795200,00-04,0,0.00,0.00
1597795200,05-14,0,0.00,0.00
1597795200,15-34,0,0.00,0.00
1597795200,35-59,3,0.42,0.43
1597795200,60-79,3,0.54,0.43
1597795200,80+,1,0.56,0.14
1597881600,00+,7,0.33,1.00
1597881600,00-04,0,0.00,0.00
1597881600,05-14,0,0.00,0.00
1597881600,15-34,0,0.00,0.00
1597881600,35-59,3,0.42,0.43
1597881600,60-79,3,0.54,0.43
1597881600,80+,1,0.56,0.14
1597968000,00+,7,0.33,1.00
1597968000,00-04,0,0.00,0.00
1597968000,05-14,0,0.00,0.00
1597968000,15-34,2,0.52,0.29
1597968000,35-59,3,0.42,0.43
1597968000,60-79,2,0.36,0.29
1597968000,80+,0,0.00,0.00
1598054400,00+,8,0.38,1.14
1598054400,00-04,0,0.00,0.00
1598054400,05-14,0,0.00,0.00
1598054400,15-34,2,0.52,0.29
1598054400,35-59,4,0.55,0.57
1598054400,60-79,2,0.36,0.29
1598054400,80+,0,0.00,0.00
1598140800,00+,8,0.38,1.14
1598140800,00-04,0,0.00,0.00
1598140800,05-14,0,0.00,0.00
1598140800,15-34,2,0.52,0.29
1598140800,35-59,4,0.55,0.57
1598140800,60-79,2,0.36,0.29
1598140800,80+,0,0.00,0.00
1598227200,00+,8,0.38,1.14
1598227200,00-04,0,0.00,0.00
1598227200,05-14,0,0.00,0.00
1598227200,15-34,2,0.52,0.29
1598227200,35-59,4,0.55,0.57
1598227200,60-79,2,0.36,0.29
1598227200,80+,0,0.00,0.00
1598313600,00+,8,0.38,1.14
1598313600,00-04,0,0.00,0.00
1598313600,05-14,0,0.00,0.00
1598313600,15-34,2,0.52,0.29
1598313600,35-59,3,0.42,0.43
1598313600,60-79,2,0.36,0.29
1598313600,80+,1,0.56,0.14
1598400000,00+,5,0.24,0.71
1598400000,00-04,0,0.00,0.00
1598400000,05-14,0,0.00,0.00
1598400000,15-34,2,0.52,0.29
1598400000,35-59,1,0.14,0.14
1598400000,60-79,1,0.18,0.14
1598400000,80+,1,0.56,0.14
1598486400,00+,4,0.19,0.57
1598486400,00-04,0,0.00,0.00
1598486400,05-14,0,0.00,0.00
1598486400,15-34,2,0.52,0.29
1598486400,35-59,1,0.14,0.14
1598486400,60-79,0,0.00,0.00
1598486400,80+,1,0.56,0.14
1598572800,00+,3,0.14,0.43
1598572800,00-04,0,0.00,0.00
1598572800,05-14,0,0.00,0.00
1598572800,15-34,0,0.00,0.00
1598572800,35-59,2,0.28,0.29
1598572800,60-79,0,0.00,0.00
1598572800,80+,1,0.56,0.14
1598659200,00+,2,0.09,0.29
1598659200,00-04,0,0.00,0.00
1598659200,05-14,0,0.00,0.00
1598659200,15-34,0,0.00,0.00
1598659200,35-59,1,0.14,0.14
1598659200,60-79,0,0.00,0.00
1598659200,80+,1,0.56,0.14
1598745600,00+,2,0.09,0.29
1598745600,00-04,0,0.00,0.00
1598745600,05-14,0,0.00,0.00
1598745600,15-34,0,0.00,0.00
1598745600,35-59,1,0.14,0.14
1598745600,60-79,0,0.00,0.00
1598745600,80+,1,0.56,0.14
1598832000,00+,2,0.09,0.29
1598832000,00-04,0,0.00,0.00
1598832000,05-14,0,0.00,0.00
1598832000,15-34,0,0.00,0.00
1598832000,35-59,1,0.14,0.14
1598832000,60-79,0,0.00,0.00
1598832000,80+,1,0.56,0.14
1598918400,00+,1,0.05,0.14
1598918400,00-04,0,0.00,0.00
1598918400,05-14,0,0.00,0.00
1598918400,15-34,0,0.00,0.00
1598918400,35-59,1,0.14,0.14
1598918400,60-79,0,0.00,0.00
1598918400,80+,0,0.00,0.00
1599004800,00+,2,0.09,0.29
1599004800,00-04,0,0.00,0.00
1599004800,05-14,0,0.00,0.00
1599004800,15-34,0,0.00,0.00
1599004800,35-59,1,0.14,0.14
1599004800,60-79,0,0.00,0.00
1599004800,80+,1,0.56,0.14
1599091200,00+,3,0.14,0.43
1599091200,00-04,0,0.00,0.00
1599091200,05-14,0,0.00,0.00
1599091200,15-34,0,0.00,0.00
1599091200,35-59,2,0.28,0.29
1599091200,60-79,0,0.00,0.00
1599091200,80+,1,0.56,0.14
1599177600,00+,2,0.09,0.29
1599177600,00-04,0,0.00,0.00
1599177600,05-14,0,0.00,0.00
1599177600,15-34,0,0.00,0.00
1599177600,35-59,1,0.14,0.14
1599177600,60-79,0,0.00,0.00
1599177600,80+,1,0.56,0.14
1599264000,00+,4,0.19,0.57
1599264000,00-04,0,0.00,0.00
1599264000,05-14,0,0.00,0.00
1599264000,15-34,0,0.00,0.00
1599264000,35-59,2,0.28,0.29
1599264000,60-79,1,0.18,0.14
1599264000,80+,1,0.56,0.14
1599350400,00+,4,0.19,0.57
1599350400,00-04,0,0.00,0.00
1599350400,05-14,0,0.00,0.00
1599350400,15-34,0,0.00,0.00
1599350400,35-59,2,0.28,0.29
1599350400,60-79,1,0.18,0.14
1599350400,80+,1,0.56,0.14
1599436800,00+,7,0.33,1.00
1599436800,00-04,0,0.00,0.00
1599436800,05-14,0,0.00,0.00
1599436800,15-34,0,0.00,0.00
1599436800,35-59,2,0.28,0.29
1599436800,60-79,2,0.36,0.29
1599436800,80+,3,1.67,0.43
1599523200,00+,7,0.33,1.00
1599523200,00-04,0,0.00,0.00
1599523200,05-14,0,0.00,0.00
1599523200,15-34,0,0.00,0.00
1599523200,35-59,2,0.28,0.29
1599523200,60-79,2,0.36,0.29
1599523200,80+,3,1.67,0.43
1599609600,00+,7,0.33,1.00
1599609600,00-04,0,0.00,0.00
1599609600,05-14,0,0.00,0.00
1599609600,15-34,0,0.00,0.00
1599609600,35-59,2,0.28,0.29
1599609600,60-79,3,0.54,0.43
1599609600,80+,2,1.12,0.29
1599696000,00+,6,0.28,0.86
1599696000,00-04,0,0.00,0.00
1599696000,05-14,0,0.00,0.00
1599696000,15-34,0,0.00,0.00
1599696000,35-59,1,0.14,0.14
1599696000,60-79,3,0.54,0.43
1599696000,80+,2,1.12,0.29
1599782400,00+,8,0.38,1.14
1599782400,00-04,0,0.00,0.00
1599782400,05-14,0,0.00,0.00
1599782400,15-34,0,0.00,0.00
1599782400,35-59,1,0.14,0.14
1599782400,60-79,5,0.89,0.71
1599782400,80+,2,1.12,0.29
1599868800,00+,9,0.42,1.29
1599868800,00-04,0,0.00,0.00
1599868800,05-14,0,0.00,0.00
1599868800,15-34,1,0.26,0.14
1599868800,35-59,0,0.00,0.00
1599868800,60-79,6,1.07,0.86
1599868800,80+,2,1.12,0.29
1599955200,00+,9,0.42,1.29
1599955200,00-04,0,0.00,0.00
1599955200,05-14,0,0.00,0.00
1599955200,15-34,1,0.26,0.14
1599955200,35-59,0,0.00,0.00
1599955200,60-79,6,1.07,0.86
1599955200,80+,2,1.12,0.29
1600041600,00+,8,0.38,1.14
1600041600,00-04,0,0.00,0.00
1600041600,05-14,0,0.00,0.00
1600041600,15-34,1,0.26,0.14
1600041600,35-59,0,0.00,0.00
1600041600,60-79,5,0.89,0.71
1600041600,80+,2,1.12,0.29
1600128000,00+,9,0.42,1.29
1600128000,00-04,0,0.00,0.00
1600128000,05-14,0,0.00,0.00
1600128000,15-34,1,0.26,0.14
1600128000,35-59,0,0.00,0.00
1600128000,60-79,6,1.07,0.86
1600128000,80+,2,1.12,0.29
1600214400,00+,10,0.47,1.43
1600214400,00-04,0,0.00,0.00
1600214400,05-14,0,0.00,0.00
1600214400,15-34,1,0.26,0.14
1600214400,35-59,0,0.00,0.00
1600214400,60-79,5,0.89,0.71
1600214400,80+,4,2.23,0.57
1600300800,00+,10,0.47,1.43
1600300800,00-04,0,0.00,0.00
1600300800,05-14,0,0.00,0.00
1600300800,15-34,1,0.26,0.14
1600300800,35-59,0,0.00,0.00
1600300800,60-79,5,0.89,0.71
1600300800,80+,4,2.23,0.57
1600387200,00+,9,0.42,1.29
1600387200,00-04,0,0.00,0.00
1600387200,05-14,0,0.00,0.00
1600387200,15-34,1,0.26,0.14
1600387200,35-59,0,0.00,0.00
1600387200,60-79,3,0.54,0.43
1600387200,80+,5,2.79,0.71
1600473600,00+,12,0.57,1.71
1600473600,00-04,0,0.00,0.00
1600473600,05-14,0,0.00,0.00
1600473600,15-34,0,0.00,0.00
1600473600,35-59,2,0.28,0.29
1600473600,60-79,4,0.72,0.57
1600473600,80+,6,3.35,0.86
1600560000,00+,13,0.61,1.86
1600560000,00-04,0,0.00,0.00
1600560000,05-14,0,0.00,0.00
1600560000,15-34,0,0.00,0.00
1600560000,35-59,2,0.28,0.29
1600560000,60-79,5,0.89,0.71
1600560000,80+,6,3.35,0.86
1600646400,00+,11,0.52,1.57
1600646400,00-04,0,0.00,0.00
1600646400,05-14,0,0.00,0.00
1600646400,15-34,0,0.00,0.00
1600646400,35-59,2,0.28,0.29
1600646400,60-79,5,0.89,0.71
1600646400,80+,4,2.23,0.57
1600732800,00+,13,0.61,1.86
1600732800,00-04,0,0.00,0.00
1600732800,05-14,0,0.00,0.00
1600732800,15-34,0,0.00,0.00
1600732800,35-59,2,0.28,0.29
1600732800,60-79,6,1.07,0.86
1600732800,80+,5,2.79,0.71
1600819200,00+,11,0.52,1.57
1600819200,00-04,0,0.00,0.00
1600819200,05-14,0,0.00,0.00
1600819200,15-34,0,0.00,0.00
1600819200,35-59,2,0.28,0.29
1600819200,60-79,6,1.07,0.86
1600819200,80+,3,1.67,0.43
1600905600,00+,15,0.71,2.14
1600905600,00-04,0,0.00,0.00
1600905600,05-14,0,0.00,0.00
1600905600,15-34,0,0.00,0.00
1600905600,35-59,3,0.42,0.43
1600905600,60-79,8,1.43,1.14
1600905600,80+,4,2.23,0.57
1600992000,00+,14,0.66,2.00
1600992000,00-04,0,0.00,0.00
1600992000,05-14,0,0.00,0.00
1600992000,15-34,0,0.00,0.00
1600992000,35-59,3,0.42,0.43
1600992000,60-79,8,1.43,1.14
1600992000,80+,3,1.67,0.43
1601078400,00+,10,0.47,1.43
1601078400,00-04,0,0.00,0.00
1601078400,05-14,0,0.00,0.00
1601078400,15-34,0,0.00,0.00
1601078400,35-59,1,0.14,0.14
1601078400,60-79,7,1.25,1.00
1601078400,80+,2,1.12,0.29
1601164800,00+,12,0.57,1.71
1601164800,00-04,0,0.00,0.00
1601164800,05-14,0,0.00,0.00
1601164800,15-34,0,0.00,0.00
1601164800,35-59,1,0.14,0.14
