Timestamp,Altersgruppe,7T_Hospitalisierung_Faelle,7T_Hospitalisierung_Inzidenz,Hospitalisierung_Faelle
1610409600,00+,539,25.42,77.00
1610409600,00-04,3,3.42,0.43
1610409600,05-14,1,0.54,0.14
1610409600,15-34,20,5.16,2.86
1610409600,35-59,58,8.03,8.29
1610409600,60-79,204,36.47,29.14
1610409600,80+,253,141.21,36.14
1610496000,00+,533,25.14,76.14
1610496000,00-04,0,0.00,0.00
1610496000,05-14,2,1.09,0.29
1610496000,15-34,19,4.91,2.71
1610496000,35-59,63,8.72,9.00
1610496000,60-79,203,36.29,29.00
1610496000,80+,246,137.30,35.14
1610582400,00+,532,25.09,76.00
1610582400,00-04,0,0.00,0.00
1610582400,05-14,3,1.63,0.43
1610582400,15-34,15,3.87,2.14
1610582400,35-59,60,8.30,8.57
1610582400,60-79,209,37.36,29.86
1610582400,80+,245,136.74,35.00
1610668800,00+,517,24.38,73.86
1610668800,00-04,0,0.00,0.00
1610668800,05-14,3,1.63,0.43
1610668800,15-34,14,3.62,2.00
1610668800,35-59,64,8.86,9.14
1610668800,60-79,201,35.93,28.71
1610668800,80+,235,131.16,33.57
1610755200,00+,520,24.53,74.29
1610755200,00-04,0,0.00,0.00
1610755200,05-14,2,1.09,0.29
1610755200,15-34,15,3.87,2.14
1610755200,35-59,61,8.44,8.71
1610755200,60-79,199,35.58,28.43
1610755200,80+,243,135.63,34.71
1610841600,00+,530,25.00,75.71
1610841600,00-04,1,1.14,0.14
1610841600,05-14,2,1.09,0.29
1610841600,15-34,13,3.36,1.86
1610841600,35-59,63,8.72,9.00
1610841600,60-79,201,35.93,28.71
1610841600,80+,250,139.53,35.71
1610928000,00+,535,25.23,76.43
1610928000,00-04,1,1.14,0.14
1610928000,05-14,2,1.09,0.29
1610928000,15-34,14,3.62,2.00
1610928000,35-59,68,9.41,9.71
1610928000,60-79,200,35.75,28.57
1610928000,80+,250,139.53,35.71
1611014400,00+,519,24.48,74.14
1611014400,00-04,1,1.14,0.14
1611014400,05-14,3,1.63,0.43
1611014400,15-34,14,3.62,2.00
1611014400,35-59,64,8.86,9.14
1611014400,60-79,192,34.32,27.43
1611014400,80+,245,136.74,35.00
1611100800,00+,521,24.57,74.43
1611100800,00-04,2,2.28,0.29
1611100800,05-14,2,1.09,0.29
1611100800,15-34,11,2.84,1.57
1611100800,35-59,61,8.44,8.71
1611100800,60-79,194,34.68,27.71
1611100800,80+,251,140.09,35.86
1611187200,00+,513,24.20,73.29
1611187200,00-04,2,2.28,0.29
1611187200,05-14,2,1.09,0.29
1611187200,15-34,11,2.84,1.57
1611187200,35-59,60,8.30,8.57
1611187200,60-79,193,34.50,27.57
1611187200,80+,245,136.74,35.00
1611273600,00+,517,24.38,73.86
1611273600,00-04,3,3.42,0.43
1611273600,05-14,2,1.09,0.29
1611273600,15-34,9,2.32,1.29
1611273600,35-59,69,9.55,9.86
1611273600,60-79,183,32.72,26.14
1611273600,80+,251,140.09,35.86
1611360000,00+,465,21.93,66.43
1611360000,00-04,3,3.42,0.43
1611360000,05-14,2,1.09,0.29
1611360000,15-34,9,2.32,1.29
1611360000,35-59,64,8.86,9.14
1611360000,60-79,162,28.96,23.14
1611360000,80+,225,125.58,32.14
1611446400,00+,470,22.17,67.14
1611446400,00-04,2,2.28,0.29
1611446400,05-14,2,1.09,0.29
1611446400,15-34,11,2.84,1.57
1611446400,35-59,67,9.27,9.57
1611446400,60-79,163,29.14,23.29
1611446400,80+,225,125.58,32.14
1611532800,00+,462,21.79,66.00
1611532800,00-04,2,2.28,0.29
1611532800,05-14,2,1.09,0.29
1611532800,15-34,9,2.32,1.29
1611532800,35-59,64,8.86,9.14
1611532800,60-79,166,29.68,23.71
1611532800,80+,219,122.23,31.29
1611619200,00+,442,20.85,63.14
1611619200,00-04,2,2.28,0.29
1611619200,05-14,1,0.54,0.14
1611619200,15-34,8,2.07,1.14
1611619200,35-59,63,8.72,9.00
1611619200,60-79,163,29.14,23.29
1611619200,80+,205,114.42,29.29
1611705600,00+,399,18.82,57.00
1611705600,00-04,1,1.14,0.14
1611705600,05-14,1,0.54,0.14
1611705600,15-34,10,2.58,1.43
1611705600,35-59,59,8.16,8.43
1611705600,60-79,145,25.92,20.71
1611705600,80+,183,102.14,26.14
1611792000,00+,388,18.30,55.43
1611792000,00-04,1,1.14,0.14
1611792000,05-14,0,0.00,0.00
1611792000,15-34,11,2.84,1.57
1611792000,35-59,57,7.89,8.14
1611792000,60-79,130,23.24,18.57
1611792000,80+,189,105.49,27.00
1611878400,00+,366,17.26,52.29
1611878400,00-04,0,0.00,0.00
1611878400,05-14,0,0.00,0.00
1611878400,15-34,11,2.84,1.57
1611878400,35-59,50,6.92,7.14
1611878400,60-79,126,22.53,18.00
1611878400,80+,179,99.91,25.57
1611964800,00+,362,17.07,51.71
1611964800,00-04,0,0.00,0.00
1611964800,05-14,0,0.00,0.00
1611964800,15-34,8,2.07,1.14
1611964800,35-59,50,6.92,7.14
1611964800,60-79,128,22.88,18.29
1611964800,80+,176,98.23,25.14
1612051200,00+,327,15.42,46.71
1612051200,00-04,0,0.00,0.00
1612051200,05-14,0,0.00,0.00
1612051200,15-34,6,1.55,0.86
1612051200,35-59,46,6.36,6.57
1612051200,60-79,117,20.92,16.71
1612051200,80+,158,88.18,22.57
1612137600,00+,319,15.05,45.57
1612137600,00-04,0,0.00,0.00
1612137600,05-14,0,0.00,0.00
1612137600,15-34,6,1.55,0.86
1612137600,35-59,45,6.23,6.43
1612137600,60-79,112,20.02,16.00
1612137600,80+,156,87.07,22.29
1612224000,00+,321,15.14,45.86
1612224000,00-04,0,0.00,0.00
1612224000,05-14,0,0.00,0.00
1612224000,15-34,6,1.55,0.86
1612224000,35-59,44,6.09,6.29
1612224000,60-79,111,19.84,15.86
1612224000,80+,160,89.30,22.86
1612310400,00+,318,15.00,45.43
1612310400,00-04,0,0.00,0.00
1612310400,05-14,0,0.00,0.00
1612310400,15-34,4,1.03,0.57
1612310400,35-59,52,7.20,7.43
1612310400,60-79,108,19.31,15.43
1612310400,80+,154,85.95,22.00
1612396800,00+,315,14.86,45.00
1612396800,00-04,1,1.14,0.14
1612396800,05-14,1,0.54,0.14
1612396800,15-34,7,1.81,1.00
1612396800,35-59,55,7.61,7.86
1612396800,60-79,114,20.38,16.29
1612396800,80+,137,76.46,19.57
1612483200,00+,313,14.76,44.71
1612483200,00-04,1,1.14,0.14
1612483200,05-14,1,0.54,0.14
1612483200,15-34,9,2.32,1.29
1612483200,35-59,52,7.20,7.43
1612483200,60-79,115,20.56,16.43
1612483200,80+,135,75.35,19.29
1612569600,00+,332,15.66,47.43
1612569600,00-04,1,1.14,0.14
1612569600,05-14,1,0.54,0.14
1612569600,15-34,9,2.32,1.29
1612569600,35-59,51,7.06,7.29
1612569600,60-79,128,22.88,18.29
1612569600,80+,142,79.25,20.29
1612656000,00+,341,16.08,48.71
1612656000,00-04,1,1.14,0.14
1612656000,05-14,1,0.54,0.14
1612656000,15-34,10,2.58,1.43
1612656000,35-59,50,6.92,7.14
1612656000,60-79,132,23.60,18.86
1612656000,80+,147,82.04,21.00
1612742400,00+,333,15.71,47.57
1612742400,00-04,1,1.14,0.14
1612742400,05-14,1,0.54,0.14
1612742400,15-34,9,2.32,1.29
1612742400,35-59,49,6.78,7.00
1612742400,60-79,131,23.42,18.71
1612742400,80+,142,79.25,20.29
1612828800,00+,316,14.90,45.14
1612828800,00-04,2,2.28,0.29
1612828800,05-14,1,0.54,0.14
1612828800,15-34,10,2.58,1.43
1612828800,35-59,50,6.92,7.14
1612828800,60-79,130,23.24,18.57
1612828800,80+,123,68.65,17.57
1612915200,00+,303,14.29,43.29
1612915200,00-04,2,2.28,0.29
1612915200,05-14,1,0.54,0.14
1612915200,15-34,9,2.32,1.29
1612915200,35-59,41,5.67,5.86
1612915200,60-79,125,22.35,17.86
1612915200,80+,125,69.77,17.86
1613001600,00+,287,13.54,41.00
1613001600,00-04,1,1.14,0.14
1613001600,05-14,0,0.00,0.00
1613001600,15-34,4,1.03,0.57
1613001600,35-59,38,5.26,5.43
1613001600,60-79,128,22.88,18.29
1613001600,80+,116,64.74,16.57
1613088000,00+,289,13.63,41.29
1613088000,00-04,1,1.14,0.14
1613088000,05-14,0,0.00,0.00
1613088000,15-34,5,1.29,0.71
1613088000,35-59,37,5.12,5.29
1613088000,60-79,134,23.96,19.14
1613088000,80+,112,62.51,16.00
1613174400,00+,293,13.82,41.86
1613174400,00-04,1,1.14,0.14
1613174400,05-14,0,0.00,0.00
1613174400,15-34,8,2.07,1.14
1613174400,35-59,47,6.50,6.71
1613174400,60-79,128,22.88,18.29
1613174400,80+,109,60.84,15.57
1613260800,00+,308,14.53,44.00
1613260800,00-04,2,2.28,0.29
1613260800,05-14,0,0.00,0.00
1613260800,15-34,10,2.58,1.43
1613260800,35-59,51,7.06,7.29
1613260800,60-79,131,23.42,18.71
1613260800,80+,114,63.63,16.29
1613347200,00+,306,14.43,43.71
1613347200,00-04,2,2.28,0.29
1613347200,05-14,0,0.00,0.00
1613347200,15-34,10,2.58,1.43
1613347200,35-59,52,7.20,7.43
1613347200,60-79,127,22.70,18.14
1613347200,80+,115,64.18,16.43
1613433600,00+,312,14.72,44.57
1613433600,00-04,1,1.14,0.14
1613433600,05-14,0,0.00,0.00
1613433600,15-34,10,2.58,1.43
1613433600,35-59,55,7.61,7.86
1613433600,60-79,128,22.88,18.29
1613433600,80+,118,65.86,16.86
1613520000,00+,349,16.46,49.86
1613520000,00-04,3,3.42,0.43
1613520000,05-14,0,0.00,0.00
1613520000,15-34,11,2.84,1.57
1613520000,35-59,63,8.72,9.00
1613520000,60-79,150,26.82,21.43
1613520000,80+,122,68.09,17.43
1613606400,00+,377,17.78,53.86
1613606400,00-04,3,3.42,0.43
1613606400,05-14,0,0.00,0.00
1613606400,15-34,13,3.36,1.86
1613606400,35-59,66,9.13,9.43
1613606400,60-79,161,28.78,23.00
1613606400,80+,134,74.79,19.14
1613692800,00+,382,18.02,54.57
1613692800,00-04,3,3.42,0.43
1613692800,05-14,0,0.00,0.00
1613692800,15-34,12,3.10,1.71
1613692800,35-59,70,9.69,10.00
1613692800,60-79,166,29.68,23.71
1613692800,80+,131,73.11,18.71
1613779200,00+,372,17.55,53.14
1613779200,00-04,4,4.56,0.57
1613779200,05-14,0,0.00,0.00
1613779200,15-34,11,2.84,1.57
1613779200,35-59,63,8.72,9.00
1613779200,60-79,164,29.32,23.43
1613779200,80+,130,72.56,18.57
1613865600,00+,356,16.79,50.86
1613865600,00-04,3,3.42,0.43
1613865600,05-14,0,0.00,0.00
1613865600,15-34,10,2.58,1.43
1613865600,35-59,56,7.75,8.00
1613865600,60-79,158,28.25,22.57
1613865600,80+,129,72.00,18.43
1613952000,00+,372,17.55,53.14
1613952000,00-04,3,3.42,0.43
1613952000,05-14,0,0.00,0.00
1613952000,15-34,10,2.58,1.43
1613952000,35-59,57,7.89,8.14
1613952000,60-79,167,29.85,23.86
1613952000,80+,135,75.35,19.29
1614038400,00+,370,17.45,52.86
1614038400,00-04,3,3.42,0.43
1614038400,05-14,0,0.00,0.00
1614038400,15-34,11,2.84,1.57
1614038400,35-59,50,6.92,7.14
1614038400,60-79,167,29.85,23.86
1614038400,80+,139,77.58,19.86
1614124800,00+,346,16.32,49.43
1614124800,00-04,1,1.14,0.14
1614124800,05-14,0,0.00,0.00
1614124800,15-34,13,3.36,1.86
1614124800,35-59,52,7.20,7.43
1614124800,60-79,151,26.99,21.57
1614124800,80+,129,72.00,18.43
1614211200,00+,325,15.33,46.43
1614211200,00-04,1,1.14,0.14
1614211200,05-14,0,0.00,0.00
1614211200,15-34,12,3.10,1.71
1614211200,35-59,54,7.47,7.71
1614211200,60-79,134,23.96,19.14
1614211200,80+,124,69.21,17.71
1614297600,00+,308,14.53,44.00
1614297600,00-04,1,1.14,0.14
1614297600,05-14,0,0.00,0.00
1614297600,15-34,10,2.58,1.43
1614297600,35-59,46,6.36,6.57
1614297600,60-79,126,22.53,18.00
1614297600,80+,125,69.77,17.86
1614384000,00+,319,15.05,45.57
1614384000,00-04,1,1.14,0.14
1614384000,05-14,0,0.00,0.00
1614384000,15-34,12,3.10,1.71
1614384000,35-59,49,6.78,7.00
1614384000,60-79,132,23.60,18.86
1614384000,80+,125,69.77,17.86
1614470400,00+,316,14.90,45.14
1614470400,00-04,1,1.14,0.14
1614470400,05-14,0,0.00,0.00
1614470400,15-34,10,2.58,1.43
1614470400,35-59,50,6.92,7.14
1614470400,60-79,137,24.49,19.57
1614470400,80+,118,65.86,16.86
1614556800,00+,299,14.10,42.71
1614556800,00-04,1,1.14,0.14
1614556800,05-14,0,0.00,0.00
1614556800,15-34,11,2.84,1.57
1614556800,35-59,49,6.78,7.00
1614556800,60-79,128,22.88,18.29
1614556800,80+,110,61.39,15.71
1614643200,00+,299,14.10,42.71
1614643200,00-04,1,1.14,0.14
1614643200,05-14,0,0.00,0.00
1614643200,15-34,10,2.58,1.43
1614643200,35-59,55,7.61,7.86
1614643200,60-79,125,22.35,17.86
1614643200,80+,108,60.28,15.43
1614729600,00+,287,13.54,41.00
1614729600,00-04,2,2.28,0.29
1614729600,05-14,0,0.00,0.00
1614729600,15-34,8,2.07,1.14
1614729600,35-59,48,6.64,6.86
1614729600,60-79,127,22.70,18.14
1614729600,80+,102,56.93,14.57
1614816000,00+,273,12.88,39.00
1614816000,00-04,2,2.28,0.29
1614816000,05-14,0,0.00,0.00
1614816000,15-34,10,2.58,1.43
1614816000,35-59,44,6.09,6.29
1614816000,60-79,123,21.99,17.57
1614816000,80+,94,52.46,13.43
1614902400,00+,262,12.36,37.43
1614902400,00-04,2,2.28,0.29
1614902400,05-14,0,0.00,0.00
1614902400,15-34,12,3.10,1.71
1614902400,35-59,46,6.36,6.57
1614902400,60-79,113,20.20,16.14
1614902400,80+,89,49.67,12.71
1614988800,00+,234,11.04,33.43
1614988800,00-04,2,2.28,0.29
1614988800,05-14,0,0.00,0.00
1614988800,15-34,9,2.32,1.29
1614988800,35-59,41,5.67,5.86
1614988800,60-79,105,18.77,15.00
1614988800,80+,77,42.98,11.00
1615075200,00+,234,11.04,33.43
1615075200,00-04,2,2.28,0.29
1615075200,05-14,0,0.00,0.00
1615075200,15-34,11,2.84,1.57
1615075200,35-59,45,6.23,6.43
1615075200,60-79,99,17.70,14.14
1615075200,80+,77,42.98,11.00
1615161600,00+,241,11.37,34.43
1615161600,00-04,3,3.42,0.43
1615161600,05-14,0,0.00,0.00
1615161600,15-34,10,2.58,1.43
1615161600,35-59,43,5.95,6.14
1615161600,60-79,103,18.41,14.71
1615161600,80+,82,45.77,11.71
1615248000,00+,236,11.13,33.71
1615248000,00-04,3,3.42,0.43
1615248000,05-14,0,0.00,0.00
1615248000,15-34,9,2.32,1.29
1615248000,35-59,40,5.53,5.71
1615248000,60-79,97,17.34,13.86
1615248000,80+,87,48.56,12.43
1615334400,00+,250,11.79,35.71
1615334400,00-04,3,3.42,0.43
1615334400,05-14,0,0.00,0.00
1615334400,15-34,10,2.58,1.43
1615334400,35-59,42,5.81,6.00
1615334400,60-79,102,18.23,14.57
1615334400,80+,93,51.91,13.29
1615420800,00+,252,11.89,36.00
1615420800,00-04,4,4.56,0.57
1615420800,05-14,0,0.00,0.00
1615420800,15-34,9,2.32,1.29
1615420800,35-59,45,6.23,6.43
1615420800,60-79,95,16.98,13.57
1615420800,80+,99,55.25,14.14
1615507200,00+,261,12.31,37.29
1615507200,00-04,5,5.70,0.71
1615507200,05-14,0,0.00,0.00
1615507200,15-34,9,2.32,1.29
1615507200,35-59,48,6.64,6.86
1615507200,60-79,96,17.16,13.71
1615507200,80+,103,57.49,14.71
1615593600,00+,262,12.36,37.43
1615593600,00-04,4,4.56,0.57
1615593600,05-14,0,0.00,0.00
1615593600,15-34,9,2.32,1.29
1615593600,35-59,47,6.50,6.71
1615593600,60-79,91,16.27,13.00
1615593600,80+,111,61.95,15.86
1615680000,00+,274,12.92,39.14
1615680000,00-04,4,4.56,0.57
1615680000,05-14,0,0.00,0.00
1615680000,15-34,10,2.58,1.43
1615680000,35-59,48,6.64,6.86
1615680000,60-79,98,17.52,14.00
1615680000,80+,114,63.63,16.29
1615766400,00+,277,13.06,39.57
1615766400,00-04,3,3.42,0.43
1615766400,05-14,0,0.00,0.00
1615766400,15-34,11,2.84,1.57
1615766400,35-59,51,7.06,7.29
1615766400,60-79,97,17.34,13.86
1615766400,80+,115,64.18,16.43
1615852800,00+,290,13.68,41.43
1615852800,00-04,4,4.56,0.57
1615852800,05-14,0,0.00,0.00
1615852800,15-34,12,3.10,1.71
1615852800,35-59,55,7.61,7.86
1615852800,60-79,106,18.95,15.14
1615852800,80+,113,63.07,16.14
1615939200,00+,290,13.68,41.43
1615939200,00-04,3,3.42,0.43
1615939200,05-14,1,0.54,0.14
1615939200,15-34,13,3.36,1.86
1615939200,35-59,59,8.16,8.43
1615939200,60-79,103,18.41,14.71
1615939200,80+,111,61.95,15.86
1616025600,00+,298,14.06,42.57
1616025600,00-04,2,2.28,0.29
1616025600,05-14,1,0.54,0.14
1616025600,15-34,14,3.62,2.00
1616025600,35-59,61,8.44,8.71
1616025600,60-79,115,20.56,16.43
1616025600,80+,105,58.60,15.00
1616112000,00+,299,14.10,42.71
1616112000,00-04,3,3.42,0.43
1616112000,05-14,2,1.09,0.29
1616112000,15-34,12,3.10,1.71
1616112000,35-59,64,8.86,9.14
1616112000,60-79,121,21.63,17.29
1616112000,80+,97,54.14,13.86
1616198400,00+,321,15.14,45.86
1616198400,00-04,5,5.70,0.71
1616198400,05-14,2,1.09,0.29
1616198400,15-34,11,2.84,1.57
1616198400,35-59,70,9.69,10.00
1616198400,60-79,142,25.39,20.29
1616198400,80+,91,50.79,13.00
1616284800,00+,309,14.57,44.14
1616284800,00-04,7,7.98,1.00
1616284800,05-14,2,1.09,0.29
1616284800,15-34,8,2.07,1.14
1616284800,35-59,67,9.27,9.57
1616284800,60-79,140,25.03,20.00
1616284800,80+,85,47.44,12.14
1616371200,00+,320,15.09,45.71
1616371200,00-04,7,7.98,1.00
1616371200,05-14,2,1.09,0.29
1616371200,15-34,8,2.07,1.14
1616371200,35-59,67,9.27,9.57
1616371200,60-79,145,25.92,20.71
1616371200,80+,91,50.79,13.00
1616457600,00+,327,15.42,46.71
1616457600,00-04,6,6.84,0.86
1616457600,05-14,3,1.63,0.43
1616457600,15-34,9,2.32,1.29
1616457600,35-59,69,9.55,9.86
1616457600,60-79,152,27.17,21.71
1616457600,80+,88,49.12,12.57
1616544000,00+,346,16.32,49.43
1616544000,00-04,6,6.84,0.86
1616544000,05-14,2,1.09,0.29
1616544000,15-34,7,1.81,1.00
1616544000,35-59,71,9.82,10.14
1616544000,60-79,163,29.14,23.29
1616544000,80+,97,54.14,13.86
1616630400,00+,349,16.46,49.86
1616630400,00-04,6,6.84,0.86
1616630400,05-14,2,1.09,0.29
1616630400,15-34,6,1.55,0.86
1616630400,35-59,69,9.55,9.86
1616630400,60-79,164,29.32,23.43
1616630400,80+,102,56.93,14.57
1616716800,00+,365,17.22,52.14
1616716800,00-04,5,5.70,0.71
1616716800,05-14,1,0.54,0.14
1616716800,15-34,8,2.07,1.14
1616716800,35-59,68,9.41,9.71
1616716800,60-79,171,30.57,24.43
1616716800,80+,112,62.51,16.00
1616803200,00+,372,17.55,53.14
1616803200,00-04,5,5.70,0.71
1616803200,05-14,2,1.09,0.29
1616803200,15-34,11,2.84,1.57
1616803200,35-59,67,9.27,9.57
1616803200,60-79,170,30.39,24.29
1616803200,80+,117,65.30,16.71
1616889600,00+,388,18.30,55.43
1616889600,00-04,3,3.42,0.43
1616889600,05-14,2,1.09,0.29
1616889600,15-34,11,2.84,1.57
1616889600,35-59,78,10.79,11.14
1616889600,60-79,171,30.57,24.43
1616889600,80+,123,68.65,17.57
1616976000,00+,403,19.01,57.57
1616976000,00-04,7,7.98,1.00
1616976000,05-14,2,1.09,0.29
1616976000,15-34,16,4.13,2.29
1616976000,35-59,84,11.62,12.00
1616976000,60-79,175,31.28,25.00
1616976000,80+,119,66.42,17.00
1617062400,00+,406,19.15,58.00
1617062400,00-04,7,7.98,1.00
1617062400,05-14,2,1.09,0.29
1617062400,15-34,20,5.16,2.86
1617062400,35-59,83,11.48,11.86
1617062400,60-79,173,30.93,24.71
1617062400,80+,121,67.53,17.29
1617148800,00+,413,19.48,59.00
1617148800,00-04,10,11.41,1.43
1617148800,05-14,3,1.63,0.43
1617148800,15-34,20,5.16,2.86
1617148800,35-59,84,11.62,12.00
1617148800,60-79,183,32.72,26.14
1617148800,80+,113,63.07,16.14
1617235200,00+,421,19.86,60.14
1617235200,00-04,10,11.41,1.43
1617235200,05-14,3,1.63,0.43
1617235200,15-34,23,5.94,3.29
1617235200,35-59,85,11.76,12.14
1617235200,60-79,185,33.07,26.43
1617235200,80+,115,64.18,16.43
1617321600,00+,450,21.22,64.29
1617321600,00-04,10,11.41,1.43
1617321600,05-14,4,2.17,0.57
1617321600,15-34,27,6.97,3.86
1617321600,35-59,101,13.98,14.43
1617321600,60-79,201,35.93,28.71
1617321600,80+,107,59.72,15.29
1617408000,00+,442,20.85,63.14
1617408000,00-04,8,9.13,1.14
1617408000,05-14,3,1.63,0.43
1617408000,15-34,25,6.46,3.57
1617408000,35-59,107,14.81,15.29
1617408000,60-79,199,35.58,28.43
1617408000,80+,100,55.81,14.29
1617494400,00+,440,20.75,62.86
1617494400,00-04,9,10.27,1.29
1617494400,05-14,4,2.17,0.57
1617494400,15-34,26,6.71,3.71
1617494400,35-59,96,13.28,13.71
1617494400,60-79,206,36.83,29.43
1617494400,80+,99,55.25,14.14
1617580800,00+,416,19.62,59.43
1617580800,00-04,5,5.70,0.71
1617580800,05-14,4,2.17,0.57
1617580800,15-34,20,5.16,2.86
1617580800,35-59,92,12.73,13.14
1617580800,60-79,200,35.75,28.57
1617580800,80+,95,53.02,13.57
1617667200,00+,399,18.82,57.00
1617667200,00-04,5,5.70,0.71
1617667200,05-14,4,2.17,0.57
1617667200,15-34,15,3.87,2.14
1617667200,35-59,93,12.87,13.29
1617667200,60-79,192,34.32,27.43
1617667200,80+,90,50.23,12.86
1617753600,00+,375,17.69,53.57
1617753600,00-04,3,3.42,0.43
1617753600,05-14,4,2.17,0.57
1617753600,15-34,16,4.13,2.29
1617753600,35-59,92,12.73,13.14
1617753600,60-79,171,30.57,24.43
1617753600,80+,89,49.67,12.71
1617840000,00+,399,18.82,57.00
1617840000,00-04,6,6.84,0.86
1617840000,05-14,4,2.17,0.57
1617840000,15-34,16,4.13,2.29
1617840000,35-59,104,14.39,14.86
1617840000,60-79,185,33.07,26.43
1617840000,80+,84,46.88,12.00
1617926400,00+,376,17.73,53.71
1617926400,00-04,5,5.70,0.71
1617926400,05-14,4,2.17,0.57
1617926400,15-34,12,3.10,1.71
1617926400,35-59,91,12.59,13.00
1617926400,60-79,183,32.72,26.14
1617926400,80+,81,45.21,11.57
1618012800,00+,388,18.30,55.43
1618012800,00-04,5,5.70,0.71
1618012800,05-14,4,2.17,0.57
1618012800,15-34,16,4.13,2.29
1618012800,35-59,91,12.59,13.00
1618012800,60-79,187,33.43,26.71
1618012800,80+,85,47.44,12.14
1618099200,00+,381,17.97,54.43
1618099200,00-04,4,4.56,0.57
1618099200,05-14,3,1.63,0.43
1618099200,15-34,16,4.13,2.29
1618099200,35-59,97,13.42,13.86
1618099200,60-79,180,32.18,25.71
1618099200,80+,81,45.21,11.57
1618185600,00+,387,18.25,55.29
1618185600,00-04,4,4.56,0.57
1618185600,05-14,3,1.63,0.43
1618185600,15-34,16,4.13,2.29
1618185600,35-59,96,13.28,13.71
1618185600,60-79,183,32.72,26.14
1618185600,80+,85,47.44,12.14
1618272000,00+,416,19.62,59.43
1618272000,00-04,5,5.70,0.71
1618272000,05-14,2,1.09,0.29
1618272000,15-34,17,4.39,2.43
1618272000,35-59,97,13.42,13.86
1618272000,60-79,200,35.75,28.57
1618272000,80+,95,53.02,13.57
1618358400,00+,417,19.67,59.57
1618358400,00-04,4,4.56,0.57
1618358400,05-14,1,0.54,0.14
1618358400,15-34,20,5.16,2.86
1618358400,35-59,92,12.73,13.14
1618358400,60-79,206,36.83,29.43
1618358400,80+,94,52.46,13.43
1618444800,00+,404,19.05,57.71
1618444800,00-04,1,1.14,0.14
1618444800,05-14,1,0.54,0.14
1618444800,15-34,17,4.39,2.43
1618444800,35-59,83,11.48,11.86
1618444800,60-79,202,36.11,28.86
1618444800,80+,100,55.81,14.29
1618531200,00+,398,18.77,56.86
1618531200,00-04,1,1.14,0.14
1618531200,05-14,0,0.00,0.00
1618531200,15-34,19,4.91,2.71
1618531200,35-59,83,11.48,11.86
1618531200,60-79,187,33.43,26.71
1618531200,80+,108,60.28,15.43
1618617600,00+,386,18.21,55.14
1618617600,00-04,1,1.14,0.14
1618617600,05-14,0,0.00,0.00
1618617600,15-34,14,3.62,2.00
1618617600,35-59,80,11.07,11.43
1618617600,60-79,175,31.28,25.00
1618617600,80+,116,64.74,16.57
1618704000,00+,383,18.06,54.71
1618704000,00-04,1,1.14,0.14
1618704000,05-14,1,0.54,0.14
1618704000,15-34,17,4.39,2.43
1618704000,35-59,79,10.93,11.29
1618704000,60-79,169,30.21,24.14
1618704000,80+,116,64.74,16.57
1618790400,00+,378,17.83,54.00
1618790400,00-04,1,1.14,0.14
1618790400,05-14,1,0.54,0.14
1618790400,15-34,19,4.91,2.71
1618790400,35-59,81,11.21,11.57
1618790400,60-79,165,29.50,23.57
1618790400,80+,111,61.95,15.86
1618876800,00+,362,17.07,51.71
1618876800,00-04,0,0.00,0.00
1618876800,05-14,1,0.54,0.14
1618876800,15-34,20,5.16,2.86
1618876800,35-59,77,10.65,11.00
1618876800,60-79,158,28.25,22.57
1618876800,80+,106,59.16,15.14
1618963200,00+,356,16.79,50.86
1618963200,00-04,1,1.14,0.14
1618963200,05-14,1,0.54,0.14
1618963200,15-34,16,4.13,2.29
1618963200,35-59,71,9.82,10.14
1618963200,60-79,167,29.85,23.86
1618963200,80+,100,55.81,14.29
1619049600,00+,345,16.27,49.29
1619049600,00-04,1,1.14,0.14
1619049600,05-14,1,0.54,0.14
1619049600,15-34,18,4.65,2.57
1619049600,35-59,73,10.10,10.43
1619049600,60-79,158,28.25,22.57
1619049600,80+,94,52.46,13.43
1619136000,00+,335,15.80,47.86
1619136000,00-04,3,3.42,0.43
1619136000,05-14,1,0.54,0.14
1619136000,15-34,18,4.65,2.57
1619136000,35-59,71,9.82,10.14
1619136000,60-79,153,27.35,21.86
1619136000,80+,89,49.67,12.71
1619222400,00+,331,15.61,47.29
1619222400,00-04,3,3.42,0.43
1619222400,05-14,1,0.54,0.14
1619222400,15-34,20,5.16,2.86
1619222400,35-59,69,9.55,9.86
1619222400,60-79,155,27.71,22.14
1619222400,80+,83,46.32,11.86
1619308800,00+,334,15.75,47.71
1619308800,00-04,3,3.42,0.43
1619308800,05-14,1,0.54,0.14
1619308800,15-34,18,4.65,2.57
1619308800,35-59,67,9.27,9.57
1619308800,60-79,158,28.25,22.57
1619308800,80+,87,48.56,12.43
1619395200,00+,327,15.42,46.71
1619395200,00-04,3,3.42,0.43
1619395200,05-14,1,0.54,0.14
1619395200,15-34,17,4.39,2.43
1619395200,35-59,67,9.27,9.57
1619395200,60-79,155,27.71,22.14
1619395200,80+,84,46.88,12.00
1619481600,00+,308,14.53,44.00
1619481600,00-04,3,3.42,0.43
1619481600,05-14,1,0.54,0.14
1619481600,15-34,16,4.13,2.29
1619481600,35-59,68,9.41,9.71
1619481600,60-79,147,26.28,21.00
1619481600,80+,73,40.74,10.43
1619568000,00+,302,14.24,43.14
1619568000,00-04,2,2.28,0.29
