Meldedatum,Landkreis,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
1588377600,LK Saale-Orla-Kreis,126,114,12,0,0,0
1588464000,LK Saale-Orla-Kreis,126,114,12,0,0,0
1588550400,LK Saale-Orla-Kreis,126,114,12,0,0,0
1588636800,LK Saale-Orla-Kreis,129,117,12,3,3,0
1588723200,LK Saale-Orla-Kreis,131,119,12,2,2,0
1588809600,LK Saale-Orla-Kreis,131,119,12,0,0,0
1588896000,LK Saale-Orla-Kreis,132,120,12,1,1,0
1588982400,LK Saale-Orla-Kreis,132,120,12,0,0,0
1589068800,LK Saale-Orla-Kreis,133,120,12,1,0,0
1589155200,LK Saale-Orla-Kreis,135,122,12,2,2,0
1589241600,LK Saale-Orla-Kreis,135,122,12,0,0,0
1589328000,LK Saale-Orla-Kreis,136,123,12,1,1,0
1589414400,LK Saale-Orla-Kreis,137,124,12,1,1,0
1589500800,LK Saale-Orla-Kreis,138,125,12,1,1,0
1589587200,LK Saale-Orla-Kreis,140,127,12,2,2,0
1589673600,LK Saale-Orla-Kreis,140,127,12,0,0,0
1589760000,LK Saale-Orla-Kreis,140,127,12,0,0,0
1589846400,LK Saale-Orla-Kreis,143,130,12,3,3,0
1589932800,LK Saale-Orla-Kreis,143,130,12,0,0,0
1590019200,LK Saale-Orla-Kreis,143,130,12,0,0,0
1590105600,LK Saale-Orla-Kreis,144,131,12,1,1,0
1590192000,LK Saale-Orla-Kreis,144,131,12,0,0,0
1590278400,LK Saale-Orla-Kreis,144,131,12,0,0,0
1590364800,LK Saale-Orla-Kreis,144,131,12,0,0,0
1590451200,LK Saale-Orla-Kreis,146,131,12,2,0,0
1590537600,LK Saale-Orla-Kreis,146,131,12,0,0,0
1590624000,LK Saale-Orla-Kreis,147,131,12,1,0,0
1590710400,LK Saale-Orla-Kreis,147,131,12,0,0,0
1590796800,LK Saale-Orla-Kreis,147,131,12,0,0,0
1590883200,LK Saale-Orla-Kreis,147,131,12,0,0,0
1590969600,LK Saale-Orla-Kreis,147,131,12,0,0,0
1591056000,LK Saale-Orla-Kreis,149,131,12,2,0,0
1591142400,LK Saale-Orla-Kreis,149,131,12,0,0,0
1591228800,LK Saale-Orla-Kreis,149,131,12,0,0,0
1580169600,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1580256000,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1580342400,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1580428800,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1580515200,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1580601600,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1580688000,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1580774400,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1580860800,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1580947200,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1581033600,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1581120000,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1581206400,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1581292800,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1581379200,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1581465600,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1581552000,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1581638400,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1581724800,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1581811200,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1581897600,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1581984000,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1582070400,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1582156800,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1582243200,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1582329600,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1582416000,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1582502400,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1582588800,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1582675200,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1582761600,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1582848000,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1582934400,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1583020800,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1583107200,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1583193600,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1583280000,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1583366400,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1583452800,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1583539200,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1583625600,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1583712000,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1583798400,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1583884800,LK Saalfeld-Rudolstadt,0,0,0,0,0,0
1583971200,LK Saalfeld-Rudolstadt,5,5,0,5,5,0
1584057600,LK Saalfeld-Rudolstadt,5,5,0,0,0,0
1584144000,LK Saalfeld-Rudolstadt,5,5,0,0,0,0
1584230400,LK Saalfeld-Rudolstadt,5,5,0,0,0,0
1584316800,LK Saalfeld-Rudolstadt,5,5,0,0,0,0
1584403200,LK Saalfeld-Rudolstadt,5,5,0,0,0,0
1584489600,LK Saalfeld-Rudolstadt,11,11,0,6,6,0
1584576000,LK Saalfeld-Rudolstadt,12,12,0,1,1,0
1584662400,LK Saalfeld-Rudolstadt,17,17,0,5,5,0
1584748800,LK Saalfeld-Rudolstadt,17,17,0,0,0,0
1584835200,LK Saalfeld-Rudolstadt,17,17,0,0,0,0
1584921600,LK Saalfeld-Rudolstadt,18,18,0,1,1,0
1585008000,LK Saalfeld-Rudolstadt,22,22,0,4,4,0
1585094400,LK Saalfeld-Rudolstadt,29,29,0,7,7,0
1585180800,LK Saalfeld-Rudolstadt,33,33,0,4,4,0
1585267200,LK Saalfeld-Rudolstadt,33,33,0,0,0,0
1585353600,LK Saalfeld-Rudolstadt,36,36,0,3,3,0
1585440000,LK Saalfeld-Rudolstadt,38,38,0,2,2,0
1585526400,LK Saalfeld-Rudolstadt,39,39,0,1,1,0
1585612800,LK Saalfeld-Rudolstadt,43,43,0,4,4,0
1585699200,LK Saalfeld-Rudolstadt,47,47,0,4,4,0
1585785600,LK Saalfeld-Rudolstadt,48,48,0,1,1,0
1585872000,LK Saalfeld-Rudolstadt,50,50,0,2,2,0
1585958400,LK Saalfeld-Rudolstadt,51,51,0,1,1,0
1586044800,LK Saalfeld-Rudolstadt,51,51,0,0,0,0
1586131200,LK Saalfeld-Rudolstadt,51,51,0,0,0,0
1586217600,LK Saalfeld-Rudolstadt,52,52,0,1,1,0
1586304000,LK Saalfeld-Rudolstadt,54,54,0,2,2,0
1586390400,LK Saalfeld-Rudolstadt,54,54,0,0,0,0
1586476800,LK Saalfeld-Rudolstadt,54,54,0,0,0,0
1586563200,LK Saalfeld-Rudolstadt,54,54,0,0,0,0
1586649600,LK Saalfeld-Rudolstadt,54,54,0,0,0,0
1586736000,LK Saalfeld-Rudolstadt,54,54,0,0,0,0
1586822400,LK Saalfeld-Rudolstadt,54,54,0,0,0,0
1586908800,LK Saalfeld-Rudolstadt,54,54,0,0,0,0
1586995200,LK Saalfeld-Rudolstadt,54,54,0,0,0,0
1587081600,LK Saalfeld-Rudolstadt,54,54,0,0,0,0
1587168000,LK Saalfeld-Rudolstadt,54,54,0,0,0,0
1587254400,LK Saalfeld-Rudolstadt,54,54,0,0,0,0
1587340800,LK Saalfeld-Rudolstadt,54,54,0,0,0,0
1587427200,LK Saalfeld-Rudolstadt,56,56,0,2,2,0
1587513600,LK Saalfeld-Rudolstadt,56,56,0,0,0,0
1587600000,LK Saalfeld-Rudolstadt,57,57,0,1,1,0
1587686400,LK Saalfeld-Rudolstadt,58,58,0,1,1,0
1587772800,LK Saalfeld-Rudolstadt,58,58,0,0,0,0
1587859200,LK Saalfeld-Rudolstadt,58,58,0,0,0,0
1587945600,LK Saalfeld-Rudolstadt,59,59,0,1,1,0
1588032000,LK Saalfeld-Rudolstadt,63,63,0,4,4,0
1588118400,LK Saalfeld-Rudolstadt,63,63,0,0,0,0
1588204800,LK Saalfeld-Rudolstadt,63,63,0,0,0,0
1588291200,LK Saalfeld-Rudolstadt,63,63,0,0,0,0
1588377600,LK Saalfeld-Rudolstadt,63,63,0,0,0,0
1588464000,LK Saalfeld-Rudolstadt,63,63,0,0,0,0
1588550400,LK Saalfeld-Rudolstadt,63,63,0,0,0,0
1588636800,LK Saalfeld-Rudolstadt,64,64,0,1,1,0
1588723200,LK Saalfeld-Rudolstadt,64,64,0,0,0,0
1588809600,LK Saalfeld-Rudolstadt,65,65,0,1,1,0
1588896000,LK Saalfeld-Rudolstadt,65,65,0,0,0,0
1588982400,LK Saalfeld-Rudolstadt,65,65,0,0,0,0
1589068800,LK Saalfeld-Rudolstadt,65,65,0,0,0,0
1589155200,LK Saalfeld-Rudolstadt,65,65,0,0,0,0
1589241600,LK Saalfeld-Rudolstadt,66,66,0,1,1,0
1589328000,LK Saalfeld-Rudolstadt,66,66,0,0,0,0
1589414400,LK Saalfeld-Rudolstadt,66,66,0,0,0,0
1589500800,LK Saalfeld-Rudolstadt,67,66,0,1,0,0
1589587200,LK Saalfeld-Rudolstadt,69,66,0,2,0,0
1589673600,LK Saalfeld-Rudolstadt,69,66,0,0,0,0
1589760000,LK Saalfeld-Rudolstadt,69,66,0,0,0,0
1589846400,LK Saalfeld-Rudolstadt,69,66,0,0,0,0
1589932800,LK Saalfeld-Rudolstadt,69,66,0,0,0,0
1590019200,LK Saalfeld-Rudolstadt,69,66,0,0,0,0
1590105600,LK Saalfeld-Rudolstadt,69,66,0,0,0,0
1590192000,LK Saalfeld-Rudolstadt,69,66,0,0,0,0
1590278400,LK Saalfeld-Rudolstadt,69,66,0,0,0,0
1590364800,LK Saalfeld-Rudolstadt,69,66,0,0,0,0
1590451200,LK Saalfeld-Rudolstadt,69,66,0,0,0,0
1590537600,LK Saalfeld-Rudolstadt,70,67,0,1,1,0
1590624000,LK Saalfeld-Rudolstadt,71,67,0,1,0,0
1590710400,LK Saalfeld-Rudolstadt,71,67,0,0,0,0
1590796800,LK Saalfeld-Rudolstadt,71,67,0,0,0,0
1590883200,LK Saalfeld-Rudolstadt,71,67,0,0,0,0
1590969600,LK Saalfeld-Rudolstadt,71,67,0,0,0,0
1591056000,LK Saalfeld-Rudolstadt,71,67,0,0,0,0
1591142400,LK Saalfeld-Rudolstadt,71,67,0,0,0,0
1591228800,LK Saalfeld-Rudolstadt,71,67,0,0,0,0
1580169600,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1580256000,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1580342400,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1580428800,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1580515200,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1580601600,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1580688000,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1580774400,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1580860800,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1580947200,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1581033600,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1581120000,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1581206400,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1581292800,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1581379200,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1581465600,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1581552000,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1581638400,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1581724800,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1581811200,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1581897600,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1581984000,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1582070400,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1582156800,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1582243200,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1582329600,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1582416000,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1582502400,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1582588800,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1582675200,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1582761600,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1582848000,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1582934400,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1583020800,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1583107200,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1583193600,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1583280000,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1583366400,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1583452800,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1583539200,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1583625600,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1583712000,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1583798400,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1583884800,LK Schmalkalden-Meiningen,0,0,0,0,0,0
1583971200,LK Schmalkalden-Meiningen,1,1,0,1,1,0
1584057600,LK Schmalkalden-Meiningen,2,2,0,1,1,0
1584144000,LK Schmalkalden-Meiningen,2,2,0,0,0,0
1584230400,LK Schmalkalden-Meiningen,2,2,0,0,0,0
1584316800,LK Schmalkalden-Meiningen,2,2,0,0,0,0
1584403200,LK Schmalkalden-Meiningen,5,5,0,3,3,0
1584489600,LK Schmalkalden-Meiningen,8,8,0,3,3,0
1584576000,LK Schmalkalden-Meiningen,11,11,0,3,3,0
1584662400,LK Schmalkalden-Meiningen,15,15,0,4,4,0
1584748800,LK Schmalkalden-Meiningen,15,15,0,0,0,0
1584835200,LK Schmalkalden-Meiningen,15,15,0,0,0,0
1584921600,LK Schmalkalden-Meiningen,17,17,0,2,2,0
1585008000,LK Schmalkalden-Meiningen,21,21,0,4,4,0
1585094400,LK Schmalkalden-Meiningen,23,23,0,2,2,0
1585180800,LK Schmalkalden-Meiningen,27,27,0,4,4,0
1585267200,LK Schmalkalden-Meiningen,30,30,0,3,3,0
1585353600,LK Schmalkalden-Meiningen,31,31,0,1,1,0
1585440000,LK Schmalkalden-Meiningen,31,31,0,0,0,0
1585526400,LK Schmalkalden-Meiningen,31,31,0,0,0,0
1585612800,LK Schmalkalden-Meiningen,33,33,0,2,2,0
1585699200,LK Schmalkalden-Meiningen,33,33,0,0,0,0
1585785600,LK Schmalkalden-Meiningen,34,34,0,1,1,0
1585872000,LK Schmalkalden-Meiningen,35,35,0,1,1,0
1585958400,LK Schmalkalden-Meiningen,37,37,0,2,2,0
1586044800,LK Schmalkalden-Meiningen,37,37,0,0,0,0
1586131200,LK Schmalkalden-Meiningen,37,37,0,0,0,0
1586217600,LK Schmalkalden-Meiningen,43,43,0,6,6,0
1586304000,LK Schmalkalden-Meiningen,49,49,0,6,6,0
1586390400,LK Schmalkalden-Meiningen,53,53,0,4,4,0
1586476800,LK Schmalkalden-Meiningen,55,53,2,2,0,2
1586563200,LK Schmalkalden-Meiningen,55,53,2,0,0,0
1586649600,LK Schmalkalden-Meiningen,55,53,2,0,0,0
1586736000,LK Schmalkalden-Meiningen,57,55,2,2,2,0
1586822400,LK Schmalkalden-Meiningen,61,59,2,4,4,0
1586908800,LK Schmalkalden-Meiningen,66,64,2,5,5,0
1586995200,LK Schmalkalden-Meiningen,70,68,2,4,4,0
1587081600,LK Schmalkalden-Meiningen,71,69,2,1,1,0
1587168000,LK Schmalkalden-Meiningen,73,71,2,2,2,0
1587254400,LK Schmalkalden-Meiningen,73,71,2,0,0,0
1587340800,LK Schmalkalden-Meiningen,75,72,3,2,1,1
1587427200,LK Schmalkalden-Meiningen,76,73,3,1,1,0
1587513600,LK Schmalkalden-Meiningen,82,79,3,6,6,0
1587600000,LK Schmalkalden-Meiningen,88,85,3,6,6,0
1587686400,LK Schmalkalden-Meiningen,90,87,3,2,2,0
1587772800,LK Schmalkalden-Meiningen,90,87,3,0,0,0
1587859200,LK Schmalkalden-Meiningen,90,87,3,0,0,0
1587945600,LK Schmalkalden-Meiningen,92,89,3,2,2,0
1588032000,LK Schmalkalden-Meiningen,94,91,3,2,2,0
1588118400,LK Schmalkalden-Meiningen,96,93,3,2,2,0
1588204800,LK Schmalkalden-Meiningen,99,96,3,3,3,0
1588291200,LK Schmalkalden-Meiningen,99,96,3,0,0,0
1588377600,LK Schmalkalden-Meiningen,99,96,3,0,0,0
1588464000,LK Schmalkalden-Meiningen,99,96,3,0,0,0
1588550400,LK Schmalkalden-Meiningen,99,96,3,0,0,0
1588636800,LK Schmalkalden-Meiningen,103,100,3,4,4,0
1588723200,LK Schmalkalden-Meiningen,105,102,3,2,2,0
1588809600,LK Schmalkalden-Meiningen,107,104,3,2,2,0
1588896000,LK Schmalkalden-Meiningen,110,107,3,3,3,0
1588982400,LK Schmalkalden-Meiningen,112,109,3,2,2,0
1589068800,LK Schmalkalden-Meiningen,112,109,3,0,0,0
1589155200,LK Schmalkalden-Meiningen,114,109,3,2,0,0
1589241600,LK Schmalkalden-Meiningen,115,109,3,1,0,0
1589328000,LK Schmalkalden-Meiningen,115,109,3,0,0,0
1589414400,LK Schmalkalden-Meiningen,118,111,3,3,2,0
1589500800,LK Schmalkalden-Meiningen,119,112,3,1,1,0
1589587200,LK Schmalkalden-Meiningen,119,112,3,0,0,0
1589673600,LK Schmalkalden-Meiningen,120,113,3,1,1,0
1589760000,LK Schmalkalden-Meiningen,120,113,3,0,0,0
1589846400,LK Schmalkalden-Meiningen,121,114,3,1,1,0
1589932800,LK Schmalkalden-Meiningen,122,115,3,1,1,0
1590019200,LK Schmalkalden-Meiningen,122,115,3,0,0,0
1590105600,LK Schmalkalden-Meiningen,122,115,3,0,0,0
1590192000,LK Schmalkalden-Meiningen,124,115,3,2,0,0
1590278400,LK Schmalkalden-Meiningen,124,115,3,0,0,0
1590364800,LK Schmalkalden-Meiningen,125,115,3,1,0,0
1590451200,LK Schmalkalden-Meiningen,129,118,3,4,3,0
1590537600,LK Schmalkalden-Meiningen,130,118,3,1,0,0
1590624000,LK Schmalkalden-Meiningen,131,118,3,1,0,0
1590710400,LK Schmalkalden-Meiningen,133,118,3,2,0,0
1590796800,LK Schmalkalden-Meiningen,134,118,3,1,0,0
1590883200,LK Schmalkalden-Meiningen,135,118,3,1,0,0
1590969600,LK Schmalkalden-Meiningen,135,118,3,0,0,0
1591056000,LK Schmalkalden-Meiningen,136,118,3,1,0,0
1591142400,LK Schmalkalden-Meiningen,136,118,3,0,0,0
1591228800,LK Schmalkalden-Meiningen,138,118,3,2,0,0
1580169600,LK Sömmerda,0,0,0,0,0,0
1580256000,LK Sömmerda,0,0,0,0,0,0
1580342400,LK Sömmerda,0,0,0,0,0,0
1580428800,LK Sömmerda,0,0,0,0,0,0
1580515200,LK Sömmerda,0,0,0,0,0,0
1580601600,LK Sömmerda,0,0,0,0,0,0
1580688000,LK Sömmerda,0,0,0,0,0,0
1580774400,LK Sömmerda,0,0,0,0,0,0
1580860800,LK Sömmerda,0,0,0,0,0,0
1580947200,LK Sömmerda,0,0,0,0,0,0
1581033600,LK Sömmerda,0,0,0,0,0,0
1581120000,LK Sömmerda,0,0,0,0,0,0
1581206400,LK Sömmerda,0,0,0,0,0,0
1581292800,LK Sömmerda,0,0,0,0,0,0
1581379200,LK Sömmerda,0,0,0,0,0,0
1581465600,LK Sömmerda,0,0,0,0,0,0
1581552000,LK Sömmerda,0,0,0,0,0,0
1581638400,LK Sömmerda,0,0,0,0,0,0
1581724800,LK Sömmerda,0,0,0,0,0,0
1581811200,LK Sömmerda,0,0,0,0,0,0
1581897600,LK Sömmerda,0,0,0,0,0,0
1581984000,LK Sömmerda,0,0,0,0,0,0
1582070400,LK Sömmerda,0,0,0,0,0,0
1582156800,LK Sömmerda,0,0,0,0,0,0
1582243200,LK Sömmerda,0,0,0,0,0,0
1582329600,LK Sömmerda,0,0,0,0,0,0
1582416000,LK Sömmerda,0,0,0,0,0,0
1582502400,LK Sömmerda,0,0,0,0,0,0
1582588800,LK Sömmerda,0,0,0,0,0,0
1582675200,LK Sömmerda,0,0,0,0,0,0
1582761600,LK Sömmerda,0,0,0,0,0,0
1582848000,LK Sömmerda,0,0,0,0,0,0
1582934400,LK Sömmerda,0,0,0,0,0,0
1583020800,LK Sömmerda,0,0,0,0,0,0
1583107200,LK Sömmerda,0,0,0,0,0,0
1583193600,LK Sömmerda,0,0,0,0,0,0
1583280000,LK Sömmerda,0,0,0,0,0,0
1583366400,LK Sömmerda,0,0,0,0,0,0
1583452800,LK Sömmerda,0,0,0,0,0,0
1583539200,LK Sömmerda,0,0,0,0,0,0
1583625600,LK Sömmerda,0,0,0,0,0,0
1583712000,LK Sömmerda,0,0,0,0,0,0
1583798400,LK Sömmerda,0,0,0,0,0,0
1583884800,LK Sömmerda,0,0,0,0,0,0
1583971200,LK Sömmerda,0,0,0,0,0,0
1584057600,LK Sömmerda,0,0,0,0,0,0
1584144000,LK Sömmerda,0,0,0,0,0,0
1584230400,LK Sömmerda,0,0,0,0,0,0
1584316800,LK Sömmerda,0,0,0,0,0,0
1584403200,LK Sömmerda,0,0,0,0,0,0
1584489600,LK Sömmerda,0,0,0,0,0,0
1584576000,LK Sömmerda,2,2,0,2,2,0
1584662400,LK Sömmerda,3,3,0,1,1,0
1584748800,LK Sömmerda,4,4,0,1,1,0
1584835200,LK Sömmerda,6,6,0,2,2,0
1584921600,LK Sömmerda,8,8,0,2,2,0
1585008000,LK Sömmerda,9,9,0,1,1,0
1585094400,LK Sömmerda,13,13,0,4,4,0
1585180800,LK Sömmerda,19,19,0,6,6,0
1585267200,LK Sömmerda,22,22,0,3,3,0
1585353600,LK Sömmerda,22,22,0,0,0,0
1585440000,LK Sömmerda,22,22,0,0,0,0
1585526400,LK Sömmerda,22,22,0,0,0,0
1585612800,LK Sömmerda,23,23,0,1,1,0
1585699200,LK Sömmerda,26,26,0,3,3,0
1585785600,LK Sömmerda,28,28,0,2,2,0
1585872000,LK Sömmerda,28,28,0,0,0,0
1585958400,LK Sömmerda,28,28,0,0,0,0
1586044800,LK Sömmerda,29,28,1,1,0,1
1586131200,LK Sömmerda,29,28,1,0,0,0
1586217600,LK Sömmerda,30,29,1,1,1,0
1586304000,LK Sömmerda,31,30,1,1,1,0
1586390400,LK Sömmerda,32,31,1,1,1,0
1586476800,LK Sömmerda,32,31,1,0,0,0
1586563200,LK Sömmerda,32,31,1,0,0,0
1586649600,LK Sömmerda,32,31,1,0,0,0
1586736000,LK Sömmerda,32,31,1,0,0,0
1586822400,LK Sömmerda,32,31,1,0,0,0
1586908800,LK Sömmerda,32,31,1,0,0,0
1586995200,LK Sömmerda,33,32,1,1,1,0
1587081600,LK Sömmerda,33,32,1,0,0,0
1587168000,LK Sömmerda,33,32,1,0,0,0
1587254400,LK Sömmerda,33,32,1,0,0,0
1587340800,LK Sömmerda,33,32,1,0,0,0
1587427200,LK Sömmerda,36,35,1,3,3,0
1587513600,LK Sömmerda,36,35,1,0,0,0
1587600000,LK Sömmerda,36,35,1,0,0,0
1587686400,LK Sömmerda,36,35,1,0,0,0
1587772800,LK Sömmerda,36,35,1,0,0,0
1587859200,LK Sömmerda,36,35,1,0,0,0
1587945600,LK Sömmerda,36,35,1,0,0,0
1588032000,LK Sömmerda,36,35,1,0,0,0
1588118400,LK Sömmerda,36,35,1,0,0,0
1588204800,LK Sömmerda,36,35,1,0,0,0
1588291200,LK Sömmerda,37,36,1,1,1,0
1588377600,LK Sömmerda,37,36,1,0,0,0
1588464000,LK Sömmerda,37,36,1,0,0,0
1588550400,LK Sömmerda,37,36,1,0,0,0
1588636800,LK Sömmerda,37,36,1,0,0,0
1588723200,LK Sömmerda,37,36,1,0,0,0
1588809600,LK Sömmerda,37,36,1,0,0,0
1588896000,LK Sömmerda,37,36,1,0,0,0
1588982400,LK Sömmerda,37,36,1,0,0,0
1589068800,LK Sömmerda,37,36,1,0,0,0
1589155200,LK Sömmerda,37,36,1,0,0,0
1589241600,LK Sömmerda,37,36,1,0,0,0
1589328000,LK Sömmerda,37,36,1,0,0,0
1589414400,LK Sömmerda,37,36,1,0,0,0
1589500800,LK Sömmerda,37,36,1,0,0,0
1589587200,LK Sömmerda,37,36,1,0,0,0
1589673600,LK Sömmerda,37,36,1,0,0,0
1589760000,LK Sömmerda,37,36,1,0,0,0
1589846400,LK Sömmerda,37,36,1,0,0,0
1589932800,LK Sömmerda,37,36,1,0,0,0
1590019200,LK Sömmerda,37,36,1,0,0,0
1590105600,LK Sömmerda,37,36,1,0,0,0
1590192000,LK Sömmerda,37,36,1,0,0,0
1590278400,LK Sömmerda,37,36,1,0,0,0
1590364800,LK Sömmerda,37,36,1,0,0,0
1590451200,LK Sömmerda,37,36,1,0,0,0
1590537600,LK Sömmerda,37,36,1,0,0,0
1590624000,LK Sömmerda,37,36,1,0,0,0
1590710400,LK Sömmerda,37,36,1,0,0,0
1590796800,LK Sömmerda,37,36,1,0,0,0
1590883200,LK Sömmerda,37,36,1,0,0,0
1590969600,LK Sömmerda,37,36,1,0,0,0
1591056000,LK Sömmerda,37,36,1,0,0,0
1591142400,LK Sömmerda,37,36,1,0,0,0
1591228800,LK Sömmerda,37,36,1,0,0,0
1580169600,LK Sonneberg,0,0,0,0,0,0
1580256000,LK Sonneberg,0,0,0,0,0,0
1580342400,LK Sonneberg,0,0,0,0,0,0
1580428800,LK Sonneberg,0,0,0,0,0,0
1580515200,LK Sonneberg,0,0,0,0,0,0
1580601600,LK Sonneberg,0,0,0,0,0,0
1580688000,LK Sonneberg,0,0,0,0,0,0
1580774400,LK Sonneberg,0,0,0,0,0,0
1580860800,LK Sonneberg,0,0,0,0,0,0
1580947200,LK Sonneberg,0,0,0,0,0,0
1581033600,LK Sonneberg,0,0,0,0,0,0
1581120000,LK Sonneberg,0,0,0,0,0,0
1581206400,LK Sonneberg,0,0,0,0,0,0
1581292800,LK Sonneberg,0,0,0,0,0,0
1581379200,LK Sonneberg,0,0,0,0,0,0
1581465600,LK Sonneberg,0,0,0,0,0,0
1581552000,LK Sonneberg,0,0,0,0,0,0
1581638400,LK Sonneberg,0,0,0,0,0,0
1581724800,LK Sonneberg,0,0,0,0,0,0
1581811200,LK Sonneberg,0,0,0,0,0,0
1581897600,LK Sonneberg,0,0,0,0,0,0
1581984000,LK Sonneberg,0,0,0,0,0,0
1582070400,LK Sonneberg,0,0,0,0,0,0
1582156800,LK Sonneberg,0,0,0,0,0,0
1582243200,LK Sonneberg,0,0,0,0,0,0
1582329600,LK Sonneberg,0,0,0,0,0,0
1582416000,LK Sonneberg,0,0,0,0,0,0
1582502400,LK Sonneberg,0,0,0,0,0,0
1582588800,LK Sonneberg,0,0,0,0,0,0
1582675200,LK Sonneberg,0,0,0,0,0,0
1582761600,LK Sonneberg,0,0,0,0,0,0
1582848000,LK Sonneberg,0,0,0,0,0,0
