Impfdatum,LandkreisId_Impfort,Altersgruppe,Impfschutz,Anzahl
2020-12-27,16055,18-59,1,43
2020-12-27,16055,60+,1,59
2020-12-28,16055,18-59,1,65
2020-12-28,16055,60+,1,99
2020-12-29,16051,18-59,1,49
2020-12-29,16053,18-59,1,11
2020-12-29,16055,18-59,1,126
2020-12-29,16055,60+,1,315
2020-12-29,16056,18-59,1,44
2020-12-29,16056,60+,1,10
2020-12-29,16077,18-59,1,67
2020-12-30,16051,18-59,1,115
2020-12-30,16051,60+,1,14
2020-12-30,16052,18-59,1,55
2020-12-30,16052,60+,1,9
2020-12-30,16053,18-59,1,55
2020-12-30,16054,18-59,1,19
2020-12-30,16055,12-17,1,6
2020-12-30,16055,18-59,1,33
2020-12-30,16055,60+,1,93
2020-12-30,16056,18-59,1,251
2020-12-30,16056,60+,1,35
2020-12-30,16066,18-59,1,26
2020-12-30,16067,18-59,1,30
2020-12-30,16071,18-59,1,18
2020-12-30,16074,18-59,1,90
2020-12-30,16074,60+,1,10
2020-12-30,16077,18-59,1,217
2020-12-30,16077,60+,1,32
2020-12-31,16053,18-59,1,57
2020-12-31,16053,60+,1,7
2020-12-31,16056,18-59,1,24
2020-12-31,16056,60+,1,6
2020-12-31,16066,18-59,1,6
2020-12-31,16077,18-59,1,31
2020-12-31,16077,60+,1,40
2021-01-01,16053,18-59,1,56
2021-01-02,16053,18-59,1,60
2021-01-02,16053,60+,1,7
2021-01-03,16053,18-59,1,57
2021-01-04,16051,18-59,1,38
2021-01-04,16052,18-59,1,148
2021-01-04,16052,60+,1,13
2021-01-04,16053,18-59,1,118
2021-01-04,16053,60+,1,7
2021-01-04,16054,18-59,1,14
2021-01-04,16054,60+,1,8
2021-01-04,16055,18-59,1,113
2021-01-04,16055,60+,1,207
2021-01-04,16062,18-59,1,15
2021-01-04,16063,18-59,1,163
2021-01-04,16063,60+,1,31
2021-01-04,16067,60+,1,5
2021-01-04,16074,18-59,1,37
2021-01-04,16077,18-59,1,101
2021-01-04,16077,60+,1,11
2021-01-05,16051,18-59,1,236
2021-01-05,16051,60+,1,16
2021-01-05,16053,18-59,1,159
2021-01-05,16053,60+,1,9
2021-01-05,16054,18-59,1,22
2021-01-05,16054,60+,1,7
2021-01-05,16055,18-59,1,453
2021-01-05,16055,60+,1,172
2021-01-05,16062,18-59,1,212
2021-01-05,16062,60+,1,34
2021-01-05,16063,18-59,1,220
2021-01-05,16063,60+,1,29
2021-01-05,16064,18-59,1,47
2021-01-05,16064,60+,1,20
2021-01-05,16066,18-59,1,53
2021-01-05,16066,60+,1,7
2021-01-05,16067,18-59,1,49
2021-01-05,16071,18-59,1,27
2021-01-05,16071,60+,1,6
2021-01-05,16073,18-59,1,106
2021-01-05,16073,60+,1,18
2021-01-05,16074,18-59,1,73
2021-01-05,16074,60+,1,11
2021-01-05,16076,18-59,1,33
2021-01-05,16077,18-59,1,37
2021-01-06,16051,18-59,1,99
2021-01-06,16051,60+,1,8
2021-01-06,16052,18-59,1,145
2021-01-06,16052,60+,1,21
2021-01-06,16053,18-59,1,174
2021-01-06,16053,60+,1,15
2021-01-06,16054,18-59,1,27
2021-01-06,16055,12-17,1,5
2021-01-06,16055,18-59,1,618
2021-01-06,16055,60+,1,493
2021-01-06,16062,18-59,1,248
2021-01-06,16062,60+,1,32
2021-01-06,16063,18-59,1,146
2021-01-06,16063,60+,1,21
2021-01-06,16064,18-59,1,38
2021-01-06,16064,60+,1,9
2021-01-06,16067,18-59,1,34
2021-01-06,16067,60+,1,7
2021-01-06,16069,18-59,1,40
2021-01-06,16071,18-59,1,25
2021-01-06,16073,18-59,1,109
2021-01-06,16073,60+,1,11
2021-01-06,16074,18-59,1,69
2021-01-06,16074,60+,1,12
2021-01-06,16076,18-59,1,51
2021-01-06,16076,60+,1,11
2021-01-06,16077,18-59,1,24
2021-01-07,16051,18-59,1,51
2021-01-07,16051,60+,1,8
2021-01-07,16052,18-59,1,102
2021-01-07,16052,60+,1,11
2021-01-07,16053,18-59,1,173
2021-01-07,16053,60+,1,7
2021-01-07,16054,18-59,1,25
2021-01-07,16054,60+,1,8
2021-01-07,16055,18-59,1,389
2021-01-07,16055,60+,1,367
2021-01-07,16062,18-59,1,164
2021-01-07,16062,60+,1,21
2021-01-07,16063,18-59,1,55
2021-01-07,16063,60+,1,16
2021-01-07,16064,18-59,1,68
2021-01-07,16064,60+,1,14
2021-01-07,16066,18-59,1,65
2021-01-07,16067,18-59,1,38
2021-01-07,16067,60+,1,9
2021-01-07,16069,18-59,1,19
2021-01-07,16069,60+,1,5
2021-01-07,16071,18-59,1,36
2021-01-07,16071,60+,1,9
2021-01-07,16073,18-59,1,109
2021-01-07,16073,60+,1,11
2021-01-07,16074,18-59,1,74
2021-01-07,16074,60+,1,15
2021-01-07,16076,18-59,1,72
2021-01-07,16076,60+,1,22
2021-01-07,16077,18-59,1,16
2021-01-07,16077,60+,1,6
2021-01-08,16051,18-59,1,116
2021-01-08,16051,60+,1,10
2021-01-08,16052,18-59,1,61
2021-01-08,16053,18-59,1,171
2021-01-08,16053,60+,1,17
2021-01-08,16054,18-59,1,33
2021-01-08,16055,18-59,1,343
2021-01-08,16055,60+,1,366
2021-01-08,16062,18-59,1,60
2021-01-08,16062,60+,1,9
2021-01-08,16063,12-17,1,5
2021-01-08,16063,18-59,1,15
2021-01-08,16064,18-59,1,228
2021-01-08,16064,60+,1,30
2021-01-08,16066,18-59,1,53
2021-01-08,16066,60+,1,11
2021-01-08,16067,18-59,1,44
2021-01-08,16067,60+,1,13
2021-01-08,16068,18-59,1,32
2021-01-08,16069,18-59,1,6
2021-01-08,16070,18-59,1,104
2021-01-08,16070,60+,1,22
2021-01-08,16071,18-59,1,60
2021-01-08,16071,60+,1,8
2021-01-08,16073,18-59,1,103
2021-01-08,16073,60+,1,17
2021-01-08,16074,18-59,1,52
2021-01-08,16074,60+,1,9
2021-01-08,16076,18-59,1,20
2021-01-08,16076,60+,1,5
2021-01-08,16077,18-59,1,54
2021-01-08,16077,60+,1,7
2021-01-08,17000,18-59,1,45
2021-01-09,16053,18-59,1,61
2021-01-11,16051,18-59,1,62
2021-01-11,16052,18-59,1,99
2021-01-11,16052,60+,1,13
2021-01-11,16053,18-59,1,168
2021-01-11,16053,60+,1,17
2021-01-11,16054,18-59,1,31
2021-01-11,16054,60+,1,10
2021-01-11,16055,12-17,1,6
2021-01-11,16055,18-59,1,457
2021-01-11,16055,60+,1,781
2021-01-11,16061,18-59,1,61
2021-01-11,16061,60+,1,12
2021-01-11,16062,18-59,1,43
2021-01-11,16062,60+,1,11
2021-01-11,16064,18-59,1,110
2021-01-11,16064,60+,1,8
2021-01-11,16067,18-59,1,52
2021-01-11,16067,60+,1,7
2021-01-11,16071,18-59,1,35
2021-01-11,16071,60+,1,6
2021-01-11,16072,18-59,1,25
2021-01-11,16073,18-59,1,95
2021-01-11,16073,60+,1,22
2021-01-11,16077,18-59,1,22
2021-01-12,16051,18-59,1,105
2021-01-12,16051,60+,1,19
2021-01-12,16053,18-59,1,163
2021-01-12,16053,60+,1,14
2021-01-12,16054,18-59,1,34
2021-01-12,16055,18-59,1,315
2021-01-12,16055,60+,1,371
2021-01-12,16061,18-59,1,81
2021-01-12,16061,60+,1,17
2021-01-12,16064,18-59,1,97
2021-01-12,16064,60+,1,23
2021-01-12,16066,18-59,1,58
2021-01-12,16067,18-59,1,43
2021-01-12,16068,18-59,1,34
2021-01-12,16068,60+,1,5
2021-01-12,16069,18-59,1,24
2021-01-12,16069,60+,1,8
2021-01-12,16071,18-59,1,34
2021-01-12,16071,60+,1,7
2021-01-12,16072,18-59,1,74
2021-01-12,16072,60+,1,16
2021-01-12,16073,18-59,1,101
2021-01-12,16073,60+,1,20
2021-01-13,16051,18-59,1,122
2021-01-13,16051,60+,1,145
2021-01-13,16052,18-59,1,69
2021-01-13,16052,60+,1,74
2021-01-13,16053,18-59,1,165
2021-01-13,16053,60+,1,77
2021-01-13,16054,18-59,1,33
2021-01-13,16054,60+,1,78
2021-01-13,16055,18-59,1,426
2021-01-13,16055,60+,1,738
2021-01-13,16056,60+,1,62
2021-01-13,16061,18-59,1,68
2021-01-13,16061,60+,1,10
2021-01-13,16062,18-59,1,47
2021-01-13,16064,18-59,1,82
2021-01-13,16064,60+,1,78
2021-01-13,16065,18-59,1,29
2021-01-13,16065,60+,1,77
2021-01-13,16066,18-59,1,13
2021-01-13,16066,60+,1,63
2021-01-13,16067,18-59,1,31
2021-01-13,16067,60+,1,74
2021-01-13,16069,18-59,1,38
2021-01-13,16071,18-59,1,34
2021-01-13,16072,18-59,1,59
2021-01-13,16072,60+,1,77
2021-01-13,16073,18-59,1,52
2021-01-13,16073,60+,1,45
2021-01-13,16074,18-59,1,49
2021-01-13,16074,60+,1,6
2021-01-13,16075,18-59,1,7
2021-01-13,16075,60+,1,70
2021-01-13,16077,18-59,1,31
2021-01-13,16077,60+,1,86
2021-01-14,16051,18-59,1,58
2021-01-14,16051,60+,1,118
2021-01-14,16052,18-59,1,41
2021-01-14,16052,60+,1,86
2021-01-14,16053,60+,1,68
2021-01-14,16054,18-59,1,39
2021-01-14,16054,60+,1,68
2021-01-14,16055,12-17,1,6
2021-01-14,16055,18-59,1,313
2021-01-14,16055,60+,1,623
2021-01-14,16056,18-59,1,10
2021-01-14,16056,60+,1,59
2021-01-14,16061,18-59,1,79
2021-01-14,16061,60+,1,17
2021-01-14,16062,18-59,1,53
2021-01-14,16062,60+,1,8
2021-01-14,16063,18-59,1,99
2021-01-14,16063,60+,1,22
2021-01-14,16064,18-59,1,76
2021-01-14,16064,60+,1,73
2021-01-14,16065,60+,1,68
2021-01-14,16066,18-59,1,28
2021-01-14,16066,60+,1,68
2021-01-14,16067,18-59,1,28
2021-01-14,16067,60+,1,69
2021-01-14,16069,18-59,1,33
2021-01-14,16069,60+,1,11
2021-01-14,16070,60+,1,5
2021-01-14,16071,18-59,1,26
2021-01-14,16071,60+,1,6
2021-01-14,16072,18-59,1,5
2021-01-14,16072,60+,1,71
2021-01-14,16075,18-59,1,7
2021-01-14,16075,60+,1,64
2021-01-14,16076,18-59,1,24
2021-01-14,16076,60+,1,6
2021-01-14,16077,18-59,1,9
2021-01-14,16077,60+,1,69
2021-01-15,16051,18-59,1,144
2021-01-15,16051,60+,1,130
2021-01-15,16052,18-59,1,5
2021-01-15,16052,60+,1,64
2021-01-15,16053,18-59,1,12
2021-01-15,16053,60+,1,70
2021-01-15,16054,18-59,1,46
2021-01-15,16054,60+,1,78
2021-01-15,16055,12-17,1,6
2021-01-15,16055,18-59,1,383
2021-01-15,16055,60+,1,609
2021-01-15,16056,60+,1,59
2021-01-15,16061,18-59,1,18
2021-01-15,16063,60+,1,6
2021-01-15,16064,18-59,1,69
2021-01-15,16064,60+,1,74
2021-01-15,16065,18-59,1,10
2021-01-15,16065,60+,1,59
2021-01-15,16066,60+,1,70
2021-01-15,16067,18-59,1,5
2021-01-15,16067,60+,1,66
2021-01-15,16068,18-59,1,24
2021-01-15,16068,60+,1,6
2021-01-15,16071,18-59,1,20
2021-01-15,16071,60+,1,6
2021-01-15,16072,18-59,1,10
2021-01-15,16072,60+,1,69
2021-01-15,16074,18-59,1,34
2021-01-15,16075,18-59,1,7
2021-01-15,16075,60+,1,65
2021-01-15,16077,18-59,1,9
2021-01-15,16077,60+,1,63
2021-01-16,16051,18-59,1,37
2021-01-16,16051,60+,1,116
2021-01-16,16052,18-59,1,6
2021-01-16,16052,60+,1,72
2021-01-16,16053,18-59,1,22
2021-01-16,16053,60+,1,54
2021-01-16,16054,18-59,1,9
2021-01-16,16054,60+,1,62
2021-01-16,16055,18-59,1,199
2021-01-16,16055,60+,1,243
2021-01-16,16056,18-59,1,21
2021-01-16,16056,60+,1,52
2021-01-16,16064,18-59,1,11
2021-01-16,16064,60+,1,55
2021-01-16,16065,18-59,1,12
2021-01-16,16065,60+,1,60
2021-01-16,16066,18-59,1,10
2021-01-16,16066,60+,1,63
2021-01-16,16067,18-59,1,15
2021-01-16,16067,60+,1,57
2021-01-16,16072,18-59,1,13
2021-01-16,16072,60+,1,20
2021-01-16,16075,18-59,1,13
2021-01-16,16075,60+,1,65
2021-01-16,16077,18-59,1,9
2021-01-16,16077,60+,1,64
2021-01-17,16055,18-59,1,78
2021-01-17,16055,60+,1,124
2021-01-18,16051,18-59,1,54
2021-01-18,16051,60+,1,148
2021-01-18,16052,18-59,1,46
2021-01-18,16052,60+,1,78
2021-01-18,16053,18-59,1,6
2021-01-18,16053,60+,1,64
2021-01-18,16054,18-59,1,38
2021-01-18,16054,60+,1,65
2021-01-18,16055,18-59,1,383
2021-01-18,16055,18-59,2,60
2021-01-18,16055,60+,1,578
2021-01-18,16055,60+,2,76
2021-01-18,16056,60+,1,70
2021-01-18,16064,18-59,1,50
2021-01-18,16064,60+,1,76
2021-01-18,16065,18-59,1,82
2021-01-18,16065,60+,1,77
2021-01-18,16066,60+,1,69
2021-01-18,16067,18-59,1,70
2021-01-18,16067,60+,1,79
2021-01-18,16070,18-59,1,37
2021-01-18,16070,60+,1,7
2021-01-18,16071,18-59,1,10
2021-01-18,16071,18-59,2,18
2021-01-18,16072,18-59,1,19
2021-01-18,16072,60+,1,70
2021-01-18,16075,18-59,1,7
2021-01-18,16075,60+,1,65
2021-01-18,16076,18-59,1,14
2021-01-18,16077,60+,1,72
2021-01-19,16051,18-59,1,40
2021-01-19,16051,18-59,2,36
2021-01-19,16051,60+,1,146
2021-01-19,16051,60+,2,5
2021-01-19,16052,18-59,1,15
2021-01-19,16052,60+,1,73
2021-01-19,16053,18-59,1,12
2021-01-19,16053,18-59,2,11
2021-01-19,16053,60+,1,67
2021-01-19,16054,18-59,1,40
2021-01-19,16054,60+,1,74
2021-01-19,16055,18-59,1,481
2021-01-19,16055,18-59,2,30
2021-01-19,16055,60+,1,839
2021-01-19,16055,60+,2,105
2021-01-19,16056,12-17,1,6
2021-01-19,16056,18-59,1,157
2021-01-19,16056,18-59,2,18
2021-01-19,16056,60+,1,78
2021-01-19,16062,18-59,1,51
2021-01-19,16062,60+,1,7
2021-01-19,16063,18-59,1,86
2021-01-19,16063,60+,1,11
2021-01-19,16064,18-59,1,81
2021-01-19,16064,60+,1,74
2021-01-19,16065,18-59,1,5
2021-01-19,16065,60+,1,67
2021-01-19,16066,18-59,1,25
2021-01-19,16066,60+,1,69
2021-01-19,16067,18-59,1,16
2021-01-19,16067,60+,1,69
2021-01-19,16070,18-59,1,56
2021-01-19,16070,60+,1,10
2021-01-19,16072,18-59,1,28
2021-01-19,16072,60+,1,66
2021-01-19,16075,18-59,1,5
2021-01-19,16075,60+,1,67
2021-01-19,16077,18-59,1,11
2021-01-19,16077,18-59,2,52
2021-01-19,16077,60+,1,76
2021-01-20,16051,18-59,1,86
2021-01-20,16051,18-59,2,110
2021-01-20,16051,60+,1,138
2021-01-20,16051,60+,2,9
2021-01-20,16052,18-59,1,43
2021-01-20,16052,18-59,2,44
2021-01-20,16052,60+,1,75
2021-01-20,16052,60+,2,9
2021-01-20,16053,18-59,1,13
2021-01-20,16053,18-59,2,49
2021-01-20,16053,60+,1,68
2021-01-20,16054,18-59,1,46
2021-01-20,16054,18-59,2,13
2021-01-20,16054,60+,1,77
2021-01-20,16055,18-59,1,525
2021-01-20,16055,60+,1,991
2021-01-20,16056,18-59,1,21
2021-01-20,16056,18-59,2,212
2021-01-20,16056,60+,1,69
2021-01-20,16056,60+,2,41
2021-01-20,16064,18-59,1,102
2021-01-20,16064,60+,1,74
2021-01-20,16065,18-59,1,8
2021-01-20,16065,60+,1,64
2021-01-20,16066,18-59,1,48
2021-01-20,16066,60+,1,73
2021-01-20,16067,18-59,1,15
2021-01-20,16067,18-59,2,18
2021-01-20,16067,60+,1,64
2021-01-20,16069,18-59,1,13
2021-01-20,16071,18-59,1,10
2021-01-20,16071,60+,1,7
2021-01-20,16072,18-59,1,22
2021-01-20,16072,60+,1,73
2021-01-20,16074,18-59,2,47
2021-01-20,16075,60+,1,67
2021-01-20,16077,18-59,1,5
2021-01-20,16077,18-59,2,201
2021-01-20,16077,60+,1,74
2021-01-20,16077,60+,2,30
2021-01-21,16051,18-59,1,85
2021-01-21,16051,60+,1,142
2021-01-21,16052,18-59,1,51
2021-01-21,16052,60+,1,77
2021-01-21,16053,18-59,1,7
2021-01-21,16053,18-59,2,57
2021-01-21,16053,60+,1,72
2021-01-21,16053,60+,2,7
2021-01-21,16054,18-59,1,49
2021-01-21,16054,60+,1,75
2021-01-21,16055,12-17,1,7
2021-01-21,16055,18-59,1,498
2021-01-21,16055,18-59,2,33
2021-01-21,16055,60+,1,674
2021-01-21,16055,60+,2,96
2021-01-21,16056,18-59,1,173
2021-01-21,16056,18-59,2,86
2021-01-21,16056,60+,1,90
2021-01-21,16056,60+,2,9
2021-01-21,16062,18-59,1,5
2021-01-21,16063,18-59,1,125
2021-01-21,16063,60+,1,52
2021-01-21,16064,18-59,1,27
2021-01-21,16064,60+,1,62
2021-01-21,16065,18-59,1,7
2021-01-21,16065,60+,1,65
2021-01-21,16066,18-59,1,27
2021-01-21,16066,18-59,2,29
2021-01-21,16066,60+,1,66
2021-01-21,16067,18-59,1,36
2021-01-21,16067,18-59,2,13
2021-01-21,16067,60+,1,66
2021-01-21,16067,60+,2,6
2021-01-21,16069,18-59,1,35
2021-01-21,16072,18-59,1,13
2021-01-21,16072,60+,1,72
2021-01-21,16073,18-59,1,16
2021-01-21,16073,60+,1,8
2021-01-21,16074,18-59,2,42
2021-01-21,16074,60+,1,6
2021-01-21,16074,60+,2,10
2021-01-21,16075,18-59,1,19
2021-01-21,16075,60+,1,57
2021-01-21,16076,18-59,1,15
2021-01-21,16076,60+,1,9
2021-01-21,16077,18-59,1,54
2021-01-21,16077,18-59,2,40
2021-01-21,16077,60+,1,87
2021-01-21,16077,60+,2,5
2021-01-22,16051,18-59,1,84
2021-01-22,16051,60+,1,145
2021-01-22,16052,60+,1,69
2021-01-22,16053,18-59,1,8
2021-01-22,16053,18-59,2,56
2021-01-22,16053,60+,1,65
2021-01-22,16054,18-59,1,38
2021-01-22,16054,60+,1,78
2021-01-22,16055,18-59,1,261
2021-01-22,16055,60+,1,545
2021-01-22,16056,18-59,1,12
2021-01-22,16056,60+,1,66
2021-01-22,16064,18-59,1,13
2021-01-22,16064,60+,1,71
2021-01-22,16065,18-59,1,5
2021-01-22,16065,60+,1,67
2021-01-22,16066,18-59,1,13
2021-01-22,16066,60+,1,66
2021-01-22,16067,18-59,1,26
2021-01-22,16067,60+,1,64
2021-01-22,16070,18-59,1,13
2021-01-22,16071,18-59,1,9
2021-01-22,16072,18-59,1,13
2021-01-22,16072,60+,1,62
2021-01-22,16073,18-59,1,7
2021-01-22,16073,60+,1,11
2021-01-22,16075,18-59,1,14
2021-01-22,16075,60+,1,59
2021-01-22,16076,18-59,1,26
2021-01-22,16077,18-59,1,11
2021-01-22,16077,60+,1,68
2021-01-23,16051,18-59,1,34
2021-01-23,16051,60+,1,129
2021-01-23,16052,18-59,1,7
2021-01-23,16052,60+,1,68
2021-01-23,16053,18-59,1,24
2021-01-23,16053,18-59,2,54
2021-01-23,16053,60+,1,51
2021-01-23,16053,60+,2,7
2021-01-23,16054,18-59,1,20
2021-01-23,16054,60+,1,66
2021-01-23,16055,18-59,1,146
2021-01-23,16055,18-59,2,43
2021-01-23,16055,60+,1,330
2021-01-23,16055,60+,2,57
2021-01-23,16056,18-59,1,19
2021-01-23,16056,60+,1,59
2021-01-23,16064,18-59,1,20
2021-01-23,16064,60+,1,57
2021-01-23,16065,18-59,1,16
2021-01-23,16065,60+,1,57
2021-01-23,16066,18-59,1,10
2021-01-23,16066,60+,1,63
2021-01-23,16067,18-59,1,31
2021-01-23,16067,60+,1,57
2021-01-23,16072,18-59,1,19
2021-01-23,16072,60+,1,59
2021-01-23,16075,18-59,1,15
2021-01-23,16075,60+,1,56
2021-01-23,16077,18-59,1,5
2021-01-23,16077,60+,1,65
2021-01-24,16053,18-59,2,58
2021-01-24,16054,60+,1,5
2021-01-24,16055,18-59,1,116
2021-01-24,16055,60+,1,132
2021-01-24,16067,18-59,1,6
2021-01-25,16051,18-59,1,46
2021-01-25,16051,18-59,2,74
2021-01-25,16051,60+,1,149
2021-01-25,16052,18-59,1,17
2021-01-25,16052,18-59,2,107
2021-01-25,16052,60+,1,68
2021-01-25,16052,60+,2,12
2021-01-25,16053,18-59,1,16
2021-01-25,16053,18-59,2,104
2021-01-25,16053,60+,1,65
2021-01-25,16053,60+,2,7
2021-01-25,16054,18-59,1,29
2021-01-25,16054,18-59,2,15
2021-01-25,16054,60+,1,75
2021-01-25,16054,60+,2,8
2021-01-25,16055,12-17,1,8
2021-01-25,16055,18-59,1,554
2021-01-25,16055,18-59,2,49
2021-01-25,16055,60+,1,673
2021-01-25,16055,60+,2,55
2021-01-25,16056,18-59,1,14
2021-01-25,16056,60+,1,63
2021-01-25,16062,18-59,2,14
2021-01-25,16064,18-59,1,10
2021-01-25,16064,60+,1,74
2021-01-25,16065,18-59,1,11
2021-01-25,16065,60+,1,67
2021-01-25,16066,60+,1,67
2021-01-25,16067,18-59,1,43
2021-01-25,16067,60+,1,79
2021-01-25,16070,60+,1,5
2021-01-25,16072,18-59,1,9
2021-01-25,16072,60+,1,64
2021-01-25,16074,18-59,2,37
2021-01-25,16074,60+,2,5
2021-01-25,16075,18-59,1,31
2021-01-25,16075,60+,1,98
2021-01-25,16076,18-59,1,22
2021-01-25,16076,60+,1,13
2021-01-25,16077,18-59,1,22
2021-01-25,16077,18-59,2,93
2021-01-25,16077,60+,1,72
2021-01-25,16077,60+,2,9
2021-01-26,16051,18-59,1,76
2021-01-26,16051,18-59,2,161
2021-01-26,16051,60+,1,159
2021-01-26,16051,60+,2,14
2021-01-26,16052,18-59,1,23
2021-01-26,16052,60+,1,68
2021-01-26,16053,18-59,1,13
2021-01-26,16053,18-59,2,157
2021-01-26,16053,60+,1,68
2021-01-26,16053,60+,2,9
2021-01-26,16054,18-59,1,16
2021-01-26,16054,18-59,2,21
2021-01-26,16054,60+,1,76
2021-01-26,16054,60+,2,7
2021-01-26,16055,12-17,2,5
2021-01-26,16055,18-59,1,576
2021-01-26,16055,18-59,2,334
2021-01-26,16055,60+,1,919
2021-01-26,16055,60+,2,245
2021-01-26,16056,18-59,1,16
2021-01-26,16056,60+,1,63
2021-01-26,16061,18-59,1,45
2021-01-26,16062,18-59,2,199
2021-01-26,16062,60+,2,32
2021-01-26,16063,18-59,1,9
2021-01-26,16063,18-59,2,100
2021-01-26,16063,60+,1,8
2021-01-26,16063,60+,2,19
2021-01-26,16064,18-59,1,74
2021-01-26,16064,18-59,2,47
2021-01-26,16064,60+,1,72
2021-01-26,16064,60+,2,20
2021-01-26,16065,18-59,1,20
2021-01-26,16065,60+,1,87
2021-01-26,16066,18-59,1,12
2021-01-26,16066,18-59,2,33
2021-01-26,16066,60+,1,64
2021-01-26,16067,18-59,1,34
2021-01-26,16067,18-59,2,41
2021-01-26,16067,60+,1,131
2021-01-26,16070,60+,1,7
2021-01-26,16071,18-59,1,13
2021-01-26,16071,18-59,2,27
2021-01-26,16071,60+,1,7
2021-01-26,16071,60+,2,6
2021-01-26,16072,18-59,1,8
2021-01-26,16072,60+,1,68
2021-01-26,16073,18-59,2,109
2021-01-26,16073,60+,2,17
2021-01-26,16074,18-59,2,70
2021-01-26,16074,60+,2,6
2021-01-26,16075,18-59,1,10
2021-01-26,16075,60+,1,69
2021-01-26,16076,18-59,2,29
2021-01-26,16077,18-59,1,49
2021-01-26,16077,18-59,2,16
2021-01-26,16077,60+,1,95
2021-01-27,16051,18-59,1,57
2021-01-27,16051,18-59,2,100
2021-01-27,16051,60+,1,154
2021-01-27,16051,60+,2,7
2021-01-27,16052,18-59,1,41
2021-01-27,16052,18-59,2,117
2021-01-27,16052,60+,1,73
2021-01-27,16052,60+,2,17
2021-01-27,16053,18-59,1,7
2021-01-27,16053,18-59,2,165
2021-01-27,16053,60+,1,72
2021-01-27,16053,60+,2,15
2021-01-27,16054,18-59,1,21
2021-01-27,16054,18-59,2,32
2021-01-27,16054,60+,1,61
2021-01-27,16055,18-59,1,339
2021-01-27,16055,18-59,2,528
2021-01-27,16055,60+,1,720
2021-01-27,16055,60+,2,428
2021-01-27,16056,18-59,1,10
2021-01-27,16056,60+,1,68
2021-01-27,16061,18-59,1,55
2021-01-27,16061,60+,1,8
2021-01-27,16062,18-59,2,241
2021-01-27,16062,60+,2,32
2021-01-27,16063,18-59,2,286
2021-01-27,16063,60+,2,47
2021-01-27,16064,18-59,1,21
2021-01-27,16064,18-59,2,36
2021-01-27,16064,60+,1,61
2021-01-27,16064,60+,2,9
2021-01-27,16065,18-59,1,19
2021-01-27,16065,60+,1,58
2021-01-27,16066,18-59,1,11
2021-01-27,16066,60+,1,62
2021-01-27,16067,18-59,1,26
2021-01-27,16067,18-59,2,21
2021-01-27,16067,60+,1,65
2021-01-27,16069,18-59,2,37
2021-01-27,16071,18-59,2,26
2021-01-27,16072,18-59,1,8
2021-01-27,16072,60+,1,59
2021-01-27,16073,18-59,2,106
2021-01-27,16073,60+,2,13
2021-01-27,16074,18-59,2,73
2021-01-27,16074,60+,2,12
2021-01-27,16075,18-59,1,6
2021-01-27,16075,60+,1,65
2021-01-27,16076,18-59,1,7
2021-01-27,16076,18-59,2,49
2021-01-27,16076,60+,2,11
2021-01-27,16077,18-59,1,12
2021-01-27,16077,18-59,2,45
2021-01-27,16077,60+,1,59
2021-01-27,17000,18-59,1,35
2021-01-28,16051,12-17,1,5
2021-01-28,16051,18-59,1,74
2021-01-28,16051,18-59,2,56
2021-01-28,16051,60+,1,152
2021-01-28,16051,60+,2,10
2021-01-28,16052,18-59,1,13
2021-01-28,16052,18-59,2,114
2021-01-28,16052,60+,1,69
2021-01-28,16052,60+,2,11
2021-01-28,16053,18-59,1,31
2021-01-28,16053,18-59,2,164
2021-01-28,16053,60+,1,73
2021-01-28,16053,60+,2,9
2021-01-28,16054,18-59,1,8
2021-01-28,16054,18-59,2,23
2021-01-28,16054,60+,1,66
2021-01-28,16054,60+,2,7
2021-01-28,16055,12-17,2,5
2021-01-28,16055,18-59,1,451
2021-01-28,16055,18-59,2,411
2021-01-28,16055,60+,1,660
2021-01-28,16055,60+,2,336
2021-01-28,16056,18-59,1,6
2021-01-28,16056,60+,1,66
2021-01-28,16061,18-59,1,41
2021-01-28,16062,18-59,2,163
2021-01-28,16062,60+,2,22
2021-01-28,16063,18-59,1,9
2021-01-28,16063,18-59,2,141
2021-01-28,16063,60+,2,26
2021-01-28,16064,18-59,1,23
2021-01-28,16064,18-59,2,70
2021-01-28,16064,60+,1,55
2021-01-28,16064,60+,2,14
2021-01-28,16065,18-59,1,10
2021-01-28,16065,60+,1,63
2021-01-28,16066,18-59,1,8
2021-01-28,16066,18-59,2,69
2021-01-28,16066,60+,1,68
2021-01-28,16066,60+,2,10
2021-01-28,16067,18-59,1,13
2021-01-28,16067,18-59,2,38
2021-01-28,16067,60+,1,61
2021-01-28,16067,60+,2,14
2021-01-28,16069,18-59,2,20
2021-01-28,16069,60+,2,6
2021-01-28,16071,18-59,2,37
2021-01-28,16071,60+,2,8
2021-01-28,16072,18-59,1,16
2021-01-28,16072,60+,1,64
2021-01-28,16073,18-59,2,111
2021-01-28,16073,60+,2,9
2021-01-28,16074,18-59,2,71
2021-01-28,16074,60+,2,14
2021-01-28,16075,18-59,1,11
2021-01-28,16075,60+,1,61
2021-01-28,16076,18-59,2,71
2021-01-28,16076,60+,1,6
2021-01-28,16076,60+,2,21
2021-01-28,16077,18-59,1,43
2021-01-28,16077,18-59,2,17
2021-01-28,16077,60+,1,68
2021-01-28,16077,60+,2,7
