1585584004       19       1        -1       -1       -1      
1585506600       19       1        -1       -1       -1      
1585577853       19       1        -1       -1       -1      
1585580403       19       1        -1       -1       -1      
1585587606       19       1        -1       -1       -1      
1585591203       19       1        -1       -1       -1      
1585594803       19       1        -1       -1       -1      
1585598403       19       1        -1       -1       -1      
1585602003       19       1        -1       -1       -1      
1585605604       19       1        -1       -1       -1      
1585609204       19       1        -1       -1       -1      
1585612804       19       1        -1       -1       -1      
1585616403       19       1        -1       -1       -1      
1585620003       19       1        -1       -1       -1      
1585623603       19       1        -1       -1       -1      
1585627203       19       1        -1       -1       -1      
1585630803       19       1        -1       -1       -1      
1585634403       19       1        -1       -1       -1      
1585638003       19       1        -1       -1       -1      
1585641603       19       1        -1       -1       -1      
1585645205       19       1        -1       -1       -1      
1585648803       19       1        -1       -1       -1      
1585652404       19       1        -1       -1       -1      
1585656003       19       1        -1       -1       -1      
1585659603       19       1        -1       -1       -1      
1585663203       19       1        -1       -1       -1      
1585666803       19       1        -1       -1       -1      
1585670403       19       1        -1       -1       -1      
1585674003       22       2        -1       -1       -1      
1585677603       22       2        -1       -1       -1      
1585681203       22       2        -1       -1       -1      
1585684803       22       2        -1       -1       -1      
1585688404       22       2        -1       -1       -1      
1585692004       22       2        -1       -1       -1      
1585695603       22       2        -1       -1       -1      
1585699203       22       2        -1       -1       -1      
1585702803       22       2        -1       -1       -1      
1585706404       22       2        -1       -1       -1      
1585710003       22       2        -1       -1       -1      
1585713604       22       2        -1       -1       -1      
1585717203       22       2        -1       -1       -1      
1585720803       22       2        -1       -1       -1      
1585724404       22       2        -1       -1       -1      
1585728003       22       2        -1       -1       -1      
1585731603       22       2        -1       -1       -1      
1585735205       22       2        -1       -1       -1      
1585738803       22       2        -1       -1       -1      
1585742403       22       2        -1       -1       -1      
1585746003       22       2        -1       -1       -1      
1585749603       22       2        -1       -1       -1      
1585753204       22       2        -1       -1       -1      
1585756803       22       2        -1       -1       -1      
1585760403       22       2        -1       -1       -1      
1585764003       25       2        -1       -1       -1      
1585767603       25       2        -1       -1       -1      
1585771203       25       2        -1       -1       -1      
1585774803       25       2        -1       -1       -1      
1585778404       25       2        -1       -1       -1      
1585782003       25       2        -1       -1       -1      
1585785603       25       2        -1       -1       -1      
1585789204       25       2        -1       -1       -1      
1585792803       25       2        -1       -1       -1      
1585796403       25       2        -1       -1       -1      
1585800003       25       2        -1       -1       -1      
1585803603       25       2        -1       -1       -1      
1585807203       25       2        -1       -1       -1      
1585810803       25       2        -1       -1       -1      
1585814404       25       2        -1       -1       -1      
1585818004       25       2        -1       -1       -1      
1585821603       25       2        -1       -1       -1      
1585825203       25       2        -1       -1       -1      
1585828803       25       2        -1       -1       -1      
1585832403       25       2        -1       -1       -1      
1585836003       25       2        -1       -1       -1      
1585839604       25       2        -1       -1       -1      
1585843203       25       2        -1       -1       -1      
1585846803       25       2        -1       -1       -1      
1585850403       25       2        -1       -1       -1      
1585854003       34       2        -1       -1       -1      
1585857603       34       3        -1       -1       -1      
1585861203       34       3        -1       -1       -1      
1585864804       34       3        -1       -1       -1      
